batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz
0,0.11657700012437999,1778188740.9185312,0.1164724170230329,6602.9478986459635,6606.50401626066,2628.999989318848,6607.980412323867,6605.4338860531225,2630.999988555908,6584.724669132255,6601.996304673412,2762.9999382019046,6562.929507595439,6598.4487223767455,2769.9999355316163,6584.988348564965,6595.919035975181,2803.9999225616457,6589.238583916618,6599.216233150963,2808.999920654297,6595.928089372498,6602.201557294373,2836.9999099731444,6601.174484213099,6601.177858605619,2841.999908065796,6565.790830455115,6597.469830669072,2877.999894332886,6540.925124552984,6593.607788000122,2880.9998931884766,6565.159195525262,6596.6721016596875,2877.999894332886,6559.106611241863,6595.869329400617,2881.9998928070067,6584.518718097624,6597.0043952685155,2938.9998710632326,6585.683355747776,6597.58663538833,2942.999869537354,6567.272702264879,6597.753949017331,2970.999858856201,6564.9109178714425,6597.392409145093,2976.9998565673827
