block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2629.999990729664,3.999999734956505,2628.999989318848,-0.0010315602757341447
1,1,1,0,2629.999990729664,3.999999734956505,2631.9999881744384,0.0007916910805983446
2,0,2,1,2767.8144282418607,10.621091305264073,2763.9999378204348,-0.002209109435396983
2,1,3,1,2767.8144282418607,10.621091305264073,2770.9999351501465,0.0022234426224290726
3,0,4,2,2806.9999174720374,4.000005246390719,2803.9999225616457,-0.0007204580988597886
3,1,5,2,2806.9999174720374,4.000005246390719,2808.999920654297,0.000987006666125001
4,0,6,3,2839.999907189021,4.000001411378818,2837.999909591675,-0.0005146652001347674
4,1,7,3,2839.999907189021,4.000001411378818,2842.9999076843264,0.0008699506329921114
5,0,8,4,2880.3955248964617,3.2558079358941336,2877.999894332886,-0.004620630012179161
5,1,9,4,2880.3955248964617,3.2558079358941336,2881.9998928070067,0.0023453362857740467
6,0,10,5,2880.5325864710626,3.5807667769232374,2877.999894332886,-0.004620630012179161
6,1,11,5,2880.5325864710626,3.5807667769232374,2881.9998928070067,0.0023453362857740467
7,0,12,6,2940.999873235287,4.000004931440419,2937.9998714447024,-0.0012846570702300664
7,1,13,6,2940.999873235287,4.000004931440419,2943.999869155884,0.0008843450515201301
8,0,14,7,2974.5615656244486,10.322650444171574,2970.999858856201,-0.0023690827034816286
8,1,15,7,2974.5615656244486,10.322650444171574,2977.9998561859134,0.0022849181316221823
