batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT,B_status,B_rank,B_condition_number
0,0.005802166531793773,1778433410.530702,0.010687667177990079,6642.437821316135,6650.77470275392,2760.7880638953143,6644.587553871077,6655.067743069352,2771.0401505838204,6658.268294770304,6663.9079637497325,2794.697758206831,6663.592713268333,6665.8098022434815,2808.832503090681,6662.873872910108,6665.18984472904,2835.1423657187092,6664.249240456033,6668.126603906227,2848.511176238007,6638.380206009108,6643.527268698231,2869.6670653401284,6637.634187119846,6646.3358147140625,2875.25420908737,6623.167489378611,6635.696332182047,2878.191024855937,6616.299815080844,6632.774190787664,2883.537100748341,6649.330701164533,6657.72500076413,2904.201336871197,6657.584625729743,6662.7660191949135,2917.6424100180584,6658.836102026469,6663.736670538254,2939.5787513348605,6661.5340526331875,6664.256624996179,2952.213355300979,6649.143394871168,6654.3844270562695,2971.0913047644817,6644.188987376593,6650.59372191827,2981.18418080653,-0.023645995804833966,-0.842705349459234,-0.7664077519982662,-27.24441223830713,0.13670844003067598,4.858524633453017,0.23519423650235488,9.782596320696598,-0.1690541473434292,-6.984363860445033,-0.9550118166185605,-33.923747298027656,-0.34171531791846177,-12.146042521904066,0.056209272189982354,2.003196575981804,9.141563898170745,-16.43942849937151,-27.295738791122563,33.149364338452706,43.52375249771544,ok,3,31.25947157560613
1,0.18682939559221268,1778433410.711515,0.010260459035634995,6640.629449521655,6649.449209890883,2760.7880638953143,6644.814738515146,6652.358380964026,2771.0401505838204,6657.179521349756,6661.063965216859,2794.697758206831,6662.163295840083,6665.163731393465,2808.832503090681,6661.961764526088,6664.413031451538,2835.1423657187092,6665.4668459822105,6665.812771647767,2848.511176238007,6638.824467402266,6643.51063514381,2869.6670653401284,6638.164327413882,6648.368423143931,2875.25420908737,6624.120127151022,6634.966256074824,2878.191024855937,6617.18814072195,6630.71788978207,2883.537100748341,6647.8218693645495,6657.495671974815,2904.201336871197,6659.6262355961735,6661.85407127793,2917.6424100180584,6658.628393495736,6662.256620411406,2939.5787513348605,6659.532169819971,6662.282435736774,2952.213355300979,6647.167038542653,6653.10693981722,2971.0913047644817,6643.571820460313,6650.971018125134,2981.18418080653,-0.19834318052218475,-7.06863270358164,-0.28961044042766876,-10.295128418203875,-1.0807084136455118,-38.40763926571366,0.29158497184620413,12.12809512330264,-0.19595184664219759,-8.095625085700844,-1.552198652330235,-55.13690398557798,-0.16736649377249696,-5.948930128405322,0.07048504532566688,2.511959254285845,11.832171440767148,-17.589122178562455,-34.23788455355102,40.269221978061495,87.8997269967917,ok,3,31.25947157560613
2,0.3529265830293298,1778433410.877769,0.010574415791779757,6642.385910994283,6650.337553871075,2760.7880638953143,6643.775962038084,6653.063029923282,2771.0401505838204,6656.344391295043,6662.264938716876,2794.697758206831,6662.095863007,6665.679392976128,2808.832503090681,6663.054763578568,6664.404187425496,2835.1423657187092,6666.330010392152,6667.75935446404,2848.511176238007,6638.806022862732,6643.257500687716,2869.6670653401284,6638.940182473944,6646.946410123177,2875.25420908737,6622.884335360822,6635.342717853104,2878.191024855937,6616.5487239050035,6631.757037625701,2883.537100748341,6647.841252254179,6656.448754470152,2904.201336871197,6658.577727175475,6662.461095149311,2917.6424100180584,6658.229406730445,6662.275534125989,2939.5787513348605,6658.954777332884,6663.268666136872,2952.213355300979,6646.789030167803,6651.43411223523,2971.0913047644817,6643.645661277013,6649.638397469204,2981.18418080653,-0.06480352587360136,-2.3094936820694065,-0.5627228302674465,-20.00378091654262,-0.3550200092067093,-12.617168769627316,0.23518165707467417,9.782073095872828,-0.19454920976618095,-8.037676041207565,-1.1683915274356957,-41.503380620175214,-0.013764262220658725,-0.48924149854660726,0.06505374820456161,2.318397669653249,6.613811011517049,-14.713714060120672,-25.00565629956003,29.757666650978923,47.84402115565342,ok,3,31.25947157560613
3,0.5609598329756409,1778433411.085839,0.010648083873093128,6641.003102362685,6649.7318504141585,2760.7880638953143,6643.842526820919,6652.537003698383,2771.0401505838204,6655.955321392548,6662.600365253538,2794.697758206831,6662.161367179142,6666.186783629307,2808.832503090681,6663.413387535533,6666.5628220802655,2835.1423657187092,6666.612504202708,6668.367069107803,2848.511176238007,6639.413393648562,6644.441183482593,2869.6670653401284,6641.093208423756,6648.379047589939,2875.25420908737,6624.709024360423,6635.879003270471,2878.191024855937,6617.578451569521,6629.066327902925,2883.537100748341,6647.398542042363,6656.096211449706,2904.201336871197,6659.68475563163,6663.144440199285,2917.6424100180584,6660.041700033622,6663.1503805361135,2939.5787513348605,6660.046164073722,6662.35955466577,2952.213355300979,6646.1481095454965,6654.902526209616,2971.0913047644817,6643.864064553595,6651.021956475228,2981.18418080653,-0.13484418234259943,-4.805630295355743,-0.6158865626660358,-21.893655644215638,-0.8446870742184773,-30.01960198455156,0.19785752583971428,8.229624726719617,-0.2463851321811522,-10.179243987792635,-1.2409967578083327,-44.082449742479255,-0.15622442872946507,-5.5528928754695945,-0.07751461130859079,-2.7624802441331564,-8.28654864708047,-3.9813288112349743,-4.76579356617958,10.355223604492544,58.34828156397482,ok,3,31.25947157560613
4,0.730879437061958,1778433411.255609,0.010349292075261474,6643.028249839532,6653.32147507412,2760.7880638953143,6644.985541155974,6654.223697160497,2771.0401505838204,6657.461180731729,6660.184480545283,2794.697758206831,6660.41566311092,6664.399955680533,2808.832503090681,6661.480924290125,6663.654791087203,2835.1423657187092,6663.347994926185,6665.2134838157535,2848.511176238007,6636.875408808875,6645.646020417521,2869.6670653401284,6638.83661704924,6648.273854571018,2875.25420908737,6623.940578292631,6635.360074273315,2878.191024855937,6616.273561145581,6631.0675734327715,2883.537100748341,6647.192276186693,6656.87876180579,2904.201336871197,6658.819907081945,6660.57840877831,2917.6424100180584,6658.815076260047,6664.065013601491,2939.5787513348605,6662.008260231685,6665.055760002446,2952.213355300979,6647.274815844973,6653.571120518385,2971.0913047644817,6644.220460311153,6651.711963199559,2981.18418080653,-0.1869009193844738,-6.660848876237506,0.11359521923962582,4.038105007675138,-0.48392312153273803,-17.19829738483382,0.15208131563464677,6.325623199356322,-0.1811887149947541,-7.485695753793187,-1.6202737483066296,-57.55505453932613,-0.3450108698712632,-12.263180712827722,0.057667159381313365,2.0551530329160124,-6.552542425843948,0.8451729994800803,-3.4462430306797938,7.451625370886817,60.07244400470323,ok,3,31.25947157560613
5,0.9180473120650277,1778433411.443789,0.01237304206006229,6641.994505914356,6649.187650151296,2760.7880638953143,6644.321004370815,6652.501289849313,2771.0401505838204,6657.118676834674,6663.513549530825,2794.697758206831,6662.84821652352,6666.095930250328,2808.832503090681,6663.02667420607,6664.584038878871,2835.1423657187092,6665.735270654399,6668.024267200538,2848.511176238007,6639.265563774185,6643.246984747991,2869.6670653401284,6639.148480912065,6646.7695769783295,2875.25420908737,6623.889242595593,6636.420154659657,2878.191024855937,6616.186436714857,6631.454167558151,2883.537100748341,6648.913039092828,6657.28670263166,2904.201336871197,6658.298091206406,6664.197848213467,2917.6424100180584,6659.565522511233,6661.24482532017,2939.5787513348605,6661.781888620595,6664.012146590458,2952.213355300979,6646.669379833113,6652.325670140905,2971.0913047644817,6642.383302258764,6652.044748907296,2981.18418080653,-0.08262020594535305,-2.9444515721913156,-0.7147980183389647,-25.409779360890173,-0.1386931775228054,-4.929060849024527,0.2376374251618788,9.884217554051894,-0.19477009289442146,-8.046801686230227,-0.8510350429290022,-30.230304207451102,0.024196657812637693,0.8600540252936127,0.19380368203574405,6.906811939398475,4.58641461308816,-9.763219099010172,-22.46058203287373,24.916528478780425,34.19985732797703,ok,3,31.25947157560613
6,1.0897913954686373,1778433411.61447,0.01024854090064764,6639.976779655835,6648.547093254271,2760.7880638953143,6643.406142066815,6653.213985084207,2771.0401505838204,6656.698502307669,6664.192704098787,2794.697758206831,6660.577883057738,6664.740237491213,2808.832503090681,6661.563931595195,6665.1156203197115,2835.1423657187092,6664.450440138155,6667.70307638231,2848.511176238007,6638.054610752819,6643.917752238898,2869.6670653401284,6637.395754500719,6647.252781428615,2875.25420908737,6622.430578903933,6635.247175780176,2878.191024855937,6617.134038878869,6631.633073020142,2883.537100748341,6648.803259773207,6658.519503621969,2904.201336871197,6659.559971880063,6663.114185285936,2917.6424100180584,6659.179640553839,6663.386745422869,2939.5787513348605,6661.274635510592,6664.012985603814,2952.213355300979,6645.474961029434,6651.223324265671,2971.0913047644817,6642.015238255341,6648.940514105816,2981.18418080653,-0.06995031781412576,-2.492917088578974,-0.7492741837605759,-26.635344813083783,-0.48107756779088007,-17.097168347390856,0.24779317901367848,10.30663283829514,-0.21734123809089206,-8.979314098829219,-1.3709706786464746,-48.699358527397514,-0.2466152123440602,-8.765772848362921,0.056814894280095354,2.0247798495234517,4.567013665160088,-13.913452501193024,-23.423206290273583,27.624054141950733,56.64409410959436,ok,3,31.25947157560613
7,1.2562927081016824,1778433411.7812212,0.010748083936050534,6642.441188067367,6649.865663110921,2760.7880638953143,6646.195351040743,6652.811743130483,2771.0401505838204,6657.496558364153,6661.896385671057,2794.697758206831,6660.174578965064,6665.492002628603,2808.832503090681,6661.85439832503,6663.562223003331,2835.1423657187092,6665.008926551946,6668.692419842895,2848.511176238007,6637.927082250819,6644.423140874775,2869.6670653401284,6639.785535042944,6648.377606443132,2875.25420908737,6624.162365131278,6635.374010453282,2878.191024855937,6617.948294464652,6632.005656080937,2883.537100748341,6650.057603080968,6659.617443530886,2904.201336871197,6660.413228596754,6663.750698413668,2917.6424100180584,6660.694007702417,6664.852497172724,2939.5787513348605,6662.319205611762,6665.630964024819,2952.213355300979,6649.3433306843535,6654.085583947184,2971.0913047644817,6644.719968212245,6652.240385732187,2981.18418080653,-0.1743827622689971,-6.214721842567526,0.04891191784859396,1.7387303948307675,0.274093544457993,9.741097457631664,0.1931725772773765,8.034760425407882,-0.19252808343015634,-7.9541745006624085,-1.3792881331562103,-48.99480955746976,-0.16318350481718,-5.800248582522564,0.13437326719174086,4.788819677867242,-2.678742485656534,-2.2247681567605233,-10.765860754814511,11.314990607501723,43.24704101850947,ok,3,31.25947157560613
8,1.4340931455371901,1778433411.958823,0.010350208962336183,6643.735794846716,6650.682950759544,2760.7880638953143,6642.795312834305,6654.209754867499,2771.0401505838204,6659.023382339457,6664.555307638232,2794.697758206831,6663.538207965279,6664.099567503133,2808.832503090681,6663.078132163707,6664.608191460097,2835.1423657187092,6664.057155301525,6666.62069871932,2848.511176238007,6638.624004340252,6644.376657395238,2869.6670653401284,6640.011359537854,6648.584700614361,2875.25420908737,6625.15769783293,6636.2477656875635,2878.191024855937,6616.911905125775,6631.903059571478,2883.537100748341,6648.50710334077,6658.1226227954885,2904.201336871197,6659.339670507687,6661.050797750405,2917.6424100180584,6659.681301769722,6663.353637252805,2939.5787513348605,6660.961911238805,6665.9754485435715,2952.213355300979,6648.02942812605,6654.133820338051,2971.0913047644817,6643.663117033959,6652.59903566953,2981.18418080653,0.09523613189657064,3.3940629302927676,-1.0571176550666546,-37.57862456888831,-0.0382920781839106,-1.3608743182271144,0.2140149999027269,8.901673704922343,-0.16995503502018725,-7.021583458016259,-1.616703163174287,-57.42822089640371,0.13001925057108157,4.621447337281149,0.13695703206073692,4.880900374468707,14.81988015677212,-23.781131058920575,-35.19361008691,44.98623381938188,54.56453827759672,ok,3,31.25947157560613
9,1.6020519165322185,1778433412.126646,0.010074667166918516,6642.328395023993,6650.501034630314,2760.7880638953143,6644.4846669926965,6654.880690466731,2771.0401505838204,6657.468201546597,6661.950890974113,2794.697758206831,6662.514495522206,6666.322440932849,2808.832503090681,6663.584787725037,6666.148594003118,2835.1423657187092,6665.703430938044,6666.662368187793,2848.511176238007,6639.284271174007,6645.610208759972,2869.6670653401284,6639.130323684934,6649.706452303084,2875.25420908737,6624.620278448512,6636.790271112877,2878.191024855937,6617.314468013571,6632.106440077024,2883.537100748341,6650.9565134333825,6657.435480025675,2904.201336871197,6658.497172723661,6663.018574441422,2917.6424100180584,6660.115167955499,6661.573710914815,2939.5787513348605,6660.516150625057,6664.050421799065,2952.213355300979,6645.979532047559,6653.931689947121,2971.0913047644817,6643.301276094998,6651.53569550998,2981.18418080653,-0.019550585535377193,-0.6967514987190604,-0.25037029747746836,-8.900212163719305,-0.9143224771434508,-32.494396667275566,0.2550921094013602,10.610222291070022,-0.19724513519349612,-8.149056474168749,-0.7778133516751404,-27.629337279497037,0.22869500208777876,8.128810955345903,0.013464097783431264,0.4798360399916463,9.148673345053087,-18.80006842554865,-29.065552306455437,35.80428923549653,69.83329822826973,ok,3,31.25947157560613
