block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2770.161532775696,6.233307058271482,2767.04487924656,-0.000936403354156198
1,1,1,0,2770.161532775696,6.233307058271482,2773.2781863048317,0.0007588234635929715
2,0,2,1,2795.3835187117284,8.494085696937951,2791.999927139282,-0.0017545536715117044
2,1,3,1,2795.3835187117284,8.494085696937951,2798.5385898744557,0.0016193605241628343
3,0,4,2,2834.6307420348576,7.624751467218202,2830.8183663012483,-0.0003194214011094559
3,1,5,2,2834.6307420348576,7.624751467218202,2838.443117768467,0.00027127517346212684
4,0,6,3,2857.7228921959013,8.583680354049603,2853.4310520188765,-0.0006422765848445709
4,1,7,3,2857.7228921959013,8.583680354049603,2862.014732372926,0.00047438042101057216
5,0,8,4,2898.098256990964,8.126174293674154,2894.035169844127,-0.0006341748370764533
5,1,9,4,2898.098256990964,8.126174293674154,2902.161344137801,0.00042306878055319984
6,0,10,5,2919.4764794549883,7.572911981670164,2915.690023464153,-0.0004921666419543554
6,1,11,5,2919.4764794549883,7.572911981670164,2923.2629354458236,0.00042090532457405726
7,0,12,6,2952.649762320887,6.9009908481888935,2949.199266896793,-0.0017869540218517865
7,1,13,6,2952.649762320887,6.9009908481888935,2956.1002577449813,0.0014223736496441896
8,0,14,7,2973.1394532985214,8.018686712488021,2969.1301099422776,-0.0009765355643531191
8,1,15,7,2973.1394532985214,8.018686712488021,2977.148796654765,0.0008833275031123845
