batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,f_new_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,f_new_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,f_new_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,f_new_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,f_new_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,f_new_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,f_new_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,f_new_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT
91,14.196688499418087,1778271538.439567,0.01688358304090798,6534.971143442247,6537.908512394169,2628.999989318848,6535.94319314118,6537.213907143076,2631.9999881744384,6533.323872910108,6536.4555796680625,2762.9999382019046,6538.429516764984,6540.579564140966,2769.9999355316163,6533.530331326221,6532.904331081701,2800.9999237060547,6513.63096860959,6516.287572210165,2806.9999214172362,6525.023283002721,6531.465774673718,2837.999909591675,6531.722521930495,6534.142289941009,2842.9999076843264,6535.933329767399,6537.418322278938,2877.999894332886,6530.015976403704,6530.526221841856,2881.9998928070067,6534.028225387415,6538.223492373995,2877.999894332886,6531.607612250511,6533.285096433046,2881.9998928070067,6535.59119723691,6539.36170798056,2940.999870300293,6538.84804688694,6540.738475410338,2946.9998680114745,6539.245496225204,6539.648814072194,2971.9998584747314,6527.682984381208,6527.802506342268,2978.9998558044435,-0.01774709150726369,2768.209833697174,-0.6319098810853765,-0.6454903783566234,2767.582090410325,-22.983582862698544,0.032153364483948205,2778.928337191669,1.1438697114452758,-1.034271075616752,2863.3895274494967,-37.36970698512926,-0.6107584486186252,2881.4013238848834,-27.037047249942685,-0.6454974961862127,2881.3665848373157,-28.574874966656534,0.269787752871738,2967.66475677893,9.597348920833163,0.43502472007579307,2976.4977442816166,15.489342142180377,22.50770882797613,-9.538028903466856,19.898420527421724,31.520122010145233,49.423301041170966
92,14.384814374381676,1778271538.625251,0.012000583112239838,6535.733549836476,6538.822254485436,2628.999989318848,6535.778624262615,6537.267072164319,2631.9999881744384,6534.498745300608,6537.6388834550835,2762.9999382019046,6539.954028486719,6540.943090747929,2769.9999355316163,6533.696581288015,6535.044053550142,2800.9999237060547,6514.898707094171,6517.387234465263,2806.9999214172362,6525.8066081853485,6532.066521991626,2837.999909591675,6532.637640981752,6536.610141516642,2842.9999076843264,6535.579156096219,6536.379091909405,2877.999894332886,6527.576296726473,6532.927921264175,2881.9998928070067,6535.838748968426,6538.697380566678,2877.999894332886,6530.340237491213,6534.787974141884,2881.9998928070067,6537.219907081945,6539.075874927407,2940.999870300293,6539.7697175780195,6541.331155057004,2946.9998680114745,6541.238402053978,6541.305461992236,2971.9998584747314,6527.63276431213,6528.021294739738,2978.9998558044435,-0.012792385198484694,2768.214788403483,-0.4554906704720743,-0.6858243250846722,2767.541756463597,-24.41972914448187,-0.13246781214488249,2778.7637160150402,-4.712599147426684,-0.8565412126023241,2863.567257312511,-30.94807047228782,-0.486187610749574,2881.525894722752,-21.522546980567654,-0.5529576030925101,2881.4591247304093,-24.478320153967555,0.39281496173664465,2967.787783987795,13.973882094279592,0.45687559100395714,2976.5195951525448,16.267356816500463,16.70723505968804,-10.211530141163532,20.90084302277621,28.64004696620265,44.85089043941689
93,14.541796145495027,1778271538.782548,0.012632708996534348,6533.58903169606,6538.322609041172,2628.999989318848,6536.568206131368,6537.7286380169335,2631.9999881744384,6532.9665281046555,6535.588993489623,2762.9999382019046,6538.626544304185,6539.172358406945,2769.9999355316163,6533.017655958674,6532.262278020602,2800.9999237060547,6514.702481890149,6515.476652810465,2806.9999214172362,6524.823674236635,6531.122127640064,2837.999909591675,6532.628800012226,6537.797405018797,2842.9999076843264,6535.501274566739,6538.5806476755215,2877.999894332886,6530.504428890179,6532.088278265123,2881.9998928070067,6535.375012990188,6538.84927866247,2877.999894332886,6531.246805941866,6533.050217012562,2881.9998928070067,6535.5729635969055,6538.27470275392,2940.999870300293,6538.967429776569,6540.721308494057,2946.9998680114745,6538.650906256686,6540.912571446038,2971.9998584747314,6526.425474523948,6526.725544823792,2978.9998558044435,-0.1590547778415942,2768.06852601084,-5.663366626064097,-0.6832706651551637,2767.544310123526,-24.328802530296795,-0.10293434392746448,2778.793249483258,-3.661933367654205,-0.7381628287615928,2863.6856356963517,-26.670888578882042,-0.6224615110728283,2881.389620822429,-27.55511827009635,-0.6264086278219655,2881.38567370568,-27.729849184238976,0.3420960611585297,2967.7370650872167,12.169623077523429,0.37453266227532755,2976.437252223816,13.3354825178521,21.09354633236841,-7.915047910904159,22.00226714970436,31.49103745567365,41.570077899916186
94,14.704616478993557,1778271538.945232,0.012359041953459382,6577.889664394657,6568.063130788277,2628.999989318848,6568.4837179448,6569.27712351377,2631.9999881744384,6568.946156432435,6570.915277990035,2762.9999382019046,6572.539806522602,6572.123331906961,2769.9999355316163,6570.639966989639,6572.669648806431,2800.9999237060547,6571.468987070943,6571.201082006296,2806.9999214172362,6568.516650365254,6570.231202432985,2837.999909591675,6567.216120059908,6568.576293669958,2842.9999076843264,6548.480526943179,6550.320799584314,2877.999894332886,6532.101881284959,6541.9336231928355,2881.9998928070067,6536.9254989760675,6544.288149891494,2877.999894332886,6529.125923831647,6539.720782773481,2881.9998928070067,6553.417834764801,6560.964263227068,2940.999870300293,6561.0006846593515,6564.495416755815,2946.9998680114745,6562.707554176728,6566.311986123423,2971.9998584747314,6566.968053305621,6569.628207048324,2978.9998558044435,0.8893852285570922,2769.116966017238,31.667798286078458,-0.6934833105531458,2767.534097478128,-24.692437976497356,-0.39617185148437806,2778.500011975701,-14.093983280238367,-0.6578716671590376,2863.7659268579546,-23.769853005791177,-0.408845326225069,2881.6032370072767,-18.09875971108806,-0.5159036070655324,2881.4961787264365,-22.838014328241425,0.10219081845565924,2967.497159844514,3.635305645956251,0.41128210324289693,2976.4740016647834,14.643970606945906,14.49813201026357,-9.471530788444069,19.457280327895937,26.04786910712274,61.36378473180768
95,14.861709061893634,1778271539.102429,0.01256804191507399,6624.030131124491,6636.4702157899565,2628.999989318848,6634.354703976525,6637.558556713635,2631.9999881744384,6590.754208821102,6605.127711892899,2762.9999382019046,6620.5446556835905,6630.717958553656,2769.9999355316163,6620.886624690528,6624.310994284317,2800.9999237060547,6615.535172845923,6622.232371549959,2806.9999214172362,6621.833688907907,6628.344262921417,2837.999909591675,6633.574137298652,6638.128503530276,2842.9999076843264,6620.768331448484,6624.586262493505,2877.999894332886,6569.183221261119,6584.7432114802705,2881.9998928070067,6600.475286548278,6617.0015083901335,2877.999894332886,6566.882484641012,6586.985182015465,2881.9998928070067,6597.53730323685,6610.65201424336,2940.999870300293,6610.825430204481,6620.547398905767,2946.9998680114745,6617.563462420148,6626.514348809488,2971.9998584747314,6581.14765870954,6598.944369899441,2978.9998558044435,-0.5687367340518948,2767.6588440546293,-20.250662585276228,-0.7564052882990314,2767.4711755003823,-26.93286252486831,0.027569956344056876,2778.9237537835293,0.9808130039884007,-0.8200744044123675,2863.603724120701,-29.630472050685476,-0.325666110704836,2881.686416222797,-14.416583254388737,-0.5071679383109388,2881.504914395191,-22.45130385471136,0.15415972229556454,2967.5491287483537,5.484031905305462,0.762803916198713,2976.8255234777394,27.160136654621382,14.15507014317782,-20.129076711938133,18.215073203097834,30.615921214746862,27.80578596947417
96,15.018733436823823,1778271539.259198,0.012060208013281226,6628.505468105266,6636.134644068833,2628.999989318848,6643.733870770548,6647.9297123819415,2631.9999881744384,6617.722856618883,6626.3636702631675,2762.9999382019046,6597.954922517345,6612.503537916067,2769.9999355316163,6610.559872543327,6619.5810603050395,2800.9999237060547,6616.41534217685,6624.422881071003,2806.9999214172362,6619.915583641532,6625.704399853287,2837.999909591675,6621.041357703946,6626.853559311671,2842.9999076843264,6590.781436256382,6602.403919980437,2877.999894332886,6573.570981446955,6593.2639163126205,2881.9998928070067,6583.28906226121,6600.976901916435,2877.999894332886,6578.6028593697465,6598.122225448545,2881.9998928070067,6598.48926857597,6612.734434697557,2940.999870300293,6614.701658159366,6623.63709692209,2946.9998680114745,6581.164587217654,6600.379426597792,2971.9998584747314,6602.697657181282,6617.316447107008,2978.9998558044435,-0.14549219567133173,2768.0820885930098,-5.180452020991291,-0.4092972218209106,2767.8182835668604,-14.5735969560741,-0.29798176932193154,2778.5982020578635,-10.600829056641738,-0.6195316392511164,2863.8042668858625,-22.384572451690484,-0.40817535464816573,2881.6039069788535,-18.069101417826918,-0.5477579868559157,2881.4643243466458,-24.24814360841451,0.0071206954567096074,2967.402089721515,0.25330949284982385,0.27965379253811984,2976.342373354079,9.957257769688528,15.24139132067314,-2.624983944362517,17.77905091151595,23.564490264215934,35.368485932255176
97,15.175746874883771,1778271539.4163609,0.012360250111669302,6628.556183329767,6633.559881712872,2628.999989318848,6639.218950392761,6646.6191826878985,2631.9999881744384,6616.198056056484,6622.817044655683,2762.9999382019046,6597.998675000764,6612.236092856925,2769.9999355316163,6609.433756151237,6617.701069780238,2800.9999237060547,6614.6784332304305,6623.957026927895,2806.9999214172362,6618.992189076016,6624.17964666687,2837.999909591675,6620.8386465751755,6626.5960723782755,2842.9999076843264,6591.96313384479,6603.821641654186,2877.999894332886,6574.38314179173,6592.723302870069,2881.9998928070067,6582.400314821041,6602.291481492801,2877.999894332886,6576.7993443775395,6595.4143411682,2881.9998928070067,6597.925069535716,6611.40319100162,2940.999870300293,6614.117600941407,6625.136834061802,2946.9998680114745,6581.484023596296,6599.868496500292,2971.9998584747314,6601.430710334078,6617.453050401932,2978.9998558044435,0.27981074966292946,2768.507391538344,9.963050986328847,-0.3511583221941036,2767.8764224664874,-12.503480557870281,-0.14459177445240576,2778.751592052733,-5.143914298698129,-0.5643945123409254,2863.8594040127723,-20.3923884631679,-0.4435679203141321,2881.5685144131876,-19.635859065423464,-0.6168457359090019,2881.395236597593,-27.306519206435688,0.22522908381372703,2967.620198109872,8.012232139787235,0.35930296279463786,2976.4220225243353,12.793219020876824,14.639980623285108,1.426156278450042,23.18273604049752,27.455458559348607,43.376250707890144
98,15.34529127040878,1778271539.586102,0.012752458918839693,6628.724513249991,6635.960242381637,2628.999989318848,6644.184287984839,6648.260994284316,2631.9999881744384,6617.69306476755,6624.390002139562,2762.9999382019046,6597.632487697527,6613.904318855642,2769.9999355316163,6610.795847724425,6620.698094262922,2800.9999237060547,6616.029243206896,6624.043044900204,2806.9999214172362,6619.8928920744565,6625.789966989638,2837.999909591675,6622.33040468258,6625.746798300577,2842.9999076843264,6590.545393831952,6602.624730262554,2877.999894332886,6575.36443897668,6595.248428951309,2881.9998928070067,6585.128963535777,6604.42580768408,2877.999894332886,6579.318332976739,6597.105888376073,2881.9998928070067,6599.760746706605,6612.432940061743,2940.999870300293,6616.347343888498,6625.786097441696,2946.9998680114745,6582.222078735826,6601.336867683468,2971.9998584747314,6600.621439924197,6618.084008313721,2978.9998558044435,-0.12547256387953032,2768.1021082248017,-4.467625181745407,-0.2844624578909799,2767.94311833079,-10.128681528777346,-0.3641730993829843,2778.532010727802,-12.955613970516426,-0.8724695559584394,2863.551328969155,-31.52358451112103,-0.41422319865766594,2881.5978591348444,-18.336827299662808,-0.6220279609564429,2881.3900543725454,-27.53592587904807,0.16611078839367793,2967.561079814452,5.909175560266198,0.3846330354962947,2976.447352597037,13.69511296955613,13.032968691158835,3.0855745765424096,24.753746179573135,28.144750723622742,51.44986521926907
99,15.514383895439096,1778271539.76315,0.028660209150984883,6628.327763853655,6636.159814469541,2628.999989318848,6643.390399486506,6648.20137084696,2631.9999881744384,6617.343912950453,6625.153606687655,2762.9999382019046,6599.748626096525,6613.054885839168,2769.9999355316163,6610.081126020111,6619.025184155027,2800.9999237060547,6617.101867530642,6621.890654705504,2806.9999214172362,6621.053751872116,6625.970694134548,2837.999909591675,6621.778738881927,6628.247915456796,2842.9999076843264,6591.481524895315,6603.7217104257725,2877.999894332886,6575.762377357338,6594.2244719870405,2881.9998928070067,6585.541397438641,6604.075207078889,2877.999894332886,6579.842555857811,6598.545451905737,2881.9998928070067,6600.858756915365,6613.111779808662,2940.999870300293,6616.083016474617,6626.150168108323,2946.9998680114745,6584.81730140294,6602.736033254883,2971.9998584747314,6601.8363755845585,6616.46861264786,2978.9998558044435,-0.11547718964716187,2768.112103599034,-4.111725977642322,-0.4234786184323619,2767.804102170249,-15.078545310157864,-0.5360108732621497,2778.360172953923,-19.06881636713303,-0.4651648118006552,2863.958633713313,-16.807076139509643,-0.4494542011912708,2881.5626281323107,-19.896432872566997,-0.5846905013083872,2881.4273918321933,-25.883071689342593,0.2464609483456527,2967.6414299744038,8.767528145568598,0.32675148260297193,2976.3894710441436,11.634202094585198,12.00891093575974,2.525919263394595,26.908661704001492,29.57482518441308,39.90038459115166
100,15.705283041344956,1778271539.9459,0.012368083000183105,6627.943489623132,6636.924562154231,2628.999989318848,6642.475090931321,6647.88240058685,2631.9999881744384,6618.670940184003,6625.991345477887,2762.9999382019046,6599.751859889354,6615.532292080568,2769.9999355316163,6611.464923434301,6619.87242717853,2800.9999237060547,6616.6174832655815,6625.046083076077,2806.9999214172362,6620.123464865361,6626.139424458232,2837.999909591675,6621.41599168628,6628.649697405019,2842.9999076843264,6590.005770700247,6603.614234190177,2877.999894332886,6574.790300149769,6595.557178225387,2881.9998928070067,6584.522268239753,6603.512838891096,2877.999894332886,6578.1925237644045,6598.874342085153,2881.9998928070067,6600.28884372039,6611.569781764831,2940.999870300293,6616.242091267537,6625.695482470888,2946.9998680114745,6583.870295259345,6601.528038940001,2971.9998584747314,6600.451320414463,6617.0334046520165,2978.9998558044435,-0.15582375578513957,2768.071757032896,-5.548321591071022,-0.3225437512888889,2767.9050370373925,-11.484618955076236,-0.21955261279525973,2778.67663121439,-7.810678225308133,-0.499020081584104,2863.9247784435292,-18.030315908595856,-0.4285924863525196,2881.5834898471494,-18.972926744922173,-0.5507665221387162,2881.461315811363,-24.381325410120525,0.27389735630235024,2967.6688663823606,9.743542725518545,0.40542808786939816,2976.46814764941,14.435534527704458,11.690440780184156,1.9465805556287903,24.934729625821966,27.607903270755433,36.70794537529132
101,15.864189624437131,1778271540.104692,0.012137083103880286,6630.469292722437,6638.10393067824,2628.999989318848,6645.631726625301,6649.90657609194,2631.9999881744384,6618.070891279762,6625.20880887612,2762.9999382019046,6599.186704159916,6615.620399180853,2769.9999355316163,6612.1187746431515,6620.502483418406,2800.9999237060547,6617.4789375554,6624.398227221323,2806.9999214172362,6620.193579790323,6624.427748571079,2837.999909591675,6621.201719289666,6627.492331203963,2842.9999076843264,6592.4167191368415,6605.114975395054,2877.999894332886,6576.526036922701,6594.974847938381,2881.9998928070067,6585.634025124554,6603.431173396093,2877.999894332886,6578.7113381422505,6597.460366170492,2881.9998928070067,6600.3681786227335,6613.781822905524,2940.999870300293,6616.139157013175,6625.425468410918,2946.9998680114745,6583.564118042608,6602.376417458812,2971.9998584747314,6602.136011859278,6618.421863251521,2978.9998558044435,-0.14005863549436956,2768.087522153187,-4.986982552267975,-0.29407836683735394,2767.933502421844,-10.471069343498652,-0.33202152464255213,2778.5641623025426,-11.811807929963205,-0.41423569407038335,2864.0095628310432,-14.966933597133604,-0.4599541171773149,2881.5521282163245,-20.361243020142002,-0.5672022667003577,2881.4448800668015,-25.108902741725423,0.09778329887656825,2967.492752324935,3.4785138612081483,0.3535752834770232,2976.4162948450175,12.58928122024847,12.78502902199905,3.5251380524924327,24.733688263840254,28.064905139966484,35.100247860183934
102,16.02852020796854,1778271540.269282,0.012656165985390544,6628.396359690681,6636.803424825014,2628.999989318848,6642.691923159214,6647.7441100956685,2631.9999881744384,6617.327562123666,6625.302679035364,2762.9999382019046,6597.897197175781,6613.797481431672,2769.9999355316163,6610.68160589296,6619.408066142983,2800.9999237060547,6617.260153742702,6623.549517070636,2806.9999214172362,6618.955009628022,6625.64504386099,2837.999909591675,6622.333248769753,6628.252640828927,2842.9999076843264,6591.998966897942,6603.9429868264215,2877.999894332886,6574.007054436533,6593.965331479047,2881.9998928070067,6585.042621572883,6603.140533973163,2877.999894332886,6577.760515939725,6599.3605205244985,2881.9998928070067,6598.793313873522,6613.523614634594,2940.999870300293,6615.49119112388,6623.7714949414685,2946.9998680114745,6582.779927866247,6599.594586912004,2971.9998584747314,6601.385874316105,6615.454352477305,2978.9998558044435,-0.13980137286297983,2768.087779415818,-4.977822358399438,-0.34064103285725494,2767.886939755824,-12.128997840436364,-0.40580828610260344,2778.490375541083,-14.436803568659931,-0.6999052540935748,2863.7238932710197,-25.288587179364516,-0.4094059928130339,2881.602676340689,-18.123579292486497,-0.5104229009981114,2881.501659432504,-22.595394501625748,-0.08017785706227835,2967.314791168996,-2.852223133780297,0.34588816765102154,2976.4086077291918,12.315576390107402,13.227060376234629,-1.022269003095467,19.60301281755738,23.67019796361165,40.57189722195033
103,16.193694020388648,1778271540.434578,0.01289312494918704,6628.938087232937,6636.91726625302,2628.999989318848,6642.509731943637,6645.914900510438,2631.9999881744384,6617.819269798575,6623.773246324541,2762.9999382019046,6597.230181556988,6613.000707583214,2769.9999355316163,6608.282082709295,6620.061012623407,2800.9999237060547,6615.390320017116,6622.846113641225,2806.9999214172362,6619.594933826452,6626.091564018706,2837.999909591675,6619.591496775378,6625.882284439283,2842.9999076843264,6589.703305620931,6601.376010942324,2877.999894332886,6574.245584864138,6593.645921080783,2881.9998928070067,6583.4722361463455,6603.328850444724,2877.999894332886,6578.626108750801,6597.867519943761,2881.9998928070067,6598.3417382400585,6611.912452241954,2940.999870300293,6614.7633630834125,6625.034465262707,2946.9998680114745,6583.604590885474,6600.622946786074,2971.9998584747314,6601.92863954519,6616.231385823883,2978.9998558044435,-0.22854902456106768,2767.99903176412,-8.137805953919411,-0.27620189682714397,2767.9513788918543,-9.834552760837507,-0.548773682258705,2778.3474101449265,-19.522858762957863,-0.642572829426687,2863.7812256956868,-23.217083913868095,-0.4158973026549183,2881.5961850308468,-18.410936514160625,-0.6021769820873359,2881.4099053514146,-26.65716299847628,0.16091110389196203,2967.5558801299503,5.724203537222064,0.34699571490071696,2976.4097152764416,12.355011340576826,11.041015602729605,5.6441966642464525,27.23165958718195,29.921969610915788,47.187350740513054
104,16.35399774997495,1778271540.594642,0.012423499953001738,6628.526353272,6634.269957514442,2628.999989318848,6641.119440963414,6646.037232937006,2631.9999881744384,6616.415576000244,6622.75401626066,2762.9999382019046,6595.494467707918,6612.1208255646925,2769.9999355316163,6608.734385793317,6618.717594828378,2800.9999237060547,6616.4637115261185,6623.450230766881,2806.9999214172362,6617.141398966897,6622.14859247486,2837.999909591675,6619.655248036189,6625.306936760705,2842.9999076843264,6589.723091970535,6600.744019928477,2877.999894332886,6572.608917382402,6593.111813430327,2881.9998928070067,6582.52730537641,6600.8047024482685,2877.999894332886,6578.68306843537,6596.518681419444,2881.9998928070067,6597.994284317023,6610.175518843415,2940.999870300293,6614.202799767704,6625.223315096126,2946.9998680114745,6581.151069780237,6598.490353638782,2971.9998584747314,6601.069343154935,6615.299974019623,2978.9998558044435,0.04482504164369069,2768.272405830325,1.5960579638144292,-0.26005154097516753,2767.967529247706,-9.259496873976726,-0.44835816081811886,2778.447825666367,-15.950533583979707,-0.5569017652320238,2863.8668967598815,-20.121664693960337,-0.37671503134701123,2881.635367302155,-16.676416225316515,-0.5984095194107206,2881.413672814091,-26.490385008535373,0.32468467417854724,2967.719653700237,11.550235598796823,0.3328260962423069,2976.395545657783,11.850492720609443,9.624430923047175,6.852245709252735,27.633782402844304,30.053433609826126,45.93702774713896
105,16.51420352049172,1778271540.754622,0.011971374973654747,6628.206122199468,6633.944872696152,2628.999989318848,6643.178552434513,6647.35165051808,2631.9999881744384,6615.597129932452,6623.855220527554,2762.9999382019046,6597.997915456796,6614.324508665221,2769.9999355316163,6610.410514411468,6619.060389094355,2800.9999237060547,6613.633024115903,6624.023626860653,2806.9999214172362,6617.218351315829,6624.4965140446875,2837.999909591675,6621.222307974448,6626.425060366171,2842.9999076843264,6589.652228199407,6601.79926032338,2877.999894332886,6573.883455084511,6593.091936913532,2881.9998928070067,6582.0705779869795,6601.369202555246,2877.999894332886,6577.076506097747,6596.618650854296,2881.9998928070067,6598.841074976311,6611.520299844118,2940.999870300293,6614.494909374332,6623.917987590549,2946.9998680114745,6581.7785998104955,6598.2810985114775,2971.9998584747314,6599.766039062262,6615.437480514718,2978.9998558044435,-0.009204854607843227,2768.2183759340733,-0.32775165318044974,-0.3358390026484791,2767.891741786033,-11.958014874751312,-0.08920087069957415,2778.8069829564856,-3.1733591761051114,-0.8317121892005223,2863.592086335913,-30.050962014817944,-0.43071163039687926,2881.581370703105,-19.066736986575602,-0.5830638692166983,2881.429018464285,-25.811063960557615,0.1644398487768823,2967.5594088748353,5.849734053536072,0.4140895005711801,2976.476809062112,14.743929840847015,14.952078141389102,-1.2362923709145066,20.86479210105394,25.69888341918361,44.857950755000516
106,16.668233582982793,1778271540.909784,0.014235584065318108,6628.647860439526,6636.14874988538,2628.999989318848,6642.791828407251,6647.276075129138,2631.9999881744384,6616.433082189687,6625.359721245835,2762.9999382019046,6598.109725830608,6614.195285325671,2769.9999355316163,6609.241726013999,6618.907086529938,2800.9999237060547,6614.730754653545,6622.947339303726,2806.9999214172362,6619.5973790384205,6624.073110309624,2837.999909591675,6623.370445028578,6627.882698597061,2842.9999076843264,6590.496344408105,6602.817532169819,2877.999894332886,6575.0898982180515,6594.020926429685,2881.9998928070067,6583.032629825473,6602.42408380964,2877.999894332886,6578.456660146102,6596.303855793623,2881.9998928070067,6598.634222269767,6610.707254638261,2940.999870300293,6614.880099031083,6624.299238927773,2946.9998680114745,6583.632058257174,6601.436131063361,2971.9998584747314,6602.46236971605,6616.703599046368,2978.9998558044435,-0.11506538554267491,2768.112515403139,-4.097063119641599,-0.36676219734881693,2767.8608185913326,-13.059078239296012,-0.3309332740558917,2778.5652505531293,-11.773092949290966,-0.6183635001503204,2863.805435024963,-22.3423658997103,-0.4408119070750715,2881.571270426427,-19.51385590634399,-0.6228889680127436,2881.389193365489,-27.574040928486006,0.2105098793736649,2967.605478905432,7.488615558438885,0.3167640089496128,2976.3794835704903,11.278591506465197,14.288427108563127,1.9457957159703247,23.925588594547204,27.935265522284503,41.62383603240841
107,16.86134018690791,1778271541.101801,0.012059707893058658,6629.785377632424,6636.199905248037,2628.999989318848,6643.608605617874,6648.17414493994,2631.9999881744384,6617.135950728979,6622.431838188098,2762.9999382019046,6597.85790414769,6612.959458385549,2769.9999355316163,6609.204520585628,6618.803187945106,2800.9999237060547,6613.472729773513,6624.131602836445,2806.9999214172362,6620.500291897179,6625.5814714063035,2837.999909591675,6621.990585933918,6625.114412996302,2842.9999076843264,6589.967339609377,6602.742043891555,2877.999894332886,6575.376423571844,6593.934582938535,2881.9998928070067,6584.034090839625,6602.717472567779,2877.999894332886,6578.058689672036,6596.38490692912,2881.9998928070067,6598.609999388698,6610.89164043158,2940.999870300293,6613.466514350337,6624.444091756579,2946.9998680114745,6583.187575266682,6602.158336644558,2971.9998584747314,6601.245072897882,6616.936238041385,2978.9998558044435,-0.029843389366090472,2768.197737399315,-1.062615393502215,-0.2766431611012566,2767.95093762758,-9.850264589159776,-0.1408786852803802,2778.755305141905,-5.011819561243956,-0.8195721304916548,2863.604226394622,-29.61232416887208,-0.4592537533175573,2881.5528285801843,-20.33023932168929,-0.5963852880070918,2881.4156970454947,-26.40077635845691,0.31388881007766595,2967.708857836136,11.166186754565876,0.32682058487192966,2976.3895401464124,11.636662526457899,14.403203110692587,3.2047181664865314,22.94219090703276,27.27758424034669,48.59721397517567
108,17.01474862440955,1778271541.2551548,0.01194883300922811,6627.862410979002,6635.761221994682,2628.999989318848,6643.670445028579,6648.436886022557,2631.9999881744384,6617.983899807439,6626.713337103036,2762.9999382019046,6599.089451966867,6615.722347709141,2769.9999355316163,6609.9223920286095,6619.046092245621,2800.9999237060547,6615.251465598924,6623.077210624446,2806.9999214172362,6620.433513158297,6625.763216370695,2837.999909591675,6621.997669407343,6626.851645933307,2842.9999076843264,6590.332694012288,6601.53248616927,2877.999894332886,6574.405044777945,6594.25442889018,2881.9998928070067,6583.934828987988,6603.005070758321,2877.999894332886,6578.110581654798,6596.973643671486,2881.9998928070067,6598.745791178898,6612.908139499344,2940.999870300293,6615.590995506925,6622.360635143809,2946.9998680114745,6583.6358544487575,6599.7593223706335,2971.9998584747314,6601.88406333099,6617.423474034906,2978.9998558044435,-0.1236457594567004,2768.1039350292244,-4.402579269003918,-0.3414389577608951,2767.88614183092,-12.157409066623368,-0.3194715015400593,2778.576712325645,-11.365335483446861,-0.6699470576581915,2863.753851467455,-24.20615429596823,-0.39535127472721443,2881.616731058775,-17.501405210686436,-0.593047318766416,2881.4190350147355,-26.253011178485803,-0.1523234380251255,2967.242645588033,-5.418708477263792,0.4228951473472348,2976.485614708888,15.057460703354636,14.548838615612242,-1.789337364091932,20.564539049339434,25.25412242738741,39.8727360197686
109,17.167559124412946,1778271541.408372,0.012762416852638125,6629.253727419996,6635.514000366782,2628.999989318848,6642.277595745331,6646.539950178807,2631.9999881744384,6614.185330256441,6624.49241067335,2762.9999382019046,6598.7645352569,6612.810723782743,2769.9999355316163,6609.033448971485,6616.585356236818,2800.9999237060547,6614.26030045542,6623.596689794297,2806.9999214172362,6619.133076076656,6626.351901152307,2837.999909591675,6620.832692484029,6626.766940734175,2842.9999076843264,6590.1234816761935,6602.378532567166,2877.999894332886,6574.978092429013,6592.454985175903,2881.9998928070067,6583.06054956139,6603.774815844974,2877.999894332886,6579.992673533636,6598.78496041813,2881.9998928070067,6598.473819421097,6610.647293456002,2940.999870300293,6615.315603508879,6624.772188770364,2946.9998680114745,6583.455078399609,6600.8345752972455,2971.9998584747314,6603.431793868632,6616.154230216705,2978.9998558044435,-0.04065059671934224,2768.186930191962,-1.4474210452149603,-0.4833179624885185,2767.744262826193,-17.209208397755983,-0.085990655434524,2778.8101931717506,-3.0591543932512577,-0.7516291062094446,2863.672169418904,-27.157444622331862,-0.47174060291094316,2881.540341730591,-20.883007020970208,-0.6313584088251094,2881.3807239246767,-27.948966026849263,0.20560802294392075,2967.6005770490024,7.314238382250127,0.2777692264561465,2976.340488787997,9.890156551099967,18.88560967479215,-3.977873318625125,18.14237034455562,26.488399926130754,40.56103726587927
