block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2718.601074462927,9.74511565649418,2714.9999942779546,-0.0068703533346311536
1,1,1,0,2718.601074462927,9.74511565649418,2721.988441326288,0.013566262277066534
2,0,2,1,2774.566842655205,9.53487903588814,2770.99997291565,-0.060367311318512445
2,1,3,1,2774.566842655205,9.53487903588814,2777.812700182056,0.04335362134592704
3,0,4,2,2819.9038225503737,11.605138708466615,2816.3734133193307,-0.026086562134468277
3,1,5,2,2819.9038225503737,11.605138708466615,2822.9999530792243,0.019185669174083365
4,0,6,3,2869.8289534516434,9.024701066867564,2866.286600686637,-0.05168179702765503
4,1,7,3,2869.8289534516434,9.024701066867564,2872.999934005738,0.034634255682464234
5,0,8,4,2902.198925557863,9.521128563758381,2898.999924087525,-0.04367676804189966
5,1,9,4,2902.198925557863,9.521128563758381,2904.706624076128,0.03706806518637726
6,0,10,5,2948.8379070176106,10.776720418470845,2945.3392356121726,-0.03159414100583221
6,1,11,5,2948.8379070176106,10.776720418470845,2951.999903869629,0.01972318554344511
7,0,12,6,2986.461468176557,9.47936907928894,2982.999892044068,-0.05724547666588396
7,1,13,6,2986.461468176557,9.47936907928894,2989.2640607807075,0.043859837211922166
