block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2718.8577150221086,13.019935841289575,2715.2224502751246,-0.014590017151878461
1,1,1,0,2718.8577150221086,13.019935841289575,2721.9999916076663,0.012978514386295008
2,0,2,1,2774.490434048269,8.72984135355435,2770.99997291565,-0.09747881698517738
2,1,3,1,2774.490434048269,8.72984135355435,2777.6460916350707,0.07540058654167292
3,0,4,2,2819.9102311536008,10.861614068090093,2816.415480907335,-0.03746702762464205
3,1,5,2,2819.9102311536008,10.861614068090093,2822.9999530792243,0.02971134202682533
4,0,6,3,2869.7494895868685,9.182477530538831,2866.21255067637,-0.07956209770250472
4,1,7,3,2869.7494895868685,9.182477530538831,2872.999934005738,0.05600224765401974
5,0,8,4,2902.3060374839956,8.924635817287118,2898.999924087525,-0.07331781259857667
5,1,9,4,2902.3060374839956,8.924635817287118,2905.1906488042137,0.05511974723979981
6,0,10,5,2948.9453891839844,10.7931644608974,2945.6371271743647,-0.03091704840984575
6,1,11,5,2948.9453891839844,10.7931644608974,2951.999903869629,0.026647288992970242
7,0,12,6,2986.5555558821493,8.965279022638216,2982.999892044068,-0.08840085512390398
7,1,13,6,2986.5555558821493,8.965279022638216,2989.7121219263718,0.06937980916700856
8,0,14,7,3029.836366731294,12.316684214584782,3026.354070164964,-0.018768066057610205
8,1,15,7,3029.836366731294,12.316684214584782,3032.9998729705817,0.013502310347695782
