batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,f_new_mhz_b01,delta_f_mhz_b02,f_new_mhz_b02,delta_f_mhz_b03,f_new_mhz_b03,delta_f_mhz_b04,f_new_mhz_b04,delta_f_mhz_b05,f_new_mhz_b05,delta_f_mhz_b06,f_new_mhz_b06,delta_f_mhz_b07,f_new_mhz_b07,delta_f_mhz_b08,f_new_mhz_b08
0,0.005293916561640799,1778433684.079838,0.009892333066090941,6620.803570009474,6624.0504263838375,2760.72576030142,6622.306447718312,6626.378587584436,2770.895524993663,6635.831485160621,6635.936057707002,2795.0484601431444,6639.653580707278,6642.159701378488,2809.130334972895,6641.374669132255,6640.740083137207,2835.646166060501,6644.188645046917,6642.130128067976,2848.440712988967,6619.77489072959,6621.201121740992,2869.536838632013,6623.6567793501845,6628.070102698903,2875.6582910668617,6599.659401840021,6607.1234388849825,2878.3643674869863,6596.829794907846,6607.29743405569,2883.596371615771,6627.801525200966,6631.649712687593,2903.7557615760916,6637.148126356328,6640.953362166457,2919.3889163774065,6634.6312452241955,6635.30437387291,2940.971487730424,6637.776065959592,6638.576943179387,2951.846287785168,6620.290133569704,6624.973315096127,2971.576580393432,6618.511523061406,6624.737654736071,2981.050801869367,-0.074574257803918,2765.933704274075,0.02011311024980768,2801.4466712763783,-0.7203163131107725,2839.2589212227895,0.2437858175636701,2872.6934346319763,-0.14698069484845389,2881.2251444005883,0.004351454062729029,2912.496702946734,-0.28920685872185425,2946.607401851888,-0.02242022794611339,2976.272217263863
1,0.07688562455587089,1778433684.1514518,0.009936166927218437,6620.743031145887,6626.7447259834325,2760.72576030142,6623.845612372774,6629.200968915243,2770.895524993663,6637.460803252131,6638.156175688479,2795.0484601431444,6641.428207048324,6642.879952318365,2809.130334972895,6643.239714827154,6640.629730721032,2835.646166060501,6644.019013051319,6644.377714949415,2848.440712988967,6619.611873032368,6621.8480499434545,2869.536838632013,6623.71561573494,6628.961111960142,2875.6582910668617,6601.308344285845,6609.220521441453,2878.3643674869863,6595.761602530796,6605.609533270164,2883.596371615771,6626.08829813247,6633.331430143351,2903.7557615760916,6639.3932298193595,6641.274704282177,2919.3889163774065,6635.349573616162,6636.832525903965,2940.971487730424,6637.521837271143,6639.22464162362,2951.846287785168,6620.60015741052,6623.455217471039,2971.576580393432,6618.277617140935,6626.194638872757,2981.050801869367,-0.14421216397711142,2765.8640663679016,-0.1945636634675384,2801.2319945026607,0.08861402119424645,2840.0678515570944,0.24451656617671183,2872.6941653805893,-0.17398286838100163,2881.198142227056,-1.5283365838268028,2910.9640149088445,-0.27922255480989194,2946.6173861557995,0.13432937643311868,2976.428966868242
2,0.15232156205456704,1778433684.226965,0.010092457989230752,6622.196208393189,6625.58430632393,2760.72576030142,6623.271733349635,6629.17651679555,2770.895524993663,6636.726814805758,6636.243304703977,2795.0484601431444,6642.287323104198,6643.015297857382,2809.130334972895,6643.12775468411,6641.29495827857,2835.646166060501,6644.005793624111,6644.345647522694,2848.440712988967,6617.877658403888,6620.391539566585,2869.536838632013,6624.408483357276,6629.892806492038,2875.6582910668617,6599.003435522815,6608.275408808877,2878.3643674869863,6595.248007152246,6607.01866002384,2883.596371615771,6628.533152489532,6633.538087232938,2903.7557615760916,6639.261869975853,6641.16508695785,2919.3889163774065,6634.145520677324,6634.5899058593395,2940.971487730424,6637.450041262952,6639.884144328638,2951.846287785168,6620.600252162483,6624.800045847724,2971.576580393432,6620.255983128038,6624.512683008832,2981.050801869367,0.005336776885032286,2766.0136153087637,-0.13507472206997387,2801.2914834440585,-0.058034849806540306,2839.9212026860937,0.24310073634969195,2872.6927495507625,-0.15975620230551518,2881.2123688931315,-0.8766657641284167,2911.6156857285428,-0.08691675469474927,2946.809691955915,-0.08865957250353164,2976.205977919305
3,0.22792660351842642,1778433684.302411,0.009774624835699797,6619.994486047009,6625.5553626555,2760.72576030142,6623.722358406945,6628.800247577712,2770.895524993663,6634.7774857107925,6635.932032276798,2795.0484601431444,6641.9714078307925,6640.553077910567,2809.130334972895,6642.413210257664,6641.175135250787,2835.646166060501,6644.499115138919,6641.469642693401,2848.440712988967,6618.916350826788,6621.998687226825,2869.536838632013,6626.344732096464,6629.10320322768,2875.6582910668617,6601.32085154507,6609.041527340526,2878.3643674869863,6595.311273955436,6608.253096249656,2883.596371615771,6629.463807806339,6636.354826237126,2903.7557615760916,6640.6267536754585,6643.138666442523,2919.3889163774065,6637.388154476265,6635.788383714888,2940.971487730424,6639.456131369012,6641.276353271998,2951.846287785168,6621.7988064309075,6625.370611608644,2971.576580393432,6618.79040254302,6625.911553626554,2981.050801869367,-0.13651481663989595,2765.8717637152386,-0.6289775498419269,2800.7975806162863,-0.788029749042577,2839.191207786858,0.12796120923232165,2872.577610023645,-0.09063291060286771,2881.281492184834,-1.2445456812052638,2911.247805811466,0.06858105092720447,2946.9651897615367,0.06696602766701296,2976.361603519476
4,0.30183616653084755,1778433684.376468,0.010069666896015406,6622.4839334291055,6627.460217929516,2760.72576030142,6621.343026561114,6630.177721062444,2770.895524993663,6637.415678393496,6639.079443408626,2795.0484601431444,6643.211073753706,6643.650817617754,2809.130334972895,6641.9662851117155,6642.861628511171,2835.646166060501,6644.18986918116,6643.198641379099,2848.440712988967,6619.254898065226,6621.17797169667,2869.536838632013,6626.87249442186,6630.0479704740665,2875.6582910668617,6599.72949536938,6608.228203991808,2878.3643674869863,6595.826961518476,6608.479017024789,2883.596371615771,6628.203149738668,6635.109061038604,2903.7557615760916,6639.915007488462,6642.46971604976,2919.3889163774065,6637.45462909191,6636.606047314852,2940.971487730424,6639.153631139774,6639.495060671822,2951.846287785168,6620.274279426597,6624.047696915976,2971.576580393432,6619.08567717089,6627.3650273558105,2981.050801869367,0.0687291321989774,2766.0770076640774,-0.45294584316612,2800.9736123229623,-0.8054850989745864,2839.1737524369255,0.18308369534698535,2872.6327325097595,-0.11779252991880458,2881.254332565518,-1.2368161117520222,2911.2555353809194,-0.17371533663018826,2946.7228933739793,0.10948290121168598,2976.4041203930205
5,0.3771267496049404,1778433684.451616,0.009785166941583157,6620.180988476937,6624.450415686035,2760.72576030142,6622.071913684017,6628.035571721125,2770.895524993663,6635.098951615369,6635.849235871259,2795.0484601431444,6641.134734236024,6643.460489959349,2809.130334972895,6643.246876241709,6641.631546290919,2835.646166060501,6644.174036433658,6642.440946602685,2848.440712988967,6618.597097839044,6620.986967020204,2869.536838632013,6625.500464590275,6627.005183849375,2875.6582910668617,6599.552196106,6609.51093773879,2878.3643674869863,6596.714828682338,6607.571215270349,2883.596371615771,6627.426978329308,6631.910820062965,2903.7557615760916,6635.622376746034,6639.613581624233,2919.3889163774065,6634.7074976312015,6635.484677690499,2940.971487730424,6637.10171012012,6638.718669193385,2951.846287785168,6620.546220619251,6624.218169453188,2971.576580393432,6619.205270960051,6625.220171470491,2981.050801869367,-0.033553075378322056,2765.9747254565004,-0.087788883350887,2801.3387692827773,-0.4797815785988116,2839.4994559573015,0.10836966398205139,2872.558018478395,-0.2004060062472451,2881.1717190891895,-0.12513458784962986,2912.367216904822,-0.21183948650513565,2946.6847692241045,0.013199899340379254,2976.307837391149
6,0.4536621666047722,1778433684.528173,0.009827082976698875,6621.215256594432,6626.128268178622,2760.72576030142,6623.709782376134,6628.637747959777,2770.895524993663,6635.388084176423,6637.738230889139,2795.0484601431444,6642.26919491396,6642.4338509032,2809.130334972895,6643.308319833724,6643.23903780909,2835.646166060501,6645.073698688755,6644.545390775437,2848.440712988967,6619.926756731974,6622.081145887458,2869.536838632013,6627.174340556897,6628.337099978604,2875.6582910668617,6600.265224501023,6610.775144420331,2878.3643674869863,6597.273704801785,6609.096260353945,2883.596371615771,6629.652191521227,6635.760959134395,2903.7557615760916,6639.514438976679,6641.151667328911,2919.3889163774065,6636.046180884555,6635.76506403399,2940.971487730424,6637.518990127457,6638.990501879758,2951.846287785168,6618.760589296084,6623.078994100926,2971.576580393432,6618.181789283857,6625.249023443469,2981.050801869367,-0.11293268646456613,2765.895345845414,-0.5784617844294659,2800.8480963816987,-0.5426272679551586,2839.436610267945,0.10465793792664338,2872.5543067523395,-0.18987740764013755,2881.1822476877965,-1.2709446688144943,2911.221406823857,-0.11259652202038883,2946.7840121885893,0.03125166017906092,2976.3258891519877
7,0.5581209160154685,1778433684.632996,0.010555499931797385,6618.391670996729,6624.563957575572,2760.72576030142,6622.052940367392,6629.047079499954,2770.895524993663,6635.01064125684,6636.8606504263835,2795.0484601431444,6640.4377036403075,6639.712178683866,2809.130334972895,6640.1077039459615,6639.609429348656,2835.646166060501,6643.956551639819,6642.703059571477,2848.440712988967,6618.094276675733,6622.449970963108,2869.536838632013,6625.810228627319,6627.446899165571,2875.6582910668617,6599.767220405294,6607.5587309349885,2878.3643674869863,6594.164006479812,6605.436520769019,2883.596371615771,6628.826891218632,6635.212837362839,2903.7557615760916,6638.50079469389,6640.888397469205,2919.3889163774065,6635.46813888804,6632.880050126846,2940.971487730424,6636.80152367271,6639.261484854969,2951.846287785168,6619.85762447657,6623.5844729039945,2971.576580393432,6615.958678974233,6622.098198184431,2981.050801869367,-0.0748956698718322,2765.933382862007,-0.6293657075678436,2800.7971924585604,-0.5971472894299621,2839.3820902464704,0.04420818435037513,2872.493856998763,-0.13475840080197957,2881.2373666946346,-1.1348550769900387,2911.3574964156815,0.24571892521476776,2947.1423276358246,0.01642013470469409,2976.3110576265135
8,0.7244863535743207,1778433684.799252,0.010337625164538622,6620.374060885779,6626.890769324816,2760.72576030142,6623.775962038084,6628.455958675918,2770.895524993663,6635.42489072959,6637.207286731667,2795.0484601431444,6642.456180273252,6642.206907723814,2809.130334972895,6641.312319283554,6641.686300699943,2835.646166060501,6642.582698597059,6643.316535745942,2848.440712988967,6618.23086010331,6622.34724608002,2869.536838632013,6626.8121481187145,6628.909785432649,2875.6582910668617,6599.060725311001,6607.566418070116,2878.3643674869863,6595.320148546627,6608.10443500321,2883.596371615771,6628.119742030137,6633.786627747043,2903.7557615760916,6638.553897056576,6641.621206100805,2919.3889163774065,6635.547732065899,6635.810589296084,2940.971487730424,6637.445769783293,6639.556466057402,2951.846287785168,6620.9758688143775,6625.500353027479,2971.576580393432,6619.295266986582,6625.472142922639,2981.050801869367,-0.20046376971727928,2765.8078147621613,-0.5583637294308607,2800.8681944366976,-0.3918981260249925,2839.5873394098753,0.06868241271176702,2872.5183312271247,-0.1146143373647556,2881.257510758072,-0.732269321529112,2911.760082171142,-0.10229899262211774,2946.7943097179873,-0.017556622910985236,2976.277080868898
9,0.8047450620215386,1778433684.8818078,0.014928041957318783,6620.666697741234,6626.605000458478,2760.72576030142,6623.6302686676645,6627.179564140967,2770.895524993663,6634.918305468105,6636.4190344469225,2795.0484601431444,6641.637124430723,6641.253212397225,2809.130334972895,6639.569343154935,6640.935606871045,2835.646166060501,6643.845438151418,6642.652105938808,2848.440712988967,6617.776276859125,6620.59217990647,2869.536838632013,6623.583788244643,6626.9704511416085,2875.6582910668617,6599.4425787816745,6609.215459852676,2878.3643674869863,6596.22783262524,6607.001551181344,2883.596371615771,6629.171433811169,6633.682947703029,2903.7557615760916,6637.412018216829,6640.190775437845,2919.3889163774065,6632.1389262462935,6632.030105144116,2940.971487730424,6634.426137787695,6636.956543998533,2951.846287785168,6619.28954213406,6625.430919705352,2971.576580393432,6620.107980560565,6626.548711678943,2981.050801869367,-0.22654949312218883,2765.7817290387566,-0.5391867996586257,2800.88737136647,-0.9294932192646276,2839.0497443166355,0.15926267454016121,2872.608911488953,-0.1977733051234685,2881.1743517903133,-0.482099980636715,2912.0102515120348,-0.016176437508053178,2946.8804322731016,-0.07791055419857623,2976.21672693761
10,0.8850273119751364,1778433684.9598222,0.010394792072474957,6621.792285356237,6625.229848396858,2760.72576030142,6622.106560809366,6626.544695418283,2770.895524993663,6635.683253354526,6636.009482837668,2795.0484601431444,6642.014362563804,6643.669810801724,2809.130334972895,6641.052225142892,6641.5299079989,2835.646166060501,6644.0602057034575,6643.010335605342,2848.440712988967,6618.213705413087,6621.16195708653,2869.536838632013,6623.866133814225,6627.250811504722,2875.6582910668617,6600.704424305407,6607.092312864872,2878.3643674869863,6593.934072500534,6606.115485833054,2883.596371615771,6627.752634715897,6634.694513555643,2903.7557615760916,6638.647712198552,6640.581453067212,2919.3889163774065,6634.547751933246,6634.8168551517565,2940.971487730424,6636.463083412292,6637.360789497815,2951.846287785168,6621.286701103401,6623.138467769049,2971.576580393432,6617.96459027417,6622.553783965523,2981.050801869367,-0.06626356204638857,2765.942014969832,-0.11984877772904293,2801.306709388399,-0.7394043406596826,2839.2398331952404,0.1545645356227353,2872.6042133500355,-0.07604504077878164,2881.296080054658,-1.4259524628693758,2911.066399029802,-0.23474301169259923,2946.661865698917,0.03086345225518304,2976.325500944064
11,0.9671005830168724,1778433685.041733,0.010071584023535252,6620.581471406302,6626.369697710669,2760.72576030142,6623.58886817251,6626.335660360057,2770.895524993663,6635.19079072042,6635.928237613474,2795.0484601431444,6640.457714643763,6641.170463367668,2809.130334972895,6639.028900877219,6638.48459210808,2835.646166060501,6642.281135189657,6642.330025674724,2848.440712988967,6620.379515236727,6621.533314484825,2869.536838632013,6624.012802212916,6628.369745086653,2875.6582910668617,6599.877100589906,6609.571299324511,2878.3643674869863,6595.357557233244,6606.2239615490425,2883.596371615771,6628.785444875753,6632.4453051930195,2903.7557615760916,6638.221571354343,6639.464614726288,2919.3889163774065,6634.01139927255,6633.396625607483,2940.971487730424,6635.480010392152,6637.922175016048,2951.846287785168,6620.557467066052,6624.369914723233,2971.576580393432,6617.948843109087,6625.291463153711,2981.050801869367,-0.2573945780957621,2765.7508839537827,-0.2964561942145873,2801.130101971914,-0.34884610419463025,2839.6303914317054,0.25134473715651773,2872.7009935515694,-0.1933742773626762,2881.178750818074,-0.6790532279498718,2911.8132982647217,0.029214615573117445,2946.9258233261826,0.06611560611752934,2976.360753097926
