block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2739.6617973037655,11.708396492147184,2735.99998626709,-0.004765349800944008
1,1,1,0,2739.6617973037655,11.708396492147184,2742.8967614335743,0.003899304506946815
2,0,2,1,2804.4461941444592,9.504422969408381,2800.999961471558,-0.022663983961005357
2,1,3,1,2804.4461941444592,9.504422969408381,2807.8842389729853,0.019686589885378292
3,0,4,2,2830.4045059361315,11.017478924775613,2826.999951553345,-0.013260014355127366
3,1,5,2,2830.4045059361315,11.017478924775613,2833.665593546517,0.011537499432727652
4,0,6,3,2868.5371518386332,9.067675120830408,2865.004928175454,-0.014596729810474315
4,1,7,3,2868.5371518386332,9.067675120830408,2871.9999343872073,0.011762542033797634
5,0,8,4,2891.8687617906885,9.666629203414818,2888.391599379484,-0.014619696352883906
5,1,9,4,2891.8687617906885,9.666629203414818,2894.999925613404,0.011439620616040981
6,0,10,5,2927.740353049905,10.228439816673914,2924.3454082770563,-0.014186522517879092
6,1,11,5,2927.740353049905,10.228439816673914,2930.9999118804935,0.009660137372945564
7,0,12,6,2950.8075990982247,7.984932946975614,2947.3457276297263,-0.022908300799953214
7,1,13,6,2950.8075990982247,7.984932946975614,2953.99990310669,0.01896091893272292
8,0,14,7,3004.1277342185285,10.120312877932212,3000.9998851776127,-0.005090326184765771
8,1,15,7,3004.1277342185285,10.120312877932212,3006.3302394809157,0.0034142512842003634
