block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2766.7571443956044,8.408676891157839,2763.8833307991968,-0.00944368903063879
1,1,1,0,2766.7571443956044,8.408676891157839,2769.99997329712,0.008093734633972508
2,0,2,1,2809.9449624185654,7.689874265216235,2806.7874952755337,-0.014531070489024077
2,1,3,1,2809.9449624185654,7.689874265216235,2812.999956893921,0.013569488050869832
3,0,4,2,2842.6555522632207,10.031461727457234,2839.333767604304,-0.006575293897975645
3,1,5,2,2842.6555522632207,10.031461727457234,2845.9999443054203,0.0020339933945938363
4,0,6,3,2868.2223068047483,7.643620211015474,2864.999937057496,-0.006799110605625782
4,1,7,3,2868.2223068047483,7.643620211015474,2871.8329761295927,0.007706989393109389
5,0,8,4,2884.7698494536994,10.297808196957003,2880.99993095398,-0.005792131776639032
5,1,9,4,2884.7698494536994,10.297808196957003,2887.545355504989,0.003131196075898241
6,0,10,5,2907.2929078440743,11.362156448718554,2903.9999221801763,-0.008616184963887465
6,1,11,5,2907.2929078440743,11.362156448718554,2910.499189168912,0.0075280354861559234
7,0,12,6,2936.8582906305755,7.11568973634038,2933.4871667011325,-0.016270151224777797
7,1,13,6,2936.8582906305755,7.11568973634038,2939.999908447266,0.015167823403826816
8,0,14,7,2973.1531493330867,9.130081418154191,2969.9998970031743,-0.009468195176520765
8,1,15,7,2973.1531493330867,9.130081418154191,2976.653018545713,0.0075760808845906965
