block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2730.3470151491524,10.866695443172608,2726.9999897003177,-0.003340746731992537
1,1,1,0,2730.3470151491524,10.866695443172608,2733.471496655621,0.002776225876027652
2,0,2,1,2805.446162728898,9.51596959292815,2801.999961090088,-0.015307547290483201
2,1,3,1,2805.446162728898,9.51596959292815,2808.8017253481844,0.013095002056874668
3,0,4,2,2832.6974282916317,12.464931839227797,2829.1589985570536,-0.010960034426327562
3,1,5,2,2832.6974282916317,12.464931839227797,2835.9999481201176,0.007615721544326222
4,0,6,3,2859.675916116465,13.085835687894138,2856.144119669822,-0.009944512081080043
4,1,7,3,2859.675916116465,13.085835687894138,2862.999937820435,0.007056286085179799
5,0,8,4,2902.329794933054,9.18500259969951,2898.999924087525,-0.008290742880261447
5,1,9,4,2902.329794933054,9.18500259969951,2905.2913741358375,0.007042872943783822
6,0,10,5,2927.4332403546605,9.468690541538487,2923.999914550782,-0.009935340951249481
6,1,11,5,2927.4332403546605,9.468690541538487,2930.685777242925,0.008202085069156487
7,0,12,6,2951.801985723055,8.188526824359647,2948.3280825198167,-0.016158346548279294
7,1,13,6,2951.801985723055,8.188526824359647,2954.99990272522,0.012638274197978187
8,0,14,7,3012.570317495543,9.729886879839315,3009.014911083857,-0.0035614238896697283
8,1,15,7,3012.570317495543,9.729886879839315,3015.9998794555668,0.0029242072616415247
