save_id,timestamp_epoch_s,n_channels,n_solve_channels,selected_blocks,solver,rank,condition_number,residual_norm_uT,solve_residual_norm_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,status
000000,0.0063421000086236,8,8,all,weighted_lstsq,3,2.879420700938767,140.25071298792037,140.25071298792037,23.24527658478379,12.48326746684578,23.200171649267173,ok
000001,0.1058155499922577,8,8,all,weighted_lstsq,3,2.879420700938767,19.739641581306493,19.739641581306493,-0.4911610907085747,7.676184439183014,7.819785048249095,ok
000002,0.20055665000109,8,8,all,weighted_lstsq,3,2.879420700938767,184.1922952828868,184.1922952828868,-6.734311818767804,28.7792018877228,14.362018057606493,ok
000003,0.3075878999952692,8,8,all,weighted_lstsq,3,2.879420700938767,19.739641581306493,19.739641581306493,-0.4911610907085747,7.676184439183014,7.819785048249095,ok
000004,0.4155372499953955,8,8,all,weighted_lstsq,3,2.879420700938767,14.565964101908557,14.565964101908557,-0.1256993316738923,0.6151029303586102,6.494784580114403,ok
000005,0.5200860499899136,8,8,all,weighted_lstsq,3,2.879420700938767,14.142694198942875,14.142694198942875,-2.868562087492203,4.000885735480015,11.922502950753547,ok
000006,0.6313072000048123,8,8,all,weighted_lstsq,3,2.879420700938767,31.509861732194054,31.509861732194054,-3.820992600655316,7.244302085129418,12.140965081043614,ok
000007,0.7435509499919135,8,8,all,weighted_lstsq,3,2.879420700938767,11.844317105858327,11.844317105858327,-4.115107255181664,0.9781215337940384,6.995101009511057,ok
000008,0.8544334499893012,8,8,all,weighted_lstsq,3,2.879420700938767,14.087809164860012,14.087809164860012,-3.747920624950797,2.5914316086764164,9.062324757151515,ok
000009,0.966553299993393,8,8,all,weighted_lstsq,3,2.879420700938767,18.684699424928787,18.684699424928787,-6.094260495995362,3.823020419923319,13.04391364557145,ok
000010,1.0824593500001356,8,8,all,weighted_lstsq,3,2.879420700938767,19.68205867598238,19.68205867598238,-3.34747446923901,13.122921612807916,10.192329308547734,ok
