batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT,B_status,B_rank,B_condition_number
0,0.006424374412745237,1778516249.234731,0.012020166963338852,6738.221475074121,6742.05881498915,2763.023746575854,6740.650397346944,6748.930970137849,2772.8847172577803,6752.817250970444,6753.815812880153,2798.771433818544,6757.5100681602835,6757.030221291684,2810.3174267559225,6756.803456918421,6755.070509215392,2834.976420536601,6760.263598435064,6760.7702677507095,2847.168405411039,6736.459598985237,6740.182648164562,2869.1346751194783,6746.3777455145655,6750.378873368585,2875.5616379295775,6742.168866338601,6747.804335666473,2874.991358913494,6746.255243451416,6751.867191368403,2886.5838794260317,6755.542966959074,6755.02439251765,2906.489025610305,6757.346657700889,6758.388796344409,2917.9233134642295,6757.494310297399,6757.735250787053,2936.577714585426,6760.890443805972,6760.4802381025165,2949.797683060056,6743.0585383745465,6747.951308188404,2969.4552021316945,6745.6103203227685,6750.105246507932,2979.576898157969,0.16868099832666872,6.011903355410638,-0.37162088362787343,-13.211421263799373,0.07449158570016352,2.647430956702934,0.226405100028332,9.243333150652477,-0.8893499052680048,-36.09482591238546,-0.17536642767134533,-6.229809304866326,-0.6966374961610468,-24.763328389086123,-0.11789306904361668,-4.2017656384542015,-5.090256653799279,-16.15966731023888,2.421109405551479,17.114535668045477,37.717446250412515,ok,3,8.071474831165778
1,0.18139508308377117,1778516249.409659,0.01193333393894136,6737.847019897912,6742.775764892869,2763.023746575854,6742.832871290155,6747.3997493657735,2772.8847172577803,6752.971678332365,6754.736320567288,2798.771433818544,6757.986461166978,6759.048509948955,2810.3174267559225,6757.197452394781,6758.7519164348805,2834.976420536601,6760.013172051227,6760.887104563377,2847.168405411039,6738.229590121346,6742.26203502766,2869.1346751194783,6745.777504049882,6748.799804383042,2875.5616379295775,6742.291038298134,6746.217519943761,2874.991358913494,6745.869531130605,6751.074282483113,2886.5838794260317,6753.434460677936,6754.508628541737,2906.489025610305,6757.14441269065,6758.287770883639,2917.9233134642295,6756.2518140416305,6757.313589265521,2936.577714585426,6760.351589387779,6761.888269095578,2949.797683060056,6743.240874774582,6746.515128220803,2969.4552021316945,6745.600710639728,6750.980996118225,2979.576898157969,-0.04655214863106292,-1.659149645383706,-0.28428419966790197,-10.106531914432493,-0.33224382174833855,-11.807945429035378,0.1734148398908597,7.079925046642884,-0.993894032061889,-40.3378151278062,-0.40048822790550087,-14.227154660246237,-0.5194394167747463,-18.464479627801666,0.00273475984359075,0.09746815511243297,-2.6657669182070096,-8.528118916833472,-4.65375294214357,10.074350697110447,40.99984726584233,ok,3,8.071474831165778
2,0.36912572907749563,1778516249.5971148,0.011383957928046584,6738.149191551791,6743.381728153559,2763.023746575854,6738.8044670966165,6745.24022679341,2772.8847172577803,6751.109678454627,6752.231844301127,2798.771433818544,6756.8345355625515,6756.621436867683,2810.3174267559225,6755.869813858239,6756.349899135006,2834.976420536601,6761.367391570131,6760.610985114772,2847.168405411039,6736.518928997158,6737.608060029952,2869.1346751194783,6744.53840052572,6749.075211663662,2875.5616379295775,6741.736470336522,6745.6219946816655,2874.991358913494,6744.308831799982,6749.299544579272,2886.5838794260317,6754.354995873706,6753.89556499679,2906.489025610305,6757.003860378396,6756.0953510407435,2917.9233134642295,6757.8974034905405,6756.568039551303,2936.577714585426,6760.59033529969,6760.605153284227,2949.797683060056,6741.948985237033,6745.583057737567,2969.4552021316945,6742.83479689458,6746.612128251368,2979.576898157969,0.023678903611500837,0.843931927642145,-0.35553513067851894,-12.639559810576712,-0.4096092505328176,-14.557512768990346,0.357118122868691,14.579891457382711,-0.9800804022219184,-39.77718026256537,-0.4785776408499362,-17.001244078800795,-0.3823104206225952,-13.589963997944704,-0.09176341533312743,-3.270492222670768,-5.033941336950351,-18.417141272442652,-3.3322644257768226,19.381322045625932,40.14119496617265,ok,3,8.071474831165778
3,0.5477984165772796,1778516249.775894,0.01159933302551508,6739.640070911148,6743.473849986245,2763.023746575854,6741.664697252194,6746.716630497906,2772.8847172577803,6753.072631965033,6754.040422410368,2798.771433818544,6757.172124583551,6758.1339013356965,2810.3174267559225,6758.866095607789,6756.818843414738,2834.976420536601,6762.752668337562,6761.830673655898,2847.168405411039,6739.526892746891,6741.326943179387,2869.1346751194783,6745.607545007183,6749.2104869028335,2875.5616379295775,6743.461941803954,6746.885180487208,2874.991358913494,6745.320521441453,6750.447479903414,2886.5838794260317,6754.803618913715,6755.931735794848,2906.489025610305,6759.164817984533,6758.083241128465,2917.9233134642295,6757.191391325611,6757.872855090625,2936.577714585426,6760.668094568573,6762.763243879328,2949.797683060056,6744.2368844943,6747.791426475533,2969.4552021316945,6745.438418864811,6747.526608490999,2979.576898157969,0.024318209935557035,0.8667172316945045,-0.20578549535153098,-7.31583984873983,-0.08063656619872661,-2.8658235636976865,0.2893577793226739,11.813472195095237,-1.0281407738875834,-41.72774070933797,-0.7442307354905257,-26.43844447590336,-0.37164010114628665,-13.210666835985444,-0.16933310406972973,-6.035113208137351,-6.100598242529701,-16.37357610103091,-2.4525026826511067,17.64443432534514,35.88557113424364,ok,3,8.071474831165778
4,0.7309869159944355,1778516249.9603882,0.01420924998819828,6740.6919277439865,6744.637807561817,2763.023746575854,6744.7700125317115,6747.8319100162,2772.8847172577803,6753.653161964727,6755.047557844548,2798.771433818544,6759.097747348473,6759.745705596479,2810.3174267559225,6759.3459241373,6757.738007763548,2834.976420536601,6763.170538252285,6763.680132652749,2847.168405411039,6738.921062444601,6741.583312956567,2869.1346751194783,6745.94144022985,6752.244481462236,2875.5616379295775,6744.151919491395,6747.521811290766,2874.991358913494,6746.605973958493,6749.928231500443,2886.5838794260317,6755.768467463398,6755.5239080600295,2906.489025610305,6757.625260567901,6758.811189901275,2917.9233134642295,6759.808937249747,6758.676435797903,2936.577714585426,6759.40732799462,6761.0909924504085,2949.797683060056,6743.0851911850095,6746.852160956079,2969.4552021316945,6746.00754042241,6751.519060427303,2979.576898157969,-0.06987631293599282,-2.490438427392223,-0.2891949212819524,-10.281112016925956,0.057361591492734815,2.0386309623595573,0.3649049416921425,14.897800199544116,-0.887589272652708,-36.023369529056055,-0.19504492871059165,-6.928878736273521,-0.15062481079150938,-5.354250487131151,-0.014711809594753909,-0.5243359642444121,-1.136652111048332,-18.240438339470607,-3.1900709516138814,18.55214600831695,26.16322107557777,ok,3,8.071474831165778
5,0.9514657501131296,1778516250.179351,0.011178500019013882,6739.1138200324,6742.02533392426,2763.023746575854,6739.176165296328,6746.14661490968,2772.8847172577803,6751.373212702876,6752.356505792095,2798.771433818544,6758.321225968151,6758.14300516551,2810.3174267559225,6756.532707766605,6756.645613901031,2834.976420536601,6761.093387229879,6762.908976984441,2847.168405411039,6738.9119845951645,6739.357214903568,2869.1346751194783,6745.699578200934,6749.907294372955,2875.5616379295775,6741.553672402726,6746.103518048721,2874.991358913494,6745.388050554759,6749.955928110768,2886.5838794260317,6754.166063514381,6755.394848244032,2906.489025610305,6757.871756273496,6757.098172204052,2917.9233134642295,6758.697602164012,6756.4518094568575,2936.577714585426,6760.484268117492,6758.66660451753,2949.797683060056,6741.564111929578,6744.897858911269,2969.4552021316945,6745.637378121466,6747.489673564201,2979.576898157969,0.15163620744177678,5.404415632847441,-0.33594626552939927,-11.943159901512594,-0.0005389991552734481,-0.019156029985068844,0.370113449086572,15.110445449400785,-0.8927492830833476,-36.23279180154609,-0.7129914785180257,-25.328684664127312,-0.5265420336834247,-18.716955895445494,-0.17012994026111777,-6.063512832946612,-5.570027634763716,-23.205373538316756,2.4581478327716235,23.990770301776532,33.460065859260524,ok,3,8.071474831165778
6,1.1184475829359144,1778516250.346457,0.011426833923906088,6737.922848977595,6742.659623437356,2763.023746575854,6742.543882385306,6748.878605923525,2772.8847172577803,6752.938943057126,6755.610994284316,2798.771433818544,6760.438217134822,6758.783124980897,2810.3174267559225,6759.081631873337,6757.876862181741,2834.976420536601,6762.123555032551,6762.630581960449,2847.168405411039,6738.292031665495,6741.094203319374,2869.1346751194783,6748.1320613136895,6750.6381101567995,2875.5616379295775,6743.632438793289,6746.3192056117605,2874.991358913494,6745.737009811413,6750.823247852799,2886.5838794260317,6754.73185499893,6755.2627869303415,2906.489025610305,6758.139432099521,6759.191200293426,2917.9233134642295,6759.831277317602,6758.268548461046,2936.577714585426,6760.969865818993,6761.775677782192,2949.797683060056,6743.675281963505,6745.709134394963,2969.4552021316945,6745.520820979918,6749.382568695173,2979.576898157969,0.04120136272198516,1.4684440645537242,-0.6924583204207305,-24.61745015347966,0.0008713683478043173,0.03096843109171691,0.2028274615097651,8.28074013615988,-1.0839865270193954,-43.99427576522395,-0.3323240036990155,-11.805652871908533,-0.22107665888086359,-7.8585978119145,-0.010595926319339527,-0.3776439062734193,2.544249689503307,-17.559935223194017,6.00897670737093,18.733187998710576,43.99440661080961,ok,3,8.071474831165778
7,1.2874443534528837,1778516250.517777,0.016072375001385808,6740.101907265336,6742.947920041569,2763.023746575854,6743.079535104075,6747.172110829231,2772.8847172577803,6754.425873399149,6753.47691719901,2798.771433818544,6759.042450408046,6757.617463398233,2810.3174267559225,6757.922767979949,6757.218183207506,2834.976420536601,6761.2957820093525,6761.292913470063,2847.168405411039,6737.1183986918095,6739.472031359843,2869.1346751194783,6745.463390592046,6751.428398080509,2875.5616379295775,6743.481252865483,6745.157572515818,2874.991358913494,6745.765213803221,6749.011111960142,2886.5838794260317,6756.112708989211,6755.811348840053,2906.489025610305,6758.191117767521,6756.9989348045365,2917.9233134642295,6757.509265825106,6757.718091512058,2936.577714585426,6757.883589571172,6760.800938350093,2949.797683060056,6742.659922975823,6745.610809365162,2969.4552021316945,6744.069042088211,6749.326114863831,2979.576898157969,0.025590203582503194,0.9120519341802416,-0.2585912019649223,-9.19312518424508,-0.1397258700995097,-4.965857425060597,0.3637132496908799,14.849147557977034,-1.0174668469284152,-41.294532662526976,-0.5452328616977874,-19.36913923735465,-0.16763345492700468,-5.958855669168329,0.012432970557355268,0.44311704577374983,-1.9564056120102393,-19.808331498869762,-1.6014648350503942,19.969031256065584,33.38975458845299,ok,3,8.071474831165778
8,1.4520273125963286,1778516250.680128,0.011608375003561378,6735.990112174099,6740.515253537917,2763.023746575854,6740.526010942323,6745.632762783875,2772.8847172577803,6751.576550417214,6754.6896491120815,2798.771433818544,6757.231682305835,6754.803580707278,2810.3174267559225,6756.010451752913,6755.210072745055,2834.976420536601,6759.601644405049,6758.993941987346,2847.168405411039,6736.251224134241,6740.514796588929,2869.1346751194783,6746.783251826268,6749.024560625973,2875.5616379295775,6740.568737964973,6745.844348503835,2874.991358913494,6745.718661552097,6748.927835681757,2886.5838794260317,6753.688366904056,6753.488473882079,2906.489025610305,6757.688745911912,6755.493289421403,2917.9233134642295,6755.384388849833,6757.150600605189,2936.577714585426,6759.940046459027,6759.0449384112235,2949.797683060056,6740.715583641531,6743.494301127855,2969.4552021316945,6743.201486994529,6750.077326772014,2979.576898157969,-0.004273465040582336,-0.15230914608978288,-0.8294041809436086,-29.485985624465098,-0.21056290288612228,-7.483405571170839,0.13166628953889392,5.375476872057952,-0.725384343504532,-29.440180342152267,-0.7119805425167327,-25.292771641371996,-1.0133171786402335,-36.020320748238035,0.098679774011403,3.51699456986856,6.517846691085026,-13.185271232007754,6.945123858431081,16.265560191983795,59.888054722443144,ok,3,8.071474831165778
9,1.6301070620538667,1778516250.858495,0.012182708131149411,6741.063124675244,6744.885640492711,2763.023746575854,6741.17592841642,6747.266132285967,2772.8847172577803,6750.869207140019,6753.277013479232,2798.771433818544,6757.439247180366,6759.076438854418,2810.3174267559225,6758.697589937952,6758.807298957729,2834.976420536601,6763.437500382063,6763.167081333862,2847.168405411039,6738.6003683100525,6740.899683650701,2869.1346751194783,6745.910425772536,6750.581527951828,2875.5616379295775,6744.068869395116,6746.439818748663,2874.991358913494,6746.841343949629,6751.833889109637,2886.5838794260317,6754.688972094019,6755.768598893541,2906.489025610305,6759.121221383379,6759.503401901153,2917.9233134642295,6758.835460158327,6759.784457621419,2936.577714585426,6759.211822599873,6761.124274841825,2949.797683060056,6743.602185408197,6747.565013601491,2969.4552021316945,6745.161770639117,6749.994438671027,2979.576898157969,0.07136331961170196,2.54343633771939,-0.29204931462910383,-10.382587995868963,-0.29035404697089895,-10.319182832928313,0.3127208577280202,12.767305466070168,-1.101778178070608,-44.71636112620896,-0.5161155366660284,-18.334760053012577,-0.44242611547910893,-15.726892746789712,-0.0567919576756338,-2.0240926649703153,-5.05920439235825,-17.391641477414886,-2.4183987787908596,18.273297321935416,40.80532575434828,ok,3,8.071474831165778
