block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2733.930107656364,11.583613579296491,2730.6416438415304,-0.0041013390696240165
1,1,1,0,2733.930107656364,11.583613579296491,2736.9999858856204,0.0037325962852680587
2,0,2,1,2802.5727984195532,9.795594855486558,2799.0863082796845,-0.02111629441595934
2,1,3,1,2802.5727984195532,9.795594855486558,2805.9999595642093,0.01751102819841105
3,0,4,2,2829.3938888149023,11.240762992495972,2825.999951934815,-0.0125436848187686
3,1,5,2,2829.3938888149023,11.240762992495972,2832.5834283587174,0.010769884451947556
4,0,6,3,2867.7276503674475,11.184027261205317,2864.3470215308494,-0.015440887928628765
4,1,7,3,2867.7276503674475,11.184027261205317,2870.999934768677,0.01086954909443448
5,0,8,4,2894.0670329747227,11.113469686800995,2890.9999271392826,-0.011657546941075077
5,1,9,4,2894.0670329747227,11.113469686800995,2896.827375341947,0.010697723999924852
6,0,10,5,2930.169129535526,10.242909790853579,2926.9999134063723,-0.01255641351567844
6,1,11,5,2930.169129535526,10.242909790853579,2933.08479414386,0.009348164659651664
7,0,12,6,2953.9592759341317,8.360308588455545,2950.5850493114813,-0.017348661313019067
7,1,13,6,2953.9592759341317,8.360308588455545,2956.9999019622805,0.016993804729675887
8,0,14,7,3009.805716642643,10.258717079361976,3006.3747486019647,-0.004960103206946293
8,1,15,7,3009.805716642643,10.258717079361976,3012.999880599976,0.004241696445696071
