block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2757.534278897804,8.718029721773412,2753.999971389771,-0.008653483086552446
1,1,1,0,2757.534278897804,8.718029721773412,2760.8635341430245,0.007672382322698706
2,0,2,1,2797.85046497889,7.6465249152432735,2794.61998739598,-0.01928330890675857
2,1,3,1,2797.85046497889,7.6465249152432735,2800.9999534606936,0.01745624546416445
3,0,4,2,2826.0576078746976,8.713881947179555,2822.99994506836,-0.0071008722130695605
3,1,5,2,2826.0576078746976,8.713881947179555,2828.7440316308603,0.006226110449975263
4,0,6,3,2864.514681075435,8.27174738021795,2860.99993057251,-0.006238357705015706
4,1,7,3,2864.514681075435,8.27174738021795,2867.9402628838575,0.005244738775031796
5,0,8,4,2888.7642725397104,8.037958642906888,2885.29421064284,-0.007867059517687002
5,1,9,4,2888.7642725397104,8.037958642906888,2891.9999187469484,0.005035585926861311
6,0,10,5,2924.521574076447,8.64446032362388,2921.1994142829058,-0.005818225344322873
6,1,11,5,2924.521574076447,8.64446032362388,2927.999905014038,0.005720399967254986
7,0,12,6,2947.1540054230227,7.211074825119552,2943.999898910523,-0.01877274717414438
7,1,13,6,2947.1540054230227,7.211074825119552,2950.162809336516,0.017348682951256973
8,0,14,7,2982.496841680912,8.191217298523666,2978.9998855590825,-0.010582200841790883
8,1,15,7,2982.496841680912,8.191217298523666,2985.7750850130146,0.008510336137179003
