block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2736.781301908658,9.55236502374712,2733.0000251770025,-0.001754450386073405
1,1,1,0,2736.781301908658,9.55236502374712,2740.33150939984,0.0014146460918537755
2,0,2,1,2776.2517104339536,8.065807068767004,2772.5118313519883,-0.002238432078758014
2,1,3,1,2776.2517104339536,8.065807068767004,2780.0000610351567,0.0020205275018822097
3,0,4,2,2837.730685368862,10.559904106500088,2832.450733315612,-0.000903646243277867
3,1,5,2,2837.730685368862,10.559904106500088,2843.010637422112,0.00030703414416828617
4,0,6,3,2872.3748979572624,9.841167048481857,2867.4543144330214,-0.0008154852049058589
4,1,7,3,2872.3748979572624,9.841167048481857,2877.2954814815034,0.0006042477825043556
5,0,8,4,2893.2216914409587,9.851325694658739,2888.296028593629,-0.0009654393757069233
5,1,9,4,2893.2216914409587,9.851325694658739,2898.147354288288,0.0005784948165583317
6,0,10,5,2925.3373223542953,9.825069085588577,2920.424787811501,-0.0004583066945210497
6,1,11,5,2925.3373223542953,9.825069085588577,2930.2498568970896,0.00038452269490104436
7,0,12,6,2978.6668678204005,8.487198190048497,2975.00020980835,-0.002162610562150955
7,1,13,6,2978.6668678204005,8.487198190048497,2982.2524464046414,0.0018460863643670563
8,0,14,7,3009.583030729805,9.83069283182064,3006.0002334594733,-0.001520676869000527
8,1,15,7,3009.583030729805,9.83069283182064,3013.084936954,0.0014184723000083862
