batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,f_new_mhz_b01,delta_f_mhz_b02,f_new_mhz_b02,delta_f_mhz_b03,f_new_mhz_b03,delta_f_mhz_b04,f_new_mhz_b04,delta_f_mhz_b05,f_new_mhz_b05,delta_f_mhz_b06,f_new_mhz_b06,delta_f_mhz_b07,f_new_mhz_b07,delta_f_mhz_b08,f_new_mhz_b08
0,0.006570604047738016,1778252534.86352,0.012296207947656512,6609.990303206284,6617.10590824342,2628.999989318848,6623.961070697192,6631.318297826818,2631.9999881744384,6590.745297551732,6602.088443316931,2763.9999378204348,6591.921365039583,6607.18177094477,2770.9999351501465,6600.611752300027,6604.62474554513,2802.9999229431155,6608.1207904147695,6611.528913103279,2808.999920654297,6608.595702539964,6610.519729804076,2837.999909591675,6615.225080233517,6606.8371519393595,2841.999908065796,6552.272142922639,6567.0954412079345,2878.999893951416,6572.79959348351,6587.19880490265,2882.9998924255374,6545.8524513249995,6566.029047589938,2878.999893951416,6571.370443500321,6590.096824280954,2882.9998924255374,6590.3012302472725,6601.647823761346,2938.9998710632326,6601.780231989485,6607.398263899502,2943.999869155884,6586.470727756214,6596.26510529694,2970.999858856201,6597.392947091726,6606.597848213469,2978.9998558044435,0.3268589004095741,2753.631648381855,0.19720941979675502,2771.0450035181257,-0.22839177776257624,2770.619402320566,-1.431369170539879,2860.6297394176754,0.4687338335163252,2884.011933895632,0.441635773176216,2883.984835835292,-0.7538389182910333,2976.978379754812,0.05429337462930957,2977.7865120477322
1,0.09528114553540945,1778252534.9522,0.012236041016876698,6602.7162805269445,6598.238872757282,2628.999989318848,6603.354496133508,6581.080175443958,2631.9999881744384,6586.374572852035,6594.401919491395,2763.9999378204348,6603.864468013572,6614.576584038878,2770.9999351501465,6618.8271021181645,6625.464264755326,2802.9999229431155,6631.957962221475,6587.60066173549,2808.999920654297,6599.038402053979,6592.454078919216,2837.999909591675,6602.541479964544,6602.340248189015,2841.999908065796,6606.809875599841,6609.350397346946,2878.999893951416,6614.499376470948,6609.748855335148,2882.9998924255374,6610.726263104807,6610.98347495186,2878.999893951416,6615.260677935019,6547.622042057646,2882.9998924255374,6567.734887061772,6567.767032429624,2938.9998710632326,6585.0008497111585,6545.410503713665,2943.999869155884,6569.734462206192,6575.597363755846,2970.999858856201,6589.591920102699,6590.809018247395,2978.9998558044435,-1.1951602952069937,2752.109629186238,0.15671933691385295,2771.0045134352426,-3.721247055319152,2767.12654704301,0.9852340187032318,2863.046342606918,0.29399478065657947,2883.8371948427725,-1.2752047261984032,2882.2679953359175,-3.6489961654341654,2974.083222507669,-0.08482371274364615,2977.647394960359
2,0.161812687641941,1778252535.0206752,0.016120624961331487,6611.479678760277,6615.962258153255,2628.999989318848,6621.261813430327,6623.105061588777,2631.9999881744384,6592.498763639698,6601.498561909711,2763.9999378204348,6593.007210318795,6606.46994070361,2770.9999351501465,6603.905914356452,6610.884812177156,2802.9999229431155,6607.1723568786865,6603.671284041935,2808.999920654297,6593.932532016994,6599.886751535899,2837.999909591675,6605.480910535807,6606.176270746095,2841.999908065796,6551.754091145276,6569.462137420914,2878.999893951416,6568.6423862212305,6588.701896567535,2882.9998924255374,6558.57643732616,6573.900226182106,2878.999893951416,6578.128332365438,6586.367313629,2882.9998924255374,6586.469719106275,6592.942296054038,2938.9998710632326,6592.499463581624,6596.69923587126,2943.999869155884,6578.217047712198,6591.929127059327,2970.999858856201,6594.119823027783,6603.525751138552,2978.9998558044435,0.08614567672804102,2753.3909351581733,0.2149462850671572,2771.062740383396,-0.9110124604021141,2769.9367816379267,-0.7015627998779499,2861.359545788337,0.5399097560712581,2884.083109818187,0.29789106887130745,2883.841091130987,-0.46159002977569147,2977.270628643327,-0.07325009663711719,2977.658968576466
3,0.23733460414223373,1778252535.094329,0.012388207949697971,6613.796186997586,6615.962258153255,2628.999989318848,6621.261813430327,6623.105061588777,2631.9999881744384,6592.498763639698,6601.498561909711,2763.9999378204348,6593.007210318795,6606.46994070361,2770.9999351501465,6603.905914356452,6610.884812177156,2802.9999229431155,6607.1723568786865,6603.671284041935,2808.999920654297,6593.932532016994,6599.886751535899,2837.999909591675,6605.480910535807,6606.176270746095,2841.999908065796,6551.754091145276,6569.462137420914,2878.999893951416,6568.6423862212305,6588.701896567535,2882.9998924255374,6558.57643732616,6573.900226182106,2878.999893951416,6578.128332365438,6586.367313629,2882.9998924255374,6586.469719106275,6592.942296054038,2938.9998710632326,6592.499463581624,6596.69923587126,2943.999869155884,6578.217047712198,6591.929127059327,2970.999858856201,6594.119823027783,6603.525751138552,2978.9998558044435,0.28063054041094215,2753.5854200218564,0.2149462850671572,2771.062740383396,-0.9110124604021141,2769.9367816379267,-0.7015627998779499,2861.359545788337,0.5399097560712581,2884.083109818187,0.29789106887130745,2883.841091130987,-0.46159002977569147,2977.270628643327,-0.07325009663711719,2977.658968576466
4,0.30436879105400294,1778252535.1627672,0.01519625005312264,6610.073093498793,6608.398884372039,2628.999989318848,6618.14474585078,6626.671433811168,2631.9999881744384,6590.925575388942,6594.679958431397,2763.9999378204348,6589.258605617875,6603.191253782437,2770.9999351501465,6601.658078369042,6607.767177614083,2802.9999229431155,6608.5444554818605,6609.337332273742,2808.999920654297,6607.239413760431,6607.2310190420885,2837.999909591675,6613.586505486445,6614.296645474829,2841.999908065796,6563.05673961549,6574.762627991564,2878.999893951416,6577.292335788734,6590.441405079929,2882.9998924255374,6553.810156799218,6572.627662988659,2878.999893951416,6576.775450071829,6585.666223981416,2882.9998924255374,6588.047473790384,6597.4067472567785,2938.9998710632326,6598.884969587676,6602.928442399975,2943.999869155884,6581.662941284349,6592.200288840664,2970.999858856201,6593.829940092308,6599.466013081884,2978.9998558044435,1.1633313042186222,2754.468120785664,0.4001354008457033,2771.2479294991745,-0.553976865791592,2770.293817232537,0.16376290674415503,2862.224871494959,0.5171700922090398,2884.060370154325,0.22457948376291595,2883.767779545879,-0.7190888040358103,2977.013129869067,-0.09329826232288044,2977.63892041078
5,0.385279749520123,1778252535.242835,0.01351191708818078,6612.486869211725,6608.398884372039,2628.999989318848,6618.14474585078,6626.671433811168,2631.9999881744384,6590.925575388942,6594.679958431397,2763.9999378204348,6589.258605617875,6603.191253782437,2770.9999351501465,6601.658078369042,6607.767177614083,2802.9999229431155,6608.5444554818605,6609.337332273742,2808.999920654297,6607.239413760431,6607.2310190420885,2837.999909591675,6613.586505486445,6614.296645474829,2841.999908065796,6563.05673961549,6574.762627991564,2878.999893951416,6577.292335788734,6590.441405079929,2882.9998924255374,6553.810156799218,6572.627662988659,2878.999893951416,6576.775450071829,6585.666223981416,2882.9998924255374,6588.047473790384,6597.4067472567785,2938.9998710632326,6598.884969587676,6602.928442399975,2943.999869155884,6581.662941284349,6592.200288840664,2970.999858856201,6593.829940092308,6599.466013081884,2978.9998558044435,1.3662142962165782,2754.671003777662,0.4001354008457033,2771.2479294991745,-0.553976865791592,2770.293817232537,0.16376290674415503,2862.224871494959,0.5171700922090398,2884.060370154325,0.22457948376291595,2883.767779545879,-0.7190888040358103,2977.013129869067,-0.09329826232288044,2977.63892041078
6,0.45435564557556063,1778252535.311305,0.012297875015065074,6605.636306812972,6614.664449674482,2628.999989318848,6619.566401259284,6626.901887397989,2631.9999881744384,6588.23304551151,6594.840850322462,2763.9999378204348,6586.755642326619,6599.481674664547,2770.9999351501465,6594.473324265673,6600.160575541768,2802.9999229431155,6597.770221902986,6604.6842864565815,2808.999920654297,6599.200570040042,6603.800466118531,2837.999909591675,6606.4557829263085,6609.4667206650975,2841.999908065796,6540.61938900266,6559.877549897606,2878.999893951416,6560.544481462237,6577.3682168291725,2882.9998924255374,6546.2348213467,6567.6496240486595,2878.999893951416,6570.689728581472,6579.434518751719,2882.9998924255374,6583.62408380964,6593.006819084879,2938.9998710632326,6593.857306599016,6595.497681633402,2943.999869155884,6574.818155698873,6586.422865788428,2970.999858856201,6587.850614359508,6596.681854998931,2978.9998558044435,0.16462624907517354,2753.4694157305207,0.2687943305756815,2771.1165884289044,-0.10167603525641614,2770.7461180630726,-0.17034631976902823,2861.890762268446,0.4168014169608186,2883.9600014790767,0.15369889061275635,2883.6968989527286,-0.9246654287298509,2976.807553244373,-0.02067379390000852,2977.711544879203
7,0.5496064166072756,1778252535.409392,0.017962167039513588,6597.0237078582995,6596.845852309198,2628.999989318848,6597.749591955253,6601.131526423572,2631.9999881744384,6579.472801601614,6589.748936332793,2763.9999378204348,6593.391970535196,6605.619016107834,2770.9999351501465,6613.667049240456,6623.101723874439,2802.9999229431155,6632.310202646942,6637.353886358773,2808.999920654297,6594.329793379588,6601.036702631658,2837.999909591675,6591.627485710791,6604.957419690069,2841.999908065796,6601.2360959134385,6607.192641440229,2878.999893951416,6605.303887887031,6611.100255218999,2882.9998924255374,6607.745164593331,6608.939751505333,2878.999893951416,6610.990219152123,6615.738593086162,2882.9998924255374,6546.65358529205,6563.254314270867,2938.9998710632326,6567.448089678151,6585.695428981875,2943.999869155884,6544.30816547972,6565.628303328544,2970.999858856201,6572.414159305559,6589.565704373873,2978.9998558044435,0.6074474409858708,2753.912236922431,0.13307716670771497,2770.9808712650365,-0.49001876688922497,2770.35777533144,1.0175753250874822,2863.0786839133025,0.47660985812391155,2884.01980992024,0.571741216912619,2884.1149412790282,-0.13410037458964208,2977.5981182985133,-0.070684164602674,2977.6615345085
8,0.6405480204848573,1778252535.497637,0.012578624999150634,6616.644657211847,6621.700142127945,2628.999989318848,6629.808422226978,6634.923808723293,2631.9999881744384,6595.530285478499,6601.357486933399,2763.9999378204348,6594.554030014976,6607.991125408809,2770.9999351501465,6601.598969954457,6606.59872543326,2802.9999229431155,6605.693290949659,6608.36417764465,2808.999920654297,6606.948771280986,6609.768655439069,2837.999909591675,6613.089436684293,6616.266529632912,2841.999908065796,6547.9509230675185,6565.083534553902,2878.999893951416,6567.672173487789,6584.729794907847,2882.9998924255374,6545.265201577162,6568.303470672739,2878.999893951416,6572.86974661491,6590.0008298438115,2882.9998924255374,6590.945005654552,6600.135313445609,2938.9998710632326,6598.844386710273,6606.187770883637,2943.999869155884,6582.7970275392,6594.540981752606,2970.999858856201,6596.741469266743,6607.085715377327,2978.9998558044435,0.3120699139083959,2753.616859395354,0.3167633766076296,2771.1645574749364,-0.34743558959443577,2770.5003585087343,0.11114416559703076,2862.1722527538122,0.47755598762802226,2884.020756049744,0.3270454015147725,2883.8702454636305,-0.4257171123833007,2977.30650156072,0.026333677708240116,2977.7585523508114
9,0.7105817915871739,1778252535.566944,0.011123832780867815,6609.298600116148,6617.618702815051,2628.999989318848,6623.770538252284,6630.473616162852,2631.9999881744384,6595.062340679158,6602.606027447505,2763.9999378204348,6594.271248892013,6604.183115811354,2770.9999351501465,6600.639144787114,6607.639124919765,2802.9999229431155,6606.479660421188,6609.4286762233705,2808.999920654297,6605.607813980499,6609.4796894580795,2837.999909591675,6608.675097044349,6609.773672708378,2841.999908065796,6547.1545037747965,6565.878741938442,2878.999893951416,6570.367804199652,6588.626391478438,2882.9998924255374,6546.680688938473,6566.023952379498,2878.999893951416,6571.737511079866,6589.487156524131,2882.9998924255374,6591.615236727084,6598.047007671853,2938.9998710632326,6597.059719717577,6603.676177522389,2943.999869155884,6581.498948558854,6591.087275728215,2970.999858856201,6593.458608674389,6605.13595531375,2978.9998558044435,0.17108456402125197,2753.4758740454668,0.1473421768868558,2770.995136275216,-0.46651893781954024,2770.381275160509,-0.34101191237699996,2861.7200966758382,0.467167082803982,2884.0103671449197,0.438070996364318,2883.98127105848,-0.2537450498359418,2977.4784736232673,0.14578527325690524,2977.87800394636
10,0.7781360831577331,1778252535.635492,0.013111250009387732,6590.311856221536,6588.397571598862,2628.999989318848,6598.440741816181,6605.799321453679,2631.9999881744384,6618.228381269677,6620.938392884433,2763.9999378204348,6624.909114527615,6591.015574471987,2770.9999351501465,6601.018100681603,6592.000640339885,2802.9999229431155,6605.178341534981,6603.252558303024,2808.999920654297,6608.060288229362,6604.404794143717,2837.999909591675,6609.925463826146,6604.260659595928,2841.999908065796,6602.454298988293,6606.562452241953,2878.999893951416,6611.622732830027,6551.942882904911,2882.9998924255374,6564.19209585231,6568.359563835316,2878.999893951416,6583.96205336675,6552.922450102393,2882.9998924255374,6571.944779472446,6574.8802839502405,2938.9998710632326,6590.492999052481,6591.196135036831,2943.999869155884,6594.29221047162,6594.460820062965,2970.999858856201,6602.511778280404,6581.844829904943,2978.9998558044435,1.088036240263036,2754.3928257217085,-1.1162334203703457,2769.7315606779584,0.3055700212065433,2771.1533641195356,-0.23078993656252828,2861.8303186516528,-1.1670564876745917,2882.3761435744414,-0.42880980816811254,2883.114390253948,-0.45863000888742467,2977.273588664216,-0.6406154794955625,2977.0916031936076
