block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2743.078312137747,7.723017499997762,2739.9999847412114,-0.0017294525257843987
1,1,1,0,2743.078312137747,7.723017499997762,2746.074393237624,0.0014892308108384164
2,0,2,1,2799.70423688813,9.029841541895253,2795.189316117182,-0.0009911249633065982
2,1,3,1,2799.70423688813,9.029841541895253,2804.2191576590776,0.0005878880301112058
3,0,4,2,2837.4240430869636,10.883464923719623,2831.9823106251038,-0.0004385809644515813
3,1,5,2,2837.4240430869636,10.883464923719623,2842.8657755488234,0.0001995469622536055
4,0,6,3,2869.1128611909826,7.821141632696896,2865.9999366760258,-0.0018284857125611912
4,1,7,3,2869.1128611909826,7.821141632696896,2872.2392654443242,0.0017753994821743172
5,0,8,4,2890.5206770969867,8.53973576989237,2886.9999286651614,-0.002261052606683411
5,1,9,4,2890.5206770969867,8.53973576989237,2893.7020037422676,0.0017832561682425722
6,0,10,5,2921.1677745158536,11.125496933088918,2915.6050260493093,-0.000484868702470095
6,1,11,5,2921.1677745158536,11.125496933088918,2926.730522982398,0.0003860444682088128
7,0,12,6,2954.1888489387466,9.318852095621038,2949.529422890936,-0.0010517005946285613
7,1,13,6,2954.1888489387466,9.318852095621038,2958.848274986557,0.0008591387258353062
8,0,14,7,3000.289978672386,8.002223519243772,2996.9998867034915,-0.0014969736794404802
8,1,15,7,3000.289978672386,8.002223519243772,3003.279143615423,0.0011572155370800498
