time_s,peak_01,peak_02,peak_03,peak_04,peak_05,peak_06,peak_07,peak_08,peak_09,peak_10,peak_11,peak_12,peak_13,peak_14,peak_15,peak_16
0.0101445836480706,6559.519399700461,6576.645322003851,6551.333805055476,6551.706385059755,6560.248477855549,6564.808093651618,6564.891674053244,6571.307523611578,6515.070564232661,6538.431624232051,6512.123642143229,6536.750076412874,6550.827581991015,6557.873330378701,6544.914944829905,6556.958026408289
0.0796800421085208,6570.006398814073,6576.645322003851,6551.333805055476,6551.706385059755,6560.248477855549,6564.808093651618,6564.891674053244,6571.307523611578,6515.070564232661,6538.431624232051,6512.123642143229,6536.750076412874,6550.827581991015,6557.873330378701,6544.914944829905,6556.958026408289
0.1471486460650339,6563.4361494024515,6579.123955436013,6548.522477611028,6544.301546596571,6555.427053213924,6561.506278081732,6559.230951798758,6564.568115964177,6510.730791331724,6526.287489684262,6506.955403918453,6529.695508451265,6546.101846135038,6552.014116514351,6532.6813277501,6552.614828682336
0.2143047506688162,6565.972793960327,6579.123955436013,6548.522477611028,6544.301546596571,6555.427053213924,6561.506278081732,6559.230951798758,6564.568115964177,6510.730791331724,6526.287489684262,6506.955403918453,6529.695508451265,6546.101846135038,6552.014116514351,6532.6813277501,6552.614828682336
0.2827352295862511,6567.89721551487,6580.706713635113,6548.780189198275,6553.376742977655,6557.777335941559,6563.273762875569,6563.651187456063,6569.320509215392,6507.215097655653,6531.37575877984,6507.191321025768,6533.428717486322,6550.34924198429,6558.084598221108,6540.63057584742,6554.434048048414
0.3483519796282053,6570.763323348719,6580.706713635113,6548.780189198275,6553.376742977655,6557.777335941559,6563.273762875569,6563.651187456063,6569.320509215392,6507.215097655653,6531.37575877984,6507.191321025768,6533.428717486322,6550.34924198429,6558.084598221108,6540.63057584742,6554.434048048414
0.416205083602108,6568.009302503286,6576.109693737201,6546.322263654981,6548.926160711558,6556.865388024575,6560.596781489747,6558.128369043616,6563.754156860348,6507.124954916405,6529.509466026835,6504.463489928784,6530.874401687197,6549.677808173122,6558.6715407891925,6541.399643916006,6551.488950698415
0.4855295211309567,6572.734037350613,6576.109693737201,6546.322263654981,6548.926160711558,6556.865388024575,6560.596781489747,6558.128369043616,6563.754156860348,6507.124954916405,6529.509466026835,6504.463489928784,6530.874401687197,6549.677808173122,6558.6715407891925,6541.399643916006,6551.488950698415
0.5513793965801597,6570.3921585108665,6579.631236054651,6553.8812498089665,6551.676334932909,6563.050790109119,6563.9077207567925,6563.314613198032,6568.859922975823,6516.529606932176,6533.976950820675,6513.807147660239,6534.910433413821,6553.824184674634,6554.352173182138,6539.438771892289,6558.020341107071
0.6188423546263948,6575.032703181832,6579.631236054651,6553.8812498089665,6551.676334932909,6563.050790109119,6563.9077207567925,6563.314613198032,6568.859922975823,6516.529606932176,6533.976950820675,6513.807147660239,6534.910433413821,6553.824184674634,6554.352173182138,6539.438771892289,6558.020341107071
0.698838584125042,6571.825147476846,6589.138038328698,6550.744233884524,6552.478576886634,6559.701829324205,6564.738440260415,6562.104048354066,6570.44014121099,6505.1999969434855,6526.374175505089,6505.973082800991,6533.272190298621,6549.959759452272,6558.004994345448,6537.905072286579,6552.451783476481
0.7710111046908423,6566.910838402054,6585.3317663599955,6552.3032230950275,6552.0003117645265,6559.094605251092,6562.153864963169,6560.066751230248,6565.490488125439,6502.495040804474,6525.783629305865,6500.872158205214,6525.407913317235,6543.728761805789,6554.108428340007,6536.125755723325,6549.201146193111
0.8391846671001986,6565.347521166365,6579.836047009199,6548.17671088425,6547.68567717089,6553.906996362748,6557.571442980714,6556.068270318183,6563.685018491915,6500.0919537243635,6522.895846196167,6498.220937127488,6527.5188357734505,6546.79056606657,6553.628150502796,6536.931871809762,6552.481735794847
0.904031959013082,6570.617853103891,6579.836047009199,6548.17671088425,6547.68567717089,6553.906996362748,6557.571442980714,6556.068270318183,6563.685018491915,6500.0919537243635,6522.895846196167,6498.220937127488,6527.5188357734505,6546.79056606657,6553.628150502796,6536.931871809762,6552.481735794847
0.9712719375966116,6568.800278142861,6581.625069535716,6552.059522572363,6551.108102821163,6561.826006357553,6560.4546260353945,6555.587544701532,6558.965488889569,6505.877824983953,6526.032544243054,6507.278622734359,6529.814195983739,6547.776175994131,6557.072364519974,6540.187833542195,6553.0935385273715
1.0393305215984583,6571.928534095425,6581.625069535716,6552.059522572363,6551.108102821163,6561.826006357553,6560.4546260353945,6555.587544701532,6558.965488889569,6505.877824983953,6526.032544243054,6507.278622734359,6529.814195983739,6547.776175994131,6557.072364519974,6540.187833542195,6553.0935385273715
1.104814812657423,6563.931155057004,6581.1105128832105,6547.191730598771,6546.285700094752,6558.224303878718,6561.176065959592,6559.523576428158,6563.264150136015,6501.869566280527,6522.3120579515235,6499.597553259773,6526.823539749977,6545.0412079347125,6551.468768530121,6535.274507136963,6547.908678974233
1.1722377710975709,6566.927886114252,6581.1105128832105,6547.191730598771,6546.285700094752,6558.224303878718,6561.176065959592,6559.523576428158,6563.264150136015,6501.869566280527,6522.3120579515235,6499.597553259773,6526.823539749977,6545.0412079347125,6551.468768530121,6535.274507136963,6547.908678974233
1.24297689658124,6569.180640034232,6586.954109484366,6550.004916404318,6547.050082525902,6556.116359996331,6559.7338753553195,6559.678223859157,6568.616309563835,6504.000004584772,6522.115881651741,6499.452734052634,6527.979927866247,6545.444107039154,6553.131677721062,6536.501329584008,6551.5965064034
1.311179062584415,6557.077369563223,6572.762907662682,6585.955766115474,6553.601699422317,6559.0793379588595,6564.5059449216005,6567.084433169301,6565.271360454809,6569.81753216982,6520.9217669713,6538.329709325426,6527.543838065837,6546.811199070819,6557.2062108384025,6560.452503285754,6554.924791392853
1.3775687711313367,6563.748684170309,6572.762907662682,6585.955766115474,6553.601699422317,6559.0793379588595,6564.5059449216005,6567.084433169301,6565.271360454809,6569.81753216982,6520.9217669713,6538.329709325426,6527.543838065837,6546.811199070819,6557.2062108384025,6560.452503285754,6554.924791392853
