batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,f_new_mhz_b01,delta_f_mhz_b02,f_new_mhz_b02,delta_f_mhz_b03,f_new_mhz_b03,delta_f_mhz_b04,f_new_mhz_b04,delta_f_mhz_b05,f_new_mhz_b05,delta_f_mhz_b06,f_new_mhz_b06,delta_f_mhz_b07,f_new_mhz_b07,delta_f_mhz_b08,f_new_mhz_b08
0,0.27047312492504716,1778252103.1489139,0.5403410838916898,6625.076857596968,6629.238007763548,2627.9999897003177,6621.0704801785005,6627.442257847603,2630.999988555908,6598.568033438273,6628.43684170309,2762.9999382019046,6591.963447137574,6626.112154231744,2770.9999351501465,6599.09352782957,6626.20351804872,2802.9999229431155,6604.093188556409,6626.320228016017,2807.999921035767,6610.164822569306,6626.2624889201325,2837.999909591675,6617.396728000733,6627.1336033254875,2842.9999076843264,6587.215692147812,6626.388930831066,2877.999894332886,6556.176816334017,6623.217160803251,2880.9998931884766,6588.763266803192,6624.762962679952,2877.999894332886,6576.889642999052,6623.683253354526,2881.9998928070067,6605.573220344164,6624.820367087447,2938.9998710632326,6608.396151847663,6628.3957361616285,2943.999869155884,6588.362143533943,6626.331612005992,2970.999858856201,6591.731019042088,6626.199642387748,2977.9998561859134,0.11918903378639453,2674.0208069370537,0.0776483544525674,2799.6014838525375,-0.32301304301886624,2799.200822455066,0.20740064064975303,2837.0101476267737,-0.14086443472048388,2836.6618825514033,-0.15136670465489852,2836.6513802814693,0.5445190763511543,2941.640999279418,-0.14563717951698202,2973.2069127983095
1,0.6078400829574093,1778252103.221907,0.011594250099733472,6624.780073050708,6629.238007763548,2627.9999897003177,6621.0704801785005,6627.442257847603,2630.999988555908,6598.568033438273,6628.43684170309,2762.9999382019046,6591.963447137574,6626.112154231744,2770.9999351501465,6599.09352782957,6626.20351804872,2802.9999229431155,6604.093188556409,6626.320228016017,2807.999921035767,6610.164822569306,6626.2624889201325,2837.999909591675,6617.396728000733,6627.1336033254875,2842.9999076843264,6587.215692147812,6626.388930831066,2877.999894332886,6556.176816334017,6623.217160803251,2880.9998931884766,6588.763266803192,6624.762962679952,2877.999894332886,6576.889642999052,6623.683253354526,2881.9998928070067,6605.573220344164,6624.820367087447,2938.9998710632326,6608.396151847663,6628.3957361616285,2943.999869155884,6588.362143533943,6626.331612005992,2970.999858856201,6591.731019042088,6626.199642387748,2977.9998561859134,0.09505184293189343,2673.996669746199,0.0776483544525674,2799.6014838525375,-0.32301304301886624,2799.200822455066,0.20740064064975303,2837.0101476267737,-0.14086443472048388,2836.6618825514033,-0.15136670465489852,2836.6513802814693,0.5445190763511543,2941.640999279418,-0.14563717951698202,2973.2069127983095
2,0.9361591460183263,1778252103.809783,0.5307089579291642,6626.059884769386,6600.332408228138,2627.9999897003177,6624.417909649419,6606.487668490387,2630.999988555908,6620.842054589358,6601.572156676955,2762.9999382019046,6620.9182137726575,6612.634564599444,2770.9999351501465,6621.338122382859,6620.097900174221,2802.9999229431155,6624.1599367301405,6587.423006388117,2807.999921035767,6624.916285111714,6558.957251581746,2837.999909591675,6623.466891829936,6587.582241648071,2842.9999076843264,6618.750822202525,6578.2774933520805,2877.999894332886,6615.033566647309,6602.319680899838,2880.9998931884766,6617.385843750955,6606.416627441392,2877.999894332886,6616.777554482379,6593.926348687227,2881.9998928070067,6622.64882324174,6594.6573050707575,2938.9998710632326,6624.248037717395,6625.711373292172,2943.999869155884,6618.4809166488385,6620.738479995109,2970.999858856201,6617.603680044014,6600.380218235167,2977.9998561859134,0.577543630788731,2674.479161534056,0.30121289381177213,2799.8250483918964,-2.791730389526073,2796.7321051085587,6.060806896900018,2842.863553883024,-0.13840198496273834,2836.664345001161,-0.6388331320687309,2836.1639138540554,3.084045745838334,2944.180525948905,-0.6644081172877964,2972.688141860539
3,1.268849833519198,1778252103.8834891,0.012739666970446706,6626.013867408381,6600.332408228138,2627.9999897003177,6624.417909649419,6606.487668490387,2630.999988555908,6620.842054589358,6601.572156676955,2762.9999382019046,6620.9182137726575,6612.634564599444,2770.9999351501465,6621.338122382859,6620.097900174221,2802.9999229431155,6624.1599367301405,6587.423006388117,2807.999921035767,6624.916285111714,6558.957251581746,2837.999909591675,6623.466891829936,6587.582241648071,2842.9999076843264,6618.750822202525,6578.2774933520805,2877.999894332886,6615.033566647309,6602.319680899838,2880.9998931884766,6617.385843750955,6606.416627441392,2877.999894332886,6616.777554482379,6593.926348687227,2881.9998928070067,6622.64882324174,6594.6573050707575,2938.9998710632326,6624.248037717395,6625.711373292172,2943.999869155884,6618.4809166488385,6620.738479995109,2970.999858856201,6617.603680044014,6600.380218235167,2977.9998561859134,0.5737846945943426,2674.475402597862,0.30121289381177213,2799.8250483918964,-2.791730389526073,2796.7321051085587,6.060806896900018,2842.863553883024,-0.13840198496273834,2836.664345001161,-0.6388331320687309,2836.1639138540554,3.084045745838334,2944.180525948905,-0.6644081172877964,2972.688141860539
4,1.5984081249916926,1778252104.471662,0.529945750022307,6598.002112051839,6627.922069566279,2627.9999897003177,6605.194137604305,6625.555203716722,2630.999988555908,6602.03088455543,6624.456507320353,2762.9999382019046,6605.092682703183,6625.985152978574,2770.9999351501465,6615.8641470795,6623.913525078706,2802.9999229431155,6587.313106336155,6626.232712351377,2807.999921035767,6558.829819359965,6623.046099886909,2837.999909591675,6587.558678974233,6623.820509215392,2842.9999076843264,6573.298207353975,6624.653846624079,2877.999894332886,6596.858136442827,6621.053132927836,2880.9998931884766,6605.461318274904,6623.5148347953655,2877.999894332886,6584.757107925543,6622.141453984167,2881.9998928070067,6592.2055598007155,6622.564373261606,2938.9998710632326,6626.810167497019,6628.8666992694925,2943.999869155884,6613.624935049057,6626.486838646577,2970.999858856201,6597.212355961732,6627.092546688266,2977.9998561859134,-0.837717277400922,2673.0639006258666,-0.11538532273995414,2799.4084501753446,2.539863259529606,2802.0636987576145,-3.2203599909266267,2833.5823869951973,-1.3745019003652328,2835.4282450857586,0.03155549199686311,2836.8343024781207,-2.0138941595163162,2939.0825860435502,0.5174421317360433,2973.8699921095626
5,1.955854541505687,1778252104.5704892,0.012733833165839314,6601.082405171624,6627.922069566279,2627.9999897003177,6605.194137604305,6625.555203716722,2630.999988555908,6602.03088455543,6624.456507320353,2762.9999382019046,6605.092682703183,6625.985152978574,2770.9999351501465,6615.8641470795,6623.913525078706,2802.9999229431155,6587.313106336155,6626.232712351377,2807.999921035767,6558.829819359965,6623.046099886909,2837.999909591675,6587.558678974233,6623.820509215392,2842.9999076843264,6573.298207353975,6624.653846624079,2877.999894332886,6596.858136442827,6621.053132927836,2880.9998931884766,6605.461318274904,6623.5148347953655,2877.999894332886,6584.757107925543,6622.141453984167,2881.9998928070067,6592.2055598007155,6622.564373261606,2938.9998710632326,6626.810167497019,6628.8666992694925,2943.999869155884,6613.624935049057,6626.486838646577,2970.999858856201,6597.212355961732,6627.092546688266,2977.9998561859134,-0.587150374325837,2673.3144675289413,-0.11538532273995414,2799.4084501753446,2.539863259529606,2802.0636987576145,-3.2203599909266267,2833.5823869951973,-1.3745019003652328,2835.4282450857586,0.03155549199686311,2836.8343024781207,-2.0138941595163162,2939.0825860435502,0.5174421317360433,2973.8699921095626
6,2.2834587499964982,1778252105.1583118,0.5331680839881301,6624.656330042485,6600.344324051715,2627.9999897003177,6623.814041629734,6595.082388360791,2630.999988555908,6623.092824831127,6605.718771586637,2762.9999382019046,6623.056091634318,6603.387534003728,2770.9999351501465,6619.384376623772,6611.209825167343,2802.9999229431155,6621.922285050586,6616.231534064859,2807.999921035767,6624.832660390623,6584.096650059602,2837.999909591675,6624.692410673351,6561.328986459639,2842.9999076843264,6616.818562215361,6587.484682275269,2877.999894332886,6615.2621190818245,6574.71872115414,2880.9998931884766,6617.185030717976,6598.659898523704,2877.999894332886,6615.332304306629,6600.024997707614,2881.9998928070067,6619.113198031604,6589.770145490113,2938.9998710632326,6619.849079988997,6594.855206773236,2943.999869155884,6618.092803435522,6621.015641715317,2970.999858856201,6618.0130727144915,6624.256612770119,2977.9998561859134,-0.42363104520727524,2673.47798685806,-0.1408923893567136,2799.382943108728,0.26773869799628885,2799.791574196081,-2.4306553000965416,2834.3720916860275,-1.0204648210603373,2835.782282165064,-0.31345209630725956,2836.489294889817,0.8659141013062218,2941.962394304373,0.0748084687624836,2973.427358446589
7,2.635832646046765,1778252105.250331,0.012461791979148984,6624.078385854448,6600.344324051715,2627.9999897003177,6623.814041629734,6595.082388360791,2630.999988555908,6623.092824831127,6605.718771586637,2762.9999382019046,6623.056091634318,6603.387534003728,2770.9999351501465,6619.384376623772,6611.209825167343,2802.9999229431155,6621.922285050586,6616.231534064859,2807.999921035767,6624.832660390623,6584.096650059602,2837.999909591675,6624.692410673351,6561.328986459639,2842.9999076843264,6616.818562215361,6587.484682275269,2877.999894332886,6615.2621190818245,6574.71872115414,2880.9998931884766,6617.185030717976,6598.659898523704,2877.999894332886,6615.332304306629,6600.024997707614,2881.9998928070067,6619.113198031604,6589.770145490113,2938.9998710632326,6619.849079988997,6594.855206773236,2943.999869155884,6618.092803435522,6621.015641715317,2970.999858856201,6618.0130727144915,6624.256612770119,2977.9998561859134,-0.47084043221418576,2673.4307774710533,-0.1408923893567136,2799.382943108728,0.26773869799628885,2799.791574196081,-2.4306553000965416,2834.3720916860275,-1.0204648210603373,2835.782282165064,-0.31345209630725956,2836.489294889817,0.8659141013062218,2941.962394304373,0.0748084687624836,2973.427358446589
8,2.966888645431027,1778252105.838156,0.525993375107646,6623.435258428341,6602.965300913897,2627.9999897003177,6623.380655316808,6601.070321239723,2630.999988555908,6619.278240669987,6608.937980254914,2762.9999382019046,6621.10260873552,6615.226932481584,2770.9999351501465,6620.778974233578,6587.254763578569,2802.9999229431155,6622.81844759605,6558.496260353944,2807.999921035767,6618.776195861479,6586.671740990922,2837.999909591675,6620.373298285294,6575.396240486598,2842.9999076843264,6617.928816823059,6603.735571721123,2877.999894332886,6619.140831983372,6607.896018889262,2880.9998931884766,6619.416216340129,6588.848361707981,2877.999894332886,6617.840122871903,6591.643301647462,2881.9998928070067,6624.254881254393,6619.062608124217,2938.9998710632326,6622.782330287007,6617.124504080447,2943.999869155884,6620.75636366415,6596.590964941774,2970.999858856201,6615.6242289941,6600.661954030014,2977.9998561859134,-0.21153400209912368,2673.6900839011682,0.08398746690976784,2799.6078229649943,-2.435535144732126,2797.0883003533527,-0.849865324348321,2835.952881661776,-0.699571928735725,2836.1031750573884,-0.2883442005486412,2836.5144027855754,0.4380400939710153,2941.5345202970375,0.2665886322065229,2973.619138610033
9,3.3079011039808393,1778252105.922824,0.0133092082105577,6622.969630467342,6602.965300913897,2627.9999897003177,6623.380655316808,6601.070321239723,2630.999988555908,6619.278240669987,6608.937980254914,2762.9999382019046,6621.10260873552,6615.226932481584,2770.9999351501465,6620.778974233578,6587.254763578569,2802.9999229431155,6622.81844759605,6558.496260353944,2807.999921035767,6618.776195861479,6586.671740990922,2837.999909591675,6620.373298285294,6575.396240486598,2842.9999076843264,6617.928816823059,6603.735571721123,2877.999894332886,6619.140831983372,6607.896018889262,2880.9998931884766,6619.416216340129,6588.848361707981,2877.999894332886,6617.840122871903,6591.643301647462,2881.9998928070067,6624.254881254393,6619.062608124217,2938.9998710632326,6622.782330287007,6617.124504080447,2943.999869155884,6620.75636366415,6596.590964941774,2970.999858856201,6615.6242289941,6600.661954030014,2977.9998561859134,-0.2495537374671614,2673.6520641658003,0.08398746690976784,2799.6078229649943,-2.435535144732126,2797.0883003533527,-0.849865324348321,2835.952881661776,-0.699571928735725,2836.1031750573884,-0.2883442005486412,2836.5144027855754,0.4380400939710153,2941.5345202970375,0.2665886322065229,2973.619138610033
