block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2765.7999494721666,10.282738307449085,2760.658580318442,-0.0017437492871050669
1,1,1,0,2765.7999494721666,10.282738307449085,2770.941318625891,0.0016696205756573405
2,0,2,1,2801.7231469335075,12.424629527689838,2795.5108321696625,-0.0006492239997735113
2,1,3,1,2801.7231469335075,12.424629527689838,2807.9354616973524,0.0006798260503740946
3,0,4,2,2842.406958286568,14.33715927091872,2835.2383786511086,-0.00022477387456652515
3,1,5,2,2842.406958286568,14.33715927091872,2849.5755379220277,0.0003774475709162913
4,0,6,3,2872.7060848409797,5.983544789279641,2869.71431244634,-0.002054741484312327
4,1,7,3,2872.7060848409797,5.983544789279641,2875.6978572356193,0.0024736144820166296
5,0,8,4,2881.087043774521,5.519269445168818,2878.3274090519367,-0.003985758657714829
5,1,9,4,2881.087043774521,5.519269445168818,2883.8466784971056,0.001921694408192991
6,0,10,5,2911.7283001323894,19.762254471863027,2901.847172896458,-8.367442168200698e-05
6,1,11,5,2911.7283001323894,19.762254471863027,2921.609427368321,0.00027118702610382195
7,0,12,6,2946.440520918072,11.212283220557241,2940.8343793077934,-0.00086017264688699
7,1,13,6,2946.440520918072,11.212283220557241,2952.04666252835,0.0005623731374263196
8,0,14,7,2976.8443972707496,10.764560100122909,2971.462117220688,-0.0016363236968018925
8,1,15,7,2976.8443972707496,10.764560100122909,2982.226677320811,0.001396415276183171
