batch,time_s,f0_off_freq_mhz,f0_off_signal,f0_off_reference,f0_off_contrast,f0_off_contrast_percent,f1_lower_left_freq_mhz,f1_lower_left_signal,f1_lower_left_reference,f1_lower_left_contrast,f1_lower_left_contrast_percent,f2_lower_right_freq_mhz,f2_lower_right_signal,f2_lower_right_reference,f2_lower_right_contrast,f2_lower_right_contrast_percent,f3_upper_left_freq_mhz,f3_upper_left_signal,f3_upper_left_reference,f3_upper_left_contrast,f3_upper_left_contrast_percent,f4_upper_right_freq_mhz,f4_upper_right_signal,f4_upper_right_reference,f4_upper_right_contrast,f4_upper_right_contrast_percent,lower_lockin_signal,upper_lockin_signal,lower_lockin_contrast,upper_lockin_contrast,lower_abs_signal_diff,upper_abs_signal_diff,lower_midpoint_threshold_met,upper_midpoint_threshold_met,lower_peak_input_mhz,upper_peak_input_mhz,f1_minus_f0_signal,f2_minus_f0_signal,f3_minus_f0_signal,f4_minus_f0_signal
0,0.00016845809295773506,2649.9999813079835,4676.253551914904,4676.115999839536,0.13755207537365322,0.0029610790923201456,2798.3134658258773,4662.954869295778,4664.154243871688,-1.1993745759085328,-0.02567835156285709,2807.0121370400807,4662.573023710914,4663.773564469543,-1.2005407586269972,-0.025703247929543295,2941.7309665699154,4664.484621733351,4665.313306278087,-0.8286845447320975,-0.017730064288522043,2950.0396807052216,4664.54417574197,4665.3816883118925,-0.8375125699177801,-0.017919468083835946,0.38184558486409514,-0.05955400861967064,0.0011661827184643592,0.008828025185682598,0.38184558486409514,0.05955400861967064,True,True,2802.662801432979,2945.8853236375685,-13.298682619126339,-13.680528203990434,-11.768930181553515,-11.709376172933844
