block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2766.281807810032,8.416440951279546,2762.999975967408,-0.007535355849518178
1,1,1,0,2766.281807810032,8.416440951279546,2769.2112828996396,0.008353392229996509
2,0,2,1,2809.800195489231,7.098149981237815,2806.420358348676,-0.015295301020044519
2,1,3,1,2809.800195489231,7.098149981237815,2812.999956893921,0.013641467995083235
3,0,4,2,2843.328663464814,8.17045415518453,2839.9999465942387,-0.0063764069092765085
3,1,5,2,2843.328663464814,8.17045415518453,2846.495153827398,0.008558151359988416
4,0,6,3,2867.0343376086885,7.592256339326887,2863.9999374389654,-0.004180043162477519
4,1,7,3,2867.0343376086885,7.592256339326887,2869.942538186565,0.0061319859649035195
5,0,8,4,2886.4198664589558,10.668650187083275,2882.9999301910407,-0.0029941051381841425
5,1,9,4,2886.4198664589558,10.668650187083275,2888.796450070325,0.004927894496124533
6,0,10,5,2906.518877253862,7.429075252177407,2903.162696581336,-0.0066137280451010316
6,1,11,5,2906.518877253862,7.429075252177407,2909.999919891358,0.006296474710146337
7,0,12,6,2936.9276015233622,7.297588640304519,2933.9105550434283,-0.017009613835821776
7,1,13,6,2936.9276015233622,7.297588640304519,2939.999908447266,0.014757656586453085
8,0,14,7,2973.7030481109364,9.266096540964124,2970.1578015530617,-0.007575499471151543
8,1,15,7,2973.7030481109364,9.266096540964124,2976.999894332886,0.007486706208209088
