block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2629.9999892634464,3.9999995291102834,2628.999989318848,-0.0010814783981764609
1,1,1,0,2629.9999892634464,3.9999995291102834,2630.999988555908,0.0008102309849004063
2,0,2,1,2768.8693176809384,11.31501669559633,2764.999937438965,-0.002223991902036815
2,1,3,1,2768.8693176809384,11.31501669559633,2771.9999347686767,0.0019899573149845806
3,0,4,2,2806.9999169042585,4.00000459177993,2803.9999225616457,-0.0010902946228159571
3,1,5,2,2806.9999169042585,4.00000459177993,2809.9999202728272,0.0010834758277111778
4,0,6,3,2842.999903109173,4.000001233425387,2839.9999088287354,-0.0002223105643868184
4,1,7,3,2842.999903109173,4.000001233425387,2843.9999073028566,0.0006987821275046824
5,0,8,4,2879.575975616848,2.17435132980692,2877.999894332886,-0.00465704452347826
5,1,9,4,2879.575975616848,2.17435132980692,2880.9998931884766,0.0019190738998104417
6,0,10,5,2880.3039305354,3.9185863120271205,2877.999894332886,-0.00465704452347826
6,1,11,5,2880.3039305354,3.9185863120271205,2881.9998928070067,0.0021468083548696337
7,0,12,6,2940.9998731620585,4.0000039122753055,2938.9998710632326,-0.0011628239460177436
7,1,13,6,2940.9998731620585,4.0000039122753055,2943.999869155884,0.0009806807123498573
8,0,14,7,2973.2317877030937,10.1660093279616,2968.999859619141,-0.0023370711762863428
8,1,15,7,2973.2317877030937,10.1660093279616,2975.9998569488525,0.0020168930872954682
