batch,time_s,f0_off_freq_mhz,f0_off_signal,f0_off_reference,f0_off_contrast,f0_off_contrast_percent,f1_lower_left_freq_mhz,f1_lower_left_signal,f1_lower_left_reference,f1_lower_left_contrast,f1_lower_left_contrast_percent,f2_lower_right_freq_mhz,f2_lower_right_signal,f2_lower_right_reference,f2_lower_right_contrast,f2_lower_right_contrast_percent,f3_upper_left_freq_mhz,f3_upper_left_signal,f3_upper_left_reference,f3_upper_left_contrast,f3_upper_left_contrast_percent,f4_upper_right_freq_mhz,f4_upper_right_signal,f4_upper_right_reference,f4_upper_right_contrast,f4_upper_right_contrast_percent,lower_lockin_signal,upper_lockin_signal,lower_lockin_contrast,upper_lockin_contrast,lower_abs_signal_diff,upper_abs_signal_diff,lower_midpoint_threshold_met,upper_midpoint_threshold_met,lower_peak_input_mhz,upper_peak_input_mhz,f1_minus_f0_signal,f2_minus_f0_signal,f3_minus_f0_signal,f4_minus_f0_signal
0,0.00028795795515179634,2649.9999813079835,4704.1690023000265,4704.645769332461,-0.4767670324296214,-0.010110827512462917,2797.9199743557638,4700.94403027478,4699.926495262404,1.0175350123788893,0.021697760393344145,2805.8259016524844,4700.790322569304,4699.704614030934,1.0857085383745482,0.023148867251818417,2941.6374507981927,4702.950336529934,4702.335660650428,0.6146758795121776,0.013099326709950308,2949.4702122699673,4703.039882545769,4702.443927002782,0.5959555429898811,0.012700014342429983,0.15370770547542634,-0.08954601583445765,-0.06817352599565885,0.018720336522296543,0.15370770547542634,0.08954601583445765,True,True,2801.872938004124,2945.55383153408,-3.224972025246643,-3.3786797307220695,-1.2186657700922296,-1.129119754257772
