block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2765.9360558937283,9.778204983626763,2761.046953401915,-0.0018327596930669062
1,1,1,0,2765.9360558937283,9.778204983626763,2770.8251583855417,0.0015729434008865055
2,0,2,1,2801.9153695356463,13.206635284108641,2795.312051893592,-0.0005571361827246396
2,1,3,1,2801.9153695356463,13.206635284108641,2808.5186871777005,0.0005236904469284459
3,0,4,2,2842.5128015297155,10.274657118283088,2837.375472970574,-0.000533359847288941
3,1,5,2,2842.5128015297155,10.274657118283088,2847.650130088857,0.00045079956042816014
4,0,6,3,2872.645082008573,5.587879094575202,2869.8511424612852,-0.0019608743564851643
4,1,7,3,2872.645082008573,5.587879094575202,2875.4390215558606,0.002701028472078473
5,0,8,4,2881.018772242675,5.3690572488612025,2878.3342436182443,-0.00409201721041137
5,1,9,4,2881.018772242675,5.3690572488612025,2883.7033008671056,0.0019682280011352644
6,0,10,5,2911.2400229819077,10.517298728522043,2905.9813736176466,-0.0009583149415198167
6,1,11,5,2911.2400229819077,10.517298728522043,2916.498672346169,0.0003146317639624867
7,0,12,6,2946.484555923863,10.888397236225119,2941.04035730575,-0.0009570676603757906
7,1,13,6,2946.484555923863,10.888397236225119,2951.9287545419756,0.0006306123118485286
8,0,14,7,2976.5952088525496,9.900278989671861,2971.6450693577135,-0.001900070460622183
8,1,15,7,2976.5952088525496,9.900278989671861,2981.5453483473857,0.0014614085903919957
