block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2766.999938925195,4.000007157615395,2763.9999378204348,-0.0014383551092083668
1,1,1,0,2766.999938925195,4.000007157615395,2769.9999355316163,0.001328580390349332
2,0,2,1,2804.99992674587,4.000001142119852,2802.9999229431155,-0.0006525145352366257
2,1,3,1,2804.99992674587,4.000001142119852,2807.999921035767,0.0007198685662741511
3,0,4,2,2842.9999064273666,4.000001002582538,2840.9999084472656,-0.000749703848995531
3,1,5,2,2842.9999064273666,4.000001002582538,2843.9999073028566,0.0005739750618344308
4,0,6,3,2879.999901737866,3.9999944086519283,2877.999894332886,-0.0034512952196576463
4,1,7,3,2879.999901737866,3.9999944086519283,2881.9998928070067,0.0014881448632390049
5,0,8,4,2880.454441085892,3.9635166459537614,2877.999894332886,-0.0034512952196576463
5,1,9,4,2880.454441085892,3.9635166459537614,2881.9998928070067,0.0014881448632390049
6,0,10,5,2956.999863808505,3.9999986936760488,2954.999864959717,-0.001408481187791688
6,1,11,5,2956.999863808505,3.9999986936760488,2958.999863433838,0.0009604779329807078
7,0,12,6,2973.9998620155675,4.000006826720694,2970.999858856201,-0.00112519917677123
7,1,13,6,2973.9998620155675,4.000006826720694,2976.9998565673827,0.0010542619817051624
8,0,14,7,3051.999824280951,4.000001108482988,3048.9998291015627,-0.0005019213694634761
8,1,15,7,3051.999824280951,4.000001108482988,3052.999827575684,0.0005084608536813362
