packet,rep_index,reps_averaged,time_s,timestamp_epoch_s,peak_01,peak_01_freq_mhz,peak_01_ref,peak_02,peak_02_freq_mhz,peak_02_ref,peak_03,peak_03_freq_mhz,peak_03_ref,peak_04,peak_04_freq_mhz,peak_04_ref,peak_05,peak_05_freq_mhz,peak_05_ref,peak_06,peak_06_freq_mhz,peak_06_ref,peak_07,peak_07_freq_mhz,peak_07_ref,peak_08,peak_08_freq_mhz,peak_08_ref,peak_09,peak_09_freq_mhz,peak_09_ref,peak_10,peak_10_freq_mhz,peak_10_ref,peak_11,peak_11_freq_mhz,peak_11_ref,peak_12,peak_12_freq_mhz,peak_12_ref,peak_13,peak_13_freq_mhz,peak_13_ref,peak_14,peak_14_freq_mhz,peak_14_ref,peak_15,peak_15_freq_mhz,peak_15_ref,peak_16,peak_16_freq_mhz,peak_16_ref
1,0,1,0.0034080208333333336,1787091607.745285,1731.924152581227,2752.999979782105,1787.7451324999236,1738.6385212580615,2758.9037812114784,1781.4767093559924,1715.7414188342452,2793.9999641418462,1781.4349879267659,1715.4157318825075,2800.3997641490664,1777.4511416083383,1759.6289085185072,2822.673903726525,1786.960311153223,1747.3797261362595,2828.999950790406,1773.3685545740746,1756.1469572393557,2861.999938201905,1771.7194883393954,1750.464070666626,2868.0452774028267,1780.405492557386,1754.1686584955833,2884.999929428101,1771.3700369838311,1749.3747745820215,2890.981848871031,1768.04421248892,1754.0957453311735,2920.999915695191,1764.6842008741633,1757.587874805147,2927.835990574429,1777.4950790109117,1716.9248250145185,2944.305061938584,1780.8608980040958,1725.0656845065257,2950.999904251099,1773.5033163187334,1740.5729437295595,2979.999893188477,1773.226610019256,1738.0216554085032,2986.7866456523816,1785.9127364978451
1,1,1,0.0102240625,1787091607.745285,1734.4587828957424,2752.999979782105,1776.3906226120978,1742.424534645597,2758.9037812114784,1777.0553382033804,1710.3519882629826,2793.9999641418462,1777.0660818534707,1714.6904820124093,2800.3997641490664,1780.8557324938106,1748.8375920775131,2822.673903726525,1778.7863496041814,1753.2273588654216,2828.999950790406,1776.8152031054192,1759.496087660849,2861.999938201905,1777.3562826665036,1755.331387352141,2868.0452774028267,1770.2690650120733,1751.2129168322278,2884.999929428101,1773.113702356573,1756.352905217471,2890.981848871031,1772.63467004921,1759.3742549744782,2920.999915695191,1771.8208270929485,1750.9363022281993,2927.835990574429,1772.1831310939267,1705.2037625699177,2944.305061938584,1771.6705535348597,1704.4479169850536,2950.999904251099,1772.7169514319773,1731.953632668032,2979.999893188477,1764.2633951768194,1732.8960020784302,2986.7866456523816,1774.9055384051105
1,2,1,0.017040104166666667,1787091607.745285,1729.4968365070147,2752.999979782105,1765.7033652229727,1725.4589815692148,2758.9037812114784,1774.857291316441,1713.3747898645963,2793.9999641418462,1773.12430846349,1713.0487972613626,2800.3997641490664,1779.4845187517192,1756.089953235321,2822.673903726525,1778.4059051869058,1749.2229269187274,2828.999950790406,1769.3416113946878,1750.1301311244918,2861.999938201905,1769.6012164929548,1743.3077757740625,2868.0452774028267,1765.704221047162,1749.3426506097746,2884.999929428101,1776.7754989760674,1754.5557202677508,2890.981848871031,1771.8640309319314,1761.2150105449766,2920.999915695191,1779.012424733319,1754.9141424947275,2927.835990574429,1772.7214750741205,1698.1297337775468,2944.305061938584,1772.5737384234496,1713.3945349512485,2950.999904251099,1763.7643885441819,1732.8970871412416,2979.999893188477,1766.2084848855336,1730.6769416511295,2986.7866456523816,1786.3834703670875
1,3,1,0.023856145833333335,1787091607.745285,1734.026056790048,2752.999979782105,1786.3181526423573,1744.6197084084727,2758.9037812114784,1779.8684628786257,1715.3365681450011,2793.9999641418462,1781.3808111990709,1706.6622550967386,2800.3997641490664,1773.5898462572975,1751.5816089494758,2822.673903726525,1787.1838646575175,1761.6902527737873,2828.999950790406,1788.358651465599,1765.7095393831953,2861.999938201905,1774.1942109606628,1755.8968579026193,2868.0452774028267,1782.430754653544,1753.1795244062719,2884.999929428101,1781.550997952135,1762.8181220772076,2890.981848871031,1777.6902986215118,1759.4306476755203,2920.999915695191,1779.7989271632484,1758.976098053,2927.835990574429,1783.2287342971545,1716.996011247975,2944.305061938584,1774.9081211602531,1721.2631048078981,2950.999904251099,1771.0442430540697,1738.557676437326,2979.999893188477,1778.363419628939,1738.43426964575,2986.7866456523816,1779.9509582174405
1,4,1,0.030672187500000003,1787091607.745285,1724.8152642357184,2752.999979782105,1781.6167741541094,1734.601033102057,2758.9037812114784,1771.215056392701,1704.585261484855,2793.9999641418462,1773.6774001283736,1713.1255921997738,2800.3997641490664,1772.5560717669714,1748.5915884708256,2822.673903726525,1780.3646116697741,1744.27449032613,2828.999950790406,1769.8016474615642,1746.0476816334017,2861.999938201905,1770.6865849558333,1744.1543845707124,2868.0452774028267,1763.0835651190512,1739.9947122291164,2884.999929428101,1759.3652841030657,1750.0284103065685,2890.981848871031,1769.3174190787663,1746.0077024177033,2920.999915695191,1775.2339762203137,1751.3938013876577,2927.835990574429,1761.9453342299112,1714.8799553748815,2944.305061938584,1774.4114833267108,1714.3917535226335,2950.999904251099,1767.992511538344,1737.315692147813,2979.999893188477,1774.6130910535808,1736.841519699239,2986.7866456523816,1780.9533117339608
1,5,1,0.03748822916666667,1787091607.745285,1728.2224837240578,2752.999979782105,1767.3965216859735,1734.8079438823854,2758.9037812114784,1767.8207506800745,1712.7946021945777,2793.9999641418462,1769.0099031084758,1694.8361555154813,2800.3997641490664,1753.722774092979,1731.6246599627104,2822.673903726525,1768.7104869028333,1750.2586117309045,2828.999950790406,1764.249808967815,1756.155530763823,2861.999938201905,1770.2434972644191,1746.7046489592567,2868.0452774028267,1769.0261790506465,1748.3051471711954,2884.999929428101,1766.2572362991716,1748.593850291897,2890.981848871031,1770.9833725586086,1751.3214536785158,2920.999915695191,1772.586942568084,1753.5298927163249,2927.835990574429,1774.9914570406822,1707.6192193660788,2944.305061938584,1765.541751994376,1705.0251245529846,2950.999904251099,1761.638337867164,1725.9554818595836,2979.999893188477,1763.0764434391906,1729.3943362777761,2986.7866456523816,1776.9118042607818
1,6,1,0.04430427083333334,1787091607.745285,1737.477855549103,2752.999979782105,1772.4092215056394,1729.8871076198918,2758.9037812114784,1771.2925848947032,1701.8660787969557,2793.9999641418462,1771.479613045206,1699.6440535501422,2800.3997641490664,1766.472827581991,1742.9867194424917,2822.673903726525,1774.5659137451478,1752.2316685515175,2828.999950790406,1764.048843109087,1753.3662621878534,2861.999938201905,1765.1038603783966,1750.242152397836,2868.0452774028267,1774.162484335361,1751.374438365376,2884.999929428101,1773.920393067824,1754.2058410000916,2890.981848871031,1781.569413454779,1758.3213314179172,2920.999915695191,1778.5175902436042,1755.624232050616,2927.835990574429,1785.758000427912,1726.339364856191,2944.305061938584,1783.2061008038634,1721.8178928385855,2950.999904251099,1775.234098480912,1752.1586789742337,2979.999893188477,1771.48207353975,1734.8613106336156,2986.7866456523816,1780.76174465874
1,7,1,0.05112031250000001,1787091607.745285,1729.1728612036557,2752.999979782105,1780.064859247486,1740.8721154140048,2758.9037812114784,1774.5943240517163,1705.1786838646576,2793.9999641418462,1771.7084848855336,1707.995690313904,2800.3997641490664,1773.5415533209034,1739.7841030656846,2822.673903726525,1771.6296726472476,1751.0498364764496,2828.999950790406,1767.9464804230217,1748.7622642662836,2861.999938201905,1770.1066570895864,1751.6549194608308,2868.0452774028267,1780.2368493443776,1751.8660635143808,2884.999929428101,1773.2612250511966,1745.8205978543265,2890.981848871031,1769.1676039979216,1764.779915640187,2920.999915695191,1780.9411620869885,1763.3108322890241,2927.835990574429,1793.3434605862396,1723.1729681816792,2944.305061938584,1774.8232264571934,1722.7623253965828,2950.999904251099,1787.1634318549989,1746.4654002506343,2979.999893188477,1784.6544457010118,1740.2042668948864,2986.7866456523816,1777.9473973775102
1,8,1,0.05793635416666667,1787091607.745285,1736.368371183177,2752.999979782105,1781.8084176422044,1746.7148271540789,2758.9037812114784,1776.498548155393,1707.1539260934683,2793.9999641418462,1769.0825411865392,1712.364382431152,2800.3997641490664,1776.6028364458843,1754.5319864290736,2822.673903726525,1779.4822722132226,1748.6140691383684,2828.999950790406,1771.4474737903843,1751.6245988324113,2861.999938201905,1769.0406974967143,1755.8491915517927,2868.0452774028267,1780.4850077941132,1758.324464345753,2884.999929428101,1772.8263441024544,1753.993718861754,2890.981848871031,1768.2861662132836,1759.8123758290797,2920.999915695191,1791.2339762203137,1768.2663294311826,2927.835990574429,1784.7687899257267,1720.762218418559,2944.305061938584,1783.2723966133815,1714.9598985237033,2950.999904251099,1776.112663141486,1744.0385732188158,2979.999893188477,1776.3342146284806,1732.263914784363,2986.7866456523816,1782.3270776660452
1,9,1,0.06475239583333334,1787091607.745285,1737.8217746125868,2752.999979782105,1774.5678699147231,1740.2585353180305,2758.9037812114784,1779.8704801785004,1717.175933001192,2793.9999641418462,1786.215866369166,1714.5960815478193,2800.3997641490664,1774.9514472598344,1759.3539291499833,2822.673903726525,1784.6601308188403,1760.719442491671,2828.999950790406,1772.0806614298376,1746.037763242351,2861.999938201905,1769.3183207506802,1754.444142189076,2868.0452774028267,1776.1518629458692,1746.307011645322,2884.999929428101,1771.797383623193,1755.8266039062262,2890.981848871031,1776.6812054895008,1758.4952318366597,2920.999915695191,1771.4334596692852,1757.761286181496,2927.835990574429,1785.586927285509,1720.4238774948803,2944.305061938584,1773.342711740074,1718.777210624446,2950.999904251099,1776.536158571996,1739.2577864718648,2979.999893188477,1773.8860836873796,1747.681923770517,2986.7866456523816,1783.708209799187
