save_id,timestamp_epoch_s,n_channels,rank,condition_number,residual_norm_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,status
000000,0.0066805412061512,8,3,1.4603034400346002,35.51194589130787,2.394764856451015,1.3861888465280785,11.254921076156256,ok
000001,0.0767549369484186,8,3,1.4603034400346002,35.51194589130787,2.394764856451015,1.3861888465280785,11.254921076156256,ok
000002,0.1470264787785709,8,3,1.4603034400346002,35.51194589130787,2.394764856451015,1.3861888465280785,11.254921076156256,ok
000003,0.2117745415307581,8,3,1.4603034400346002,35.51194589130787,2.394764856451015,1.3861888465280785,11.254921076156256,ok
000004,0.278145853895694,8,3,1.4603034400346002,51.43185933517482,1.3812492654496975,-0.3069056497377663,6.226165493244572,ok
000005,0.3469370622187853,8,3,1.4603034400346002,64.88473299353517,-4.703851643283693,1.8808067467765153,5.678926756232109,ok
000006,0.4132149163633585,8,3,1.4603034400346002,33.98179311391382,-4.819785209304169,-0.08151604054317473,4.506268715566452,ok
000007,0.4827337493188679,8,3,1.4603034400346002,33.98179311391382,-4.819785209304169,-0.08151604054317473,4.506268715566452,ok
000008,0.5498430621810257,8,3,1.4603034400346002,64.60820344299457,-0.44016975864013597,-0.5444364566338665,3.860966267152868,ok
000009,0.6157688125967979,8,3,1.4603034400346002,45.889321756036836,1.5652962972240951,0.5906721881400486,3.5507806809535114,ok
000010,0.6828874996863306,8,3,1.4603034400346002,46.56825009748629,-0.15861026469933462,0.3812440000427442,4.01839963123758,ok
000011,0.7497110618278384,8,3,1.4603034400346002,51.3291307679959,-0.1585741671012974,0.38200609836335525,4.017582396491754,ok
000012,0.8484418746083975,8,3,1.4603034400346002,82.20246653111663,-4.12281356484405,2.6984159350898773,5.963327921492628,ok
000013,0.9148447499610484,8,3,1.4603034400346002,103.15595994241866,-2.0445151888010114,3.7897506581939013,8.19709890360354,ok
000014,0.983400832861662,8,3,1.4603034400346002,92.64061961040413,-2.1608419629733486,5.6615627311149,6.829197144944308,ok
000015,1.0514013743959367,8,3,1.4603034400346002,80.78441893935745,-2.4055336480822707,5.652282928386886,6.522236446697171,ok
000016,1.1175975413061678,8,3,1.4603034400346002,81.68526770909831,-2.3668060204698285,5.0664408308048365,6.983452014655889,ok
000017,1.1861663539893923,8,3,1.4603034400346002,90.4110389614666,-1.1354467405576525,4.861716779134178,6.805399167123875,ok
000018,1.2554208328947425,8,3,1.4603034400346002,82.62050080380536,0.19667772503421868,5.742119892147514,6.017322251265804,ok
000019,1.325951062142849,8,3,1.4603034400346002,64.79355997134789,-0.5934633491208127,5.900793870665673,5.9149742206365605,ok
