batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_01_spike_sig,peak_01_spike_ref,peak_02,peak_02_ref,peak_02_freq_mhz,peak_02_spike_sig,peak_02_spike_ref,peak_03,peak_03_ref,peak_03_freq_mhz,peak_03_spike_sig,peak_03_spike_ref,peak_04,peak_04_ref,peak_04_freq_mhz,peak_04_spike_sig,peak_04_spike_ref,peak_05,peak_05_ref,peak_05_freq_mhz,peak_05_spike_sig,peak_05_spike_ref,peak_06,peak_06_ref,peak_06_freq_mhz,peak_06_spike_sig,peak_06_spike_ref,peak_07,peak_07_ref,peak_07_freq_mhz,peak_07_spike_sig,peak_07_spike_ref,peak_08,peak_08_ref,peak_08_freq_mhz,peak_08_spike_sig,peak_08_spike_ref,peak_09,peak_09_ref,peak_09_freq_mhz,peak_09_spike_sig,peak_09_spike_ref,peak_10,peak_10_ref,peak_10_freq_mhz,peak_10_spike_sig,peak_10_spike_ref,peak_11,peak_11_ref,peak_11_freq_mhz,peak_11_spike_sig,peak_11_spike_ref,peak_12,peak_12_ref,peak_12_freq_mhz,peak_12_spike_sig,peak_12_spike_ref,peak_13,peak_13_ref,peak_13_freq_mhz,peak_13_spike_sig,peak_13_spike_ref,peak_14,peak_14_ref,peak_14_freq_mhz,peak_14_spike_sig,peak_14_spike_ref,peak_15,peak_15_ref,peak_15_freq_mhz,peak_15_spike_sig,peak_15_spike_ref,peak_16,peak_16_ref,peak_16_freq_mhz,peak_16_spike_sig,peak_16_spike_ref,delta_f_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT,B_status,B_rank,B_condition_number
0,0.006765291444025934,1778794429.659092,0.012668832903727889,7910.026878992574,7923.536201363207,2761.584495374388,False,False,7917.777578934499,7927.168435369991,2770.153838051533,False,False,7892.511302992328,7905.1671317663595,2798.9999244689943,False,False,7894.127141852859,7910.492370938654,2805.850642168135,False,False,7917.684818290186,7928.895682672615,2829.7709661102144,False,False,7926.41217562735,7932.574656906196,2838.5720711579306,False,False,7923.32986520769,7930.123773573372,2863.872267608805,False,False,7924.855799737141,7928.355876150014,2871.6611038071137,False,False,7917.634761744657,7923.309744169697,2883.4270782170065,False,False,7925.546234373568,7931.314686554391,2890.9262861625352,False,False,7921.102133447443,7925.928951309717,2915.4088743403877,False,False,7927.656492037779,7935.424944218602,2922.9578898169952,False,False,7893.307357031515,7905.17893144237,2942.999869537354,False,False,7894.6728825992595,7908.42155454351,2949.1913204942225,False,False,7900.048869089465,7912.981854998931,2971.6422925822985,False,False,7902.1931090870185,7917.309540911452,2979.589622972678,False,False,-0.26396265866462837,-9.405637595446114,0.12200089058100408,4.33609173036754,-0.7121278852052404,-25.296938289057852,-0.07582149449379406,-2.7712843025657317,0.19733391346043694,7.194854754976833,0.5669448935030234,20.131419883652715,0.058713742548779646,2.086516190847642,-0.030258328682460263,-1.0781700743359142,13.31467486055511,2.1578325766086093,-4.958744799364784,14.371011031106994,16.600410411956396,ok,3,5.815824489474775
1,0.21647379139903933,1778794429.868908,0.012884416850283742,7910.325856588318,7924.532690955772,2761.584495374388,False,False,7918.938570162301,7929.83957117095,2770.153838051533,False,False,7895.232727633952,7908.047508940307,2798.9999244689943,False,False,7897.291906348381,7913.637931350674,2805.850642168135,False,False,7919.587743375004,7928.503359109944,2829.7709661102144,False,False,7930.444596081547,7935.708899043309,2838.5720711579306,False,False,7928.914021762384,7931.34691291989,2863.872267608805,False,False,7929.45552617905,7935.58797108537,2871.6611038071137,False,False,7925.339366384449,7929.717978421005,2883.4270782170065,False,False,7928.623428187182,7937.106965797599,2890.9262861625352,False,False,7927.874985481552,7931.998386160101,2915.4088743403877,False,False,7933.0120839319015,7937.071549958737,2922.9578898169952,False,False,7894.262556163461,7905.878150502797,2942.999869537354,False,False,7896.702925084818,7909.688366904056,2949.1913204942225,False,False,7904.987725035913,7916.3110768102215,2971.6422925822985,False,False,7905.715736467279,7921.5588562521025,2979.589622972678,False,False,-0.21890198926464272,-7.800015314140965,0.11606413866948863,4.12509080450402,-0.565075617652019,-20.073196577991805,0.422190783195832,15.431121451375583,0.4896330763248281,17.852171507741932,0.17016078312368904,6.042171315148963,0.042776499747601573,1.5201527859854658,0.08151173644139469,2.9044404884533854,8.728805046230784,3.2824395117548235,-6.802266079594711,11.542844991640408,25.463160812215598,ok,3,5.815824489474775
2,0.35963614587672055,1778794430.012172,0.013089457992464304,7907.966551028518,7923.161885258429,2761.584495374388,False,False,7919.951890454504,7927.106599015802,2770.153838051533,False,False,7894.528118409389,7909.992057645873,2798.9999244689943,False,False,7896.776188220191,7912.470218846471,2805.850642168135,False,False,7919.213820032399,7929.271216798607,2829.7709661102144,False,False,7927.820131735794,7932.62211235749,2838.5720711579306,False,False,7924.4052923556565,7926.776383837148,2863.872267608805,False,False,7926.113595378549,7932.404726900389,2871.6611038071137,False,False,7921.291050524193,7927.170117981477,2883.4270782170065,False,False,7928.467246385672,7932.036464223493,2890.9262861625352,False,False,7919.055747776384,7928.885492251735,2915.4088743403877,False,False,7929.021899929699,7934.290072439404,2922.9578898169952,False,False,7893.615971818933,7902.6883898279175,2942.999869537354,False,False,7892.120373200477,7910.730676712412,2949.1913204942225,False,False,7901.843653146681,7913.368166396675,2971.6422925822985,False,False,7907.348752941894,7919.303583763793,2979.589622972678,False,False,-0.48211872270449163,-17.179073762471837,0.007423492999231861,0.2638418986215378,-0.7338388350727263,-26.06817695335525,0.4379763326121065,16.008085089414635,0.022325097777829383,0.8139798835659438,-0.424850637076411,-15.085851660073157,0.29873475994977894,10.616167294843189,-0.11431119097474254,-4.073156404772189,-1.2762571270063232,7.970170513868249,-2.0762665576241077,8.334466575173096,37.82014985079272,ok,3,5.815824489474775
3,0.5044846874661744,1778794430.156924,0.012895625084638596,7908.997832930892,7922.0852141088735,2761.584495374388,False,False,7919.355902130391,7926.376046092247,2770.153838051533,False,False,7894.077962527126,7911.428188709234,2798.9999244689943,False,False,7897.177118928998,7911.9925054253135,2805.850642168135,False,False,7913.946793715804,7925.494877280924,2829.7709661102144,False,False,7924.115791484549,7932.539740807531,2838.5720711579306,False,False,7924.664923434301,7930.01780572791,2863.872267608805,False,False,7926.350143656203,7930.658957117094,2871.6611038071137,False,False,7923.307885808601,7926.4528288045985,2883.4270782170065,False,False,7928.503255188434,7933.171342115718,2890.9262861625352,False,False,7922.697782498396,7927.330780633922,2915.4088743403877,False,False,7927.385605342788,7934.148210410489,2922.9578898169952,False,False,7894.2467463398225,7908.431569214781,2942.999869537354,False,False,7896.306948986766,7910.00995506923,2949.1913204942225,False,False,7902.640964941774,7914.290971054802,2971.6422925822985,False,False,7905.960207231714,7920.584523336492,2979.589622972678,False,False,-0.37239998316186423,-13.269525696893941,-0.08358699901365793,-2.970805323332575,-0.5099097754560163,-18.113538861043985,0.08441306716792706,3.0853072672294823,0.30174116783766575,11.001575137891077,0.45991413013248167,16.33090723670573,-0.015195678734455608,-0.5400103678286106,0.007459346689835571,0.26579274947658654,4.7550022843531154,2.9580760333767584,-2.4161659536049522,6.099026025424146,22.2360844129167,ok,3,5.815824489474775
4,0.6514625414274633,1778794430.303256,0.011603583116084337,7909.729596234373,7923.057164471071,2761.584495374388,False,False,7920.160890362808,7926.64873918758,2770.153838051533,False,False,7894.456456887856,7906.750780939573,2798.9999244689943,False,False,7895.815814408411,7912.691522755755,2805.850642168135,False,False,7915.962164929549,7927.25184460678,2829.7709661102144,False,False,7925.224365009017,7929.158536846288,2838.5720711579306,False,False,7923.208113518967,7927.372694623589,2863.872267608805,False,False,7923.069630467342,7931.0446984748,2871.6611038071137,False,False,7920.745548185958,7924.091117767524,2883.4270782170065,False,False,7924.885218693645,7934.004549622521,2890.9262861625352,False,False,7924.836661368708,7929.090462145063,2915.4088743403877,False,False,7929.116980468871,7936.085018491914,2922.9578898169952,False,False,7894.684375095516,7907.463945349513,2942.999869537354,False,False,7898.380990005197,7911.162093101446,2949.1913204942225,False,False,7903.752708072256,7917.061237277257,2971.6422925822985,False,False,7904.843182443377,7919.4378243726505,2979.589622972678,False,False,-0.4152837925103078,-14.797581110050432,0.15068085112143947,5.355419860960812,-0.9552956132921543,-33.934992126160694,0.4302009622217287,15.723894411647763,0.6113431257339977,22.289757082182962,0.5371317331601589,19.07279627525846,-0.0001393134933114954,-0.004950797663025513,-0.07310847122935982,-2.605013868648838,12.158168821952573,1.863449018541585,-7.356991541430947,14.332439983774211,35.561068155530705,ok,3,5.815824489474775
5,0.8036935208365321,1778794430.455287,0.011204957962036133,7908.577261056943,7920.765349818136,2761.584495374388,False,False,7922.004465568358,7928.732614542896,2770.153838051533,False,False,7893.27944188037,7907.290203869548,2798.9999244689943,False,False,7895.6346578231505,7912.406356022861,2805.850642168135,False,False,7919.6027416939205,7926.263465476664,2829.7709661102144,False,False,7926.351586331266,7933.576198917994,2838.5720711579306,False,False,7923.638730629337,7928.975314056913,2863.872267608805,False,False,7924.816470030872,7928.369980438304,2871.6611038071137,False,False,7919.719165877068,7924.536589540605,2883.4270782170065,False,False,7928.05862090045,7932.915670752208,2890.9262861625352,False,False,7923.113804749824,7925.464159305559,2915.4088743403877,False,False,7928.422219335514,7934.239105052419,2922.9578898169952,False,False,7893.248850750373,7906.18053305621,2942.999869537354,False,False,7894.802558303022,7909.247256777822,2949.1913204942225,False,False,7903.380152520096,7914.246466668706,2971.6422925822985,False,False,7905.393529357827,7919.35338509032,2979.589622972678,False,False,-0.33882733171223983,-12.073249699937142,0.09069463747423849,3.223421285434119,-0.12088433960400943,-4.294177692809768,0.03177907678199652,1.161528893936355,0.19345535240766304,7.053441234393039,0.6368015209098221,22.611930977584368,0.04728648951784904,1.6804247473301301,0.013298838119796357,0.47386653224219955,8.315861215680489,3.115823693119259,-5.634986319738281,10.51736544333703,16.70541221664631,ok,3,5.815824489474775
6,0.956782812369056,1778794430.6086268,0.011704290984198451,7908.341457040684,7920.692451936302,2761.584495374388,False,False,7920.342346486536,7923.39179172907,2770.153838051533,False,False,7893.5259513402825,7907.141816181189,2798.9999244689943,False,False,7893.386048537459,7912.976098053,2805.850642168135,False,False,7915.590527860133,7924.395282269157,2829.7709661102144,False,False,7923.9383852431465,7931.449682122444,2838.5720711579306,False,False,7921.641441758108,7926.196245071369,2863.872267608805,False,False,7925.2615429287525,7930.266265244369,2871.6611038071137,False,False,7922.978307913317,7927.430439832502,2883.4270782170065,False,False,7930.223927927375,7936.034751046855,2890.9262861625352,False,False,7923.822732830027,7926.191145276156,2915.4088743403877,False,False,7929.17532781123,7933.722826053735,2922.9578898169952,False,False,7894.988256869519,7905.979565669224,2942.999869537354,False,False,7892.538863587736,7910.938917076749,2949.1913204942225,False,False,7901.418675306415,7913.240498823242,2971.6422925822985,False,False,7901.559797658709,7915.463937708225,2979.589622972678,False,False,-0.5522839646198672,-19.679233597925347,0.19654860463303672,6.985627523749307,-0.31677846006237825,-11.252929876761117,0.19073180871342224,6.97126944036615,0.2895634559275727,10.557572042302354,0.466698668439591,16.571816698881555,0.2320508155785647,8.246413237953933,-0.034899381571700604,-1.2435408848357596,13.165767458213777,7.1177909337075835,-8.477094795255855,17.200625474310073,21.610344375114273,ok,3,5.815824489474775
7,1.1065757499309257,1778794430.7600372,0.01493708393536508,7909.973892777454,7920.897408075312,2761.584495374388,False,False,7916.847437112205,7927.916983525385,2770.153838051533,False,False,7895.668403276584,7908.452646941956,2798.9999244689943,False,False,7896.984052633188,7912.674123544335,2805.850642168135,False,False,7919.110412018218,7925.754754409024,2829.7709661102144,False,False,7924.367625393526,7931.09072347709,2838.5720711579306,False,False,7923.580375645688,7927.011306048844,2863.872267608805,False,False,7925.806809915334,7931.261021792951,2871.6611038071137,False,False,7920.810544976617,7926.677659932146,2883.4270782170065,False,False,7929.417733899808,7934.189898218053,2890.9262861625352,False,False,7923.564671271815,7928.315794541064,2915.4088743403877,False,False,7929.715100712167,7935.950768713514,2922.9578898169952,False,False,7892.558053916924,7907.173573371641,2942.999869537354,False,False,7896.458743161047,7912.706472170433,2949.1913204942225,False,False,7903.183907448727,7915.385429593177,2971.6422925822985,False,False,7906.441047467679,7920.090382675674,2979.589622972678,False,False,-0.027046714131089954,-0.9637408281596175,0.09554050229045853,3.395650473729589,-0.1718164967834105,-6.103442101441329,0.30286364431861995,11.069700866773871,0.11075111322521548,4.038019414068812,0.3745295202729999,13.299019213052626,0.05083841400871925,1.8066498462107157,-0.06552699740048273,-2.3348694635351994,0.6357060433718073,0.2394013057117496,-1.5869255187755085,1.7262003826024501,17.798405521070322,ok,3,5.815824489474775
8,1.2578139373799786,1778794430.9107788,0.013946625171229243,7909.121811290766,7923.245959287221,2761.584495374388,False,False,7918.0877449032605,7925.405481859583,2770.153838051533,False,False,7891.350453892473,7908.246252712657,2798.9999244689943,False,False,7896.473273833175,7913.29350337745,2805.850642168135,False,False,7917.527728703732,7926.173544334748,2829.7709661102144,False,False,7924.2219335513655,7931.202897576184,2838.5720711579306,False,False,7924.638126967632,7929.408790537028,2863.872267608805,False,False,7925.607306599016,7929.712820552006,2871.6611038071137,False,False,7917.9296023474035,7923.920257052909,2883.4270782170065,False,False,7929.230630864688,7935.863561756885,2890.9262861625352,False,False,7924.978677751627,7927.593934346059,2915.4088743403877,False,False,7929.718216829172,7937.479715438458,2922.9578898169952,False,False,7896.2418971788375,7906.84878045053,2942.999869537354,False,False,7893.947536448941,7911.596286334321,2949.1913204942225,False,False,7903.150206314761,7914.927013479231,2971.6422925822985,False,False,7907.307210318795,7921.174068527066,2979.589622972678,False,False,-0.41336921601736315,-14.729360049039386,-0.002845642634679559,-0.10113833954042095,-0.3556744347319788,-12.63463264581651,0.11142481810256509,4.0725898557585785,0.23706995539357723,8.643642980138809,0.8584526435737582,30.4824522031308,0.22054721382058293,7.837608582022639,-0.03488687335762729,-1.2430951899582015,8.507546089066292,6.798530773432522,-2.594002721038716,11.194963655664651,26.72182627921106,ok,3,5.815824489474775
9,1.4071063959272578,1778794431.059226,0.01225629192776978,7907.774661490967,7922.758073784271,2761.584495374388,False,False,7919.561880673656,7924.04016566311,2770.153838051533,False,False,7892.61994681664,7908.369207140017,2798.9999244689943,False,False,7895.826428156617,7909.383962465996,2805.850642168135,False,False,7915.754457927072,7925.281420973806,2829.7709661102144,False,False,7928.57550356084,7936.188551823211,2838.5720711579306,False,False,7924.763778769446,7928.909976464836,2863.872267608805,False,False,7926.549271021182,7931.5615475135255,2871.6611038071137,False,False,7919.72315615735,7927.196338295076,2883.4270782170065,False,False,7928.601936302228,7936.1921401717755,2890.9262861625352,False,False,7923.484870250939,7927.891487605832,2915.4088743403877,False,False,7928.879020081304,7935.667643732615,2922.9578898169952,False,False,7893.4617660543445,7904.455220527556,2942.999869537354,False,False,7894.831462236759,7911.996312314697,2949.1913204942225,False,False,7904.472832166763,7914.215773145459,2971.6422925822985,False,False,7904.326460250022,7918.509999388696,2979.589622972678,False,False,-0.6190889679986908,-22.059659884440727,-0.07232791969692937,-2.5706410254793224,-0.38259814122855956,-13.591044206024428,0.22044422461880744,8.057261642704473,0.1988455251781605,7.249968579885204,0.4931705519706092,17.511796242892103,0.19312098475940812,6.862959913655189,0.07790966354652779,2.7760907953299427,4.224922132084023,9.531660915731669,-5.3170795539735565,11.70358328965722,21.126796564452363,ok,3,5.815824489474775
10,1.559165041311644,1778794431.21124,0.01216641697101295,7907.794826848427,7923.492039306782,2761.584495374388,False,False,7922.468537763243,7930.295057615307,2770.153838051533,False,False,7894.694732096463,7907.537780053183,2798.9999244689943,False,False,7894.806189442797,7911.0733517743065,2805.850642168135,False,False,7914.824562154232,7923.706507320354,2829.7709661102144,False,False,7926.293208423755,7934.0697191062745,2838.5720711579306,False,False,7924.6897820704835,7928.5693385701625,2863.872267608805,False,False,7926.854499190023,7931.350868050249,2871.6611038071137,False,False,7921.755549102914,7927.6300409573,2883.4270782170065,False,False,7928.32710517468,7932.869838310359,2890.9262861625352,False,False,7921.249958737049,7926.721679860622,2915.4088743403877,False,False,7929.169884158083,7935.398720848489,2922.9578898169952,False,False,7895.263823088913,7908.571478130635,2942.999869537354,False,False,7896.606392701043,7911.150883332824,2949.1913204942225,False,False,7905.576336461166,7917.178934498885,2971.6422925822985,False,False,7903.963870464897,7919.571919797048,2979.589622972678,False,False,-0.47282266075921225,-16.84783225215956,0.11267979267883975,4.0048061525406675,-0.29732345410342037,-10.56182916945604,0.20268793696961857,7.408267296674186,0.09360236442760853,3.412770795295018,0.27822232873964653,9.879285597332245,0.038638160598509566,1.373088210249634,0.057129388903357795,2.035644404788401,4.544554840029867,4.543651823602039,-8.631173435798987,10.760804127341187,12.770218270012538,ok,3,5.815824489474775
11,1.7172681043157354,1778794431.368945,0.011369874933734536,7908.043749426904,7921.08238377602,2761.584495374388,False,False,7918.393867102731,7922.114946358162,2770.153838051533,False,False,7890.620426689488,7908.414046214506,2798.9999244689943,False,False,7896.282834611976,7911.3119555582725,2805.850642168135,False,False,7915.376194333221,7925.922949842589,2829.7709661102144,False,False,7922.65875385885,7930.640870189809,2838.5720711579306,False,False,7919.151314301433,7925.470035455573,2863.872267608805,False,False,7923.91256991778,7932.017173029313,2871.6611038071137,False,False,7922.897200232294,7925.815282574808,2883.4270782170065,False,False,7928.669311061529,7934.435340954244,2890.9262861625352,False,False,7924.732383776018,7925.728541736712,2915.4088743403877,False,False,7928.018572913165,7935.572414952471,2922.9578898169952,False,False,7891.157230186141,7907.2991319497505,2942.999869537354,False,False,7895.080076107222,7910.123444998013,2949.1913204942225,False,False,7901.785969068068,7913.226163768073,2971.6422925822985,False,False,7904.10726686432,7919.231384295626,2979.589622972678,False,False,-0.5531182651165071,-19.70896177295129,-0.09133833189851251,-3.246299135396412,-0.450601753163808,-16.00673836756287,0.28569625509328256,10.442230825542918,0.3982140417704628,14.519005586463344,1.0454094214379948,37.121025790106174,-0.03462374477719948,-1.2304275103121454,0.0414927629186795,1.4784774053421943,3.555274534289416,4.554704907451113,-5.137087201763722,7.731427987548659,39.47390401621746,ok,3,5.815824489474775
