batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT,B_status,B_rank,B_condition_number
0,0.005434020422399044,1778434390.1706839,0.00998679082840681,6623.111263257631,6622.4157471650815,2760.3802684056104,6625.48554421249,6623.492511538345,2771.59737407325,6626.501034630315,6627.870584100009,2796.1739479157573,6628.789566586178,6631.702402420761,2807.196968046192,6633.789234954305,6634.310066632026,2833.479253626048,6642.272697680104,6638.900113091053,2851.212574393018,6615.220724699697,6614.194351560351,2869.4962310414535,6615.04574685943,6621.510037595134,2875.69948388906,6591.617442002627,6600.758252590397,2878.3839441093337,6588.125579973715,6599.373880551395,2883.4692263429547,6623.0444203319375,6625.037619586148,2904.300960477125,6633.49371427698,6632.205029495371,2918.682128440234,6632.426944707644,6631.833737812148,2939.78632617266,6633.902937310877,6633.615771617202,2952.5054583894484,6618.322173487788,6622.952752391723,2971.2486231784974,6623.128199407036,6626.890488125439,2982.085668039493,-0.10983705086435296,-3.9143891651841503,-0.21645233052502422,-7.6943686236393845,-1.5359033818216412,-54.58396892941261,0.4707763095448319,19.52879667059843,-0.15536239727123827,-6.4018146698922545,-1.5204651466475896,-54.008511007640514,-0.3701853324458604,-13.157774527334976,-0.22241335839059087,-7.926353585059642,-7.167885562929625,27.93922748393376,6.019509688089097,29.465463049598476,94.77649490466546,ok,3,15.25452885483929
1,0.23551749938633293,1778434390.400617,0.009687083074823022,6618.80989546719,6620.646260353945,2760.3802684056104,6617.513441024543,6622.89879878962,2771.59737407325,6625.289653696855,6622.663674847939,2796.1739479157573,6625.2684827459725,6626.42579545802,2807.196968046192,6628.644259864903,6627.801030045541,2833.479253626048,6634.059065623376,6633.116323318152,2851.212574393018,6607.366268300883,6609.219005410031,2869.4962310414535,6613.583490234434,6616.54256197084,2875.69948388906,6586.978569245347,6595.914666687044,2878.3839441093337,6583.152162484335,6596.4880490265,2883.4692263429547,6613.628231500443,6622.180236574258,2904.300960477125,6627.472168903017,6628.733290032705,2918.682128440234,6627.966836812666,6628.600201729988,2939.78632617266,6628.469440963415,6629.329852981631,2952.5054583894484,6614.597984228382,6619.031896261882,2971.2486231784974,6620.39395115689,6621.234702142618,2982.085668039493,0.12867827275412885,4.585855434933614,-0.012626855370053309,-0.44885485658163615,0.5098423338582077,18.119120277741093,0.23968363375411486,9.942583885284794,-0.09843935961740169,-4.056261666671298,-2.5858905298238066,-91.85353406651456,-0.3800231789774152,-13.507448474818169,-0.35800780399448856,-12.758660096699893,0.8807484301426242,15.53716448246734,9.188874762233473,18.072482323921484,77.61515896743313,ok,3,15.25452885483929
2,0.38386293733492494,1778434390.54921,0.010181874968111515,6618.531355258734,6618.012508787481,2760.3802684056104,6619.052926613076,6625.119141424946,2771.59737407325,6625.0370220374725,6625.9912614237255,2796.1739479157573,6628.313026866766,6628.526726166824,2807.196968046192,6631.519806216951,6631.188765779259,2833.479253626048,6635.964938716876,6636.961481798453,2851.212574393018,6609.398982180518,6611.36987346028,2869.4962310414535,6618.685513647339,6620.734025124552,2875.69948388906,6590.369630467341,6597.749628633431,2878.3839441093337,6586.2184812177165,6598.856449246569,2883.4692263429547,6619.6385182015465,6625.528948253201,2904.300960477125,6632.199619463888,6632.192354127825,2918.682128440234,6630.6231255922,6632.2732570223425,2939.78632617266,6632.625002292387,6634.235293578262,2952.5054583894484,6616.598589418345,6621.474783751566,2971.2486231784974,6618.636925757251,6622.593266497539,2982.085668039493,0.27807072369442304,9.909925834849819,-0.4237684470134063,-15.063966437688128,1.279213513736402,45.46155149750231,0.20240475214001485,8.396177058116825,-0.07717063358075534,-3.179869149931158,-2.2148887156979566,-78.67516190438386,-0.41329627146585135,-14.690098921548211,-0.22491131564938013,-8.015375632192075,1.8856615003943256,29.205684364815895,9.257955643703072,30.695886714869378,61.93227012729765,ok,3,15.25452885483929
3,0.5739912914577872,1778434390.739379,0.010263666976243258,6618.707502215972,6619.304254668826,2760.3802684056104,6618.352998441177,6623.624403215453,2771.59737407325,6626.778049637802,6628.474637038848,2796.1739479157573,6631.2595072897875,6627.350206314759,2807.196968046192,6633.989008772197,6633.55623070575,2833.479253626048,6640.984460677934,6639.6155973958475,2851.212574393018,6615.035579362409,6614.986352660696,2869.4962310414535,6617.705946449858,6622.675839777486,2875.69948388906,6594.632603845096,6602.202186936456,2878.3839441093337,6589.027773023199,6600.939118806737,2883.4692263429547,6620.059244429502,6627.596446801357,2904.300960477125,6629.773703273529,6631.823790384204,2918.682128440234,6634.9803557783425,6632.364587217655,2939.78632617266,6634.145539016414,6634.796613381422,2952.5054583894484,6617.550333160131,6622.1376669621295,2971.2486231784974,6621.953916923923,6625.307155301525,2982.085668039493,0.1840724355477282,6.560000852598726,-0.8656807507494821,-30.772904087005585,0.05880861269309562,2.089980089902919,0.38127625219195627,15.81614506384896,-0.09989889096092268,-4.116402661726927,-2.1058333085750864,-74.80139987239997,-0.0018070145406158587,-0.06422807120948408,-0.24059147692041327,-8.574184255038826,-1.8013496298935399,54.731652573606,9.097591805114149,55.5118440567372,69.58615790415563,ok,3,15.25452885483929
4,0.7639678748091683,1778434390.929461,0.010474500013515353,6622.35514411468,6621.946348992878,2760.3802684056104,6622.0611868447595,6626.256640278754,2771.59737407325,6629.10093987835,6630.297348473272,2796.1739479157573,6630.648039245652,6629.712452241953,2807.196968046192,6633.804907234771,6635.597910872025,2833.479253626048,6642.79034294098,6644.174143411683,2851.212574393018,6619.059446159488,6618.187946633248,2869.4962310414535,6623.422144450897,6627.071670691077,2875.69948388906,6594.368644741265,6602.6759895467185,2878.3839441093337,6589.479142341901,6601.680828009902,2883.4692263429547,6620.087546229789,6627.511302992328,2904.300960477125,6634.370172998747,6632.571696671455,2918.682128440234,6633.578188709235,6635.76869670202,2939.78632617266,6637.404765106825,6637.275506617354,2952.5054583894484,6619.8332961457345,6620.713616774154,2971.2486231784974,6622.121152611793,6629.898060641257,2982.085668039493,0.1805496063327418,6.434453740750585,-0.5500660024579193,-19.553545946938403,0.3415017371172202,12.136518760729858,0.36318836875510263,15.065821416124793,-0.11102623334166871,-4.574912474533229,-3.095979776416265,-109.97243718653006,-0.6967826901805324,-24.76626902360099,0.1636473843347355,5.832055416515567,-6.009292845110836,36.128675192791874,4.104129821697282,36.85426234885051,98.4060516454794,ok,3,15.25452885483929
5,0.939085082965903,1778434391.105868,0.013041000114753842,6622.729677232021,6624.633829507597,2760.3802684056104,6625.738774948804,6627.5371473545865,2771.59737407325,6626.643544640401,6627.295639881408,2796.1739479157573,6631.462843475869,6631.866055873094,2807.196968046192,6635.441874254975,6635.635380688938,2833.479253626048,6642.0672631965035,6639.46241862029,2851.212574393018,6614.9775361432885,6615.282940061741,2869.4962310414535,6621.987145826328,6620.787581379712,2875.69948388906,6591.968244337806,6603.978124522419,2878.3839441093337,6588.341822294222,6600.429467860746,2883.4692263429547,6618.9034645597085,6625.094813094111,2904.300960477125,6630.627039459609,6629.099160986642,2918.682128440234,6627.844603722835,6630.279359354465,2939.78632617266,6634.17040070911,6636.278061863863,2952.5054583894484,6622.218103738118,6626.300548644435,2971.2486231784974,6624.546657700889,6628.801820154661,2982.085668039493,-0.05122547178109101,-1.8255809869566122,-0.37911137395570044,-13.47651306666028,-0.945309208243088,-33.59503537926341,0.1452267257010144,6.024311631343463,-0.20566967915026174,-8.474760896212867,-2.6981337962546297,-95.84053219266609,-0.4492307266553266,-15.967344176031347,-0.17058719230708508,-6.079375866147274,-3.0996716038896595,10.664845140144276,9.081568879288772,14.34649013607458,97.27964414469999,ok,3,15.25452885483929
6,1.1037914578337222,1778434391.269264,0.010431583970785141,6620.031450010698,6623.291469266743,2760.3802684056104,6621.929010911759,6628.543275667083,2771.59737407325,6633.441217104257,6629.896364275453,2796.1739479157573,6629.821219855122,6631.961801204267,2807.196968046192,6634.9986169269805,6635.523017085919,2833.479253626048,6640.613596906807,6638.967927988507,2851.212574393018,6615.155599535409,6615.535909466026,2869.4962310414535,6620.709756395756,6625.714498578721,2875.69948388906,6596.048983708776,6603.471383378672,2878.3839441093337,6590.852601094232,6604.692031665496,2883.4692263429547,6622.551308188403,6628.486039367914,2904.300960477125,6631.90354861387,6634.579773512241,2918.682128440234,6635.011011095148,6632.127765381911,2939.78632617266,6635.93312192438,6638.080630864688,2952.5054583894484,6620.798305162454,6620.179590121344,2971.2486231784974,6620.434793838065,6624.519025277378,2982.085668039493,0.11885534775198063,4.235784571811919,0.15971808707855167,5.677600397574992,-0.6068147977984958,-21.565393019485693,0.36689762992943725,15.219689412035127,-0.048520721251813136,-1.99932976421132,-1.5148329500609794,-53.808449498821446,0.2174937542381451,7.7305434023041615,0.05487984909531586,1.9558046862467207,-4.914733397145057,22.357389632895583,1.684011593347095,22.95306887125657,62.05172465653456,ok,3,15.25452885483929
7,1.2965964579489082,1778434391.462014,0.010323083959519863,6617.985084206986,6624.424363480759,2760.3802684056104,6622.000389705658,6624.992890546198,2771.59737407325,6629.170357917901,6626.171514808814,2796.1739479157573,6628.5798239447395,6629.883588042913,2807.196968046192,6634.522499006633,6635.672124583549,2833.479253626048,6641.312655500197,6640.298540514106,2851.212574393018,6616.255672891768,6620.65212274964,2869.4962310414535,6620.4297001558825,6625.410477733289,2875.69948388906,6594.614819512792,6602.445303664761,2878.3839441093337,6588.272874957972,6601.10184460678,2883.4692263429547,6621.55624140355,6627.586098969955,2904.300960477125,6633.827606443134,6633.856702937311,2918.682128440234,6635.321542317451,6633.70209829752,2939.78632617266,6635.854250084054,6636.130069994193,2952.5054583894484,6618.980860103312,6622.432982852952,2971.2486231784974,6622.862366659535,6626.693176330348,2982.085668039493,-0.2156139741006585,-7.684082897712145,0.034366597970753886,1.2216513099489439,-0.6034547314183653,-21.44598071721165,0.22071317600930893,9.15564918926179,-0.08358880704792904,-3.444334411652968,-2.241752768946724,-79.62940115070587,-0.17250675066559493,-6.131536640590831,-0.16037531735555732,-5.715445694785556,-4.714432923236583,5.36616614286451,1.6213380604743306,7.324640193679486,81.02455498384585,ok,3,15.25452885483929
8,1.4782375618815422,1778434391.645003,0.013017958030104637,6618.589954763578,6623.614021762388,2760.3802684056104,6624.884925268209,6628.954074334443,2771.59737407325,6631.072881071003,6631.9377464315185,2796.1739479157573,6631.162719687013,6630.982443378061,2807.196968046192,6632.742661307578,6634.891084145856,2833.479253626048,6638.594007702418,6641.133004248555,2851.212574393018,6613.470684965003,6618.622138337867,2869.4962310414535,6623.5295488583915,6625.260687104563,2875.69948388906,6596.385995048446,6602.931774001283,2878.3839441093337,6593.395623070575,6603.987326160711,2883.4692263429547,6623.260548033133,6629.030424549928,2904.300960477125,6635.0239080600295,6636.450580737843,2918.682128440234,6632.680652260293,6633.4401702478835,2939.78632617266,6634.122981935997,6636.165797597579,2952.5054583894484,6618.36591832992,6619.377621725708,2971.2486231784974,6619.809154262311,6624.3861677415425,2982.085668039493,-0.09314103239629677,-3.3193739742374664,-0.4513533802822656,-16.04454560038076,0.7725619255113496,27.455826087279025,0.07582114246083743,3.1452212960371257,-0.10735428201283811,-4.4236071889756285,-1.802211733404096,-64.01644421528728,-0.24872556109965624,-8.840638905142965,-0.0017686995176413463,-0.06303280461207598,-3.3100777668385275,11.404839728807827,3.0451678723850084,12.259691326999958,58.806478472494355,ok,3,15.25452885483929
9,1.64621295791585,1778434391.8153448,0.017748499987646937,6618.530468869397,6625.957688663385,2760.3802684056104,6627.097923098084,6631.229154567962,2771.59737407325,6629.768783812698,6629.059061038604,2796.1739479157573,6633.150603661707,6636.362653971941,2807.196968046192,6638.225399639331,6638.698013265275,2833.479253626048,6643.061472628908,6641.388912491976,2851.212574393018,6617.519019164349,6618.927915151144,2869.4962310414535,6623.184761744657,6625.878914631537,2875.69948388906,6594.143200782468,6605.012678424061,2878.3839441093337,6593.314460372283,6603.154474737903,2883.4692263429547,6621.628031298713,6630.546517101201,2904.300960477125,6635.055322920804,6636.040326130145,2918.682128440234,6637.219923892777,6634.896179356298,2939.78632617266,6635.330118898433,6638.271313078828,2952.5054583894484,6619.933016474616,6621.755808906685,2971.2486231784974,6623.602952593453,6627.609116055872,2982.085668039493,-0.2083048202783685,-7.423598186009805,-0.0006437700240037209,-0.022884502382205286,-0.5929291857012766,-21.071916783772515,0.24611778705276546,10.209486167683613,-0.2332433511022158,-9.610953055353134,-2.753721583144579,-97.81506847635247,0.2464152338371685,8.758521212895895,-0.07061207419512153,-2.5164687566206756,-7.705246927891274,5.694040153082306,6.2624647314229405,11.446020618407417,95.24234624512934,ok,3,15.25452885483929
