block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2629.999990500097,3.9999995438735034,2628.999989318848,-0.0010687369950289627
1,1,1,0,2629.999990500097,3.9999995438735034,2630.999988555908,0.0008470590916372367
2,0,2,1,2767.1600702890873,10.176068301232045,2762.9999382019046,-0.0024389349425003592
2,1,3,1,2767.1600702890873,10.176068301232045,2770.9999351501465,0.002049155085094012
3,0,4,2,2806.657275023212,4.310308309163111,2803.9999225616457,-0.0010691390032154802
3,1,5,2,2806.657275023212,4.310308309163111,2808.999920654297,0.0005093614886990117
4,0,6,3,2840.999904281678,4.000001156376158,2837.999909591675,-0.0001666871088535915
4,1,7,3,2840.999904281678,4.000001156376158,2841.999908065796,0.0007824992926990237
5,0,8,4,2880.545286507319,3.446466794900974,2877.999894332886,-0.004553618503084722
5,1,9,4,2880.545286507319,3.446466794900974,2881.9998928070067,0.002433036388093446
6,0,10,5,2880.545286507319,3.446466794900974,2877.999894332886,-0.004553618503084722
6,1,11,5,2880.545286507319,3.446466794900974,2881.9998928070067,0.002433036388093446
7,0,12,6,2941.9998698413906,4.0000004058713,2938.9998710632326,-0.0009406378794724057
7,1,13,6,2941.9998698413906,4.0000004058713,2943.999869155884,0.0010431770110015393
8,0,14,7,2975.2224811367705,7.838056368698165,2970.999858856201,-0.002309970876034795
8,1,15,7,2975.2224811367705,7.838056368698165,2977.9998561859134,0.001984061367249934
