batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,f_new_mhz_b01,delta_f_mhz_b02,f_new_mhz_b02,delta_f_mhz_b03,f_new_mhz_b03,delta_f_mhz_b04,f_new_mhz_b04,delta_f_mhz_b05,f_new_mhz_b05,delta_f_mhz_b06,f_new_mhz_b06,delta_f_mhz_b07,f_new_mhz_b07,delta_f_mhz_b08,f_new_mhz_b08
0,0.010759167023934424,1778268868.7338612,0.020886250073090196,6442.250345386191,6451.3040040346,2627.9999897003177,6456.0084634899285,6459.661652963292,2630.999988555908,6425.829363939238,6434.469650334689,2764.999937438965,6421.551237888559,6434.137034263534,2772.9999343872073,6432.989860011613,6440.663700828316,2802.9999229431155,6434.783314484825,6443.16606962741,2808.999920654297,6438.83420851545,6445.312580615581,2838.9999092102053,6447.817717088976,6452.897051991319,2844.999906921387,6413.513274444478,6424.815984044993,2877.999894332886,6394.0746385671055,6413.7371274872385,2880.9998931884766,6403.16938900266,6422.593191612923,2877.999894332886,6411.131549347434,6428.036560503715,2881.9998928070067,6428.331951279152,6437.639245652108,2937.9998714447024,6439.044281260507,6446.037301708593,2943.999869155884,6428.513687073997,6438.954295931779,2968.999859619141,6419.872630436776,6432.367871442981,2975.9998569488525,-0.8064552087144072,2769.2069526419514,0.08700891478408065,2770.10041676545,-0.16650630736546387,2780.459381034809,0.05559838830231695,2864.180657577114,-0.3891406365156911,2881.3348869977904,-0.2654027324806437,2881.4586249018253,-0.0644146079551052,2965.389172079153,-0.66776063172721,2973.4417025715175
1,0.08371860440820456,1778268868.8022609,0.01176720904186368,6446.128037411743,6451.3040040346,2627.9999897003177,6456.0084634899285,6459.661652963292,2630.999988555908,6425.829363939238,6434.469650334689,2764.999937438965,6421.551237888559,6434.137034263534,2772.9999343872073,6432.989860011613,6440.663700828316,2802.9999229431155,6434.783314484825,6443.16606962741,2808.999920654297,6438.83420851545,6445.312580615581,2838.9999092102053,6447.817717088976,6452.897051991319,2844.999906921387,6413.513274444478,6424.815984044993,2877.999894332886,6394.0746385671055,6413.7371274872385,2880.9998931884766,6403.16938900266,6422.593191612923,2877.999894332886,6411.131549347434,6428.036560503715,2881.9998928070067,6428.331951279152,6437.639245652108,2937.9998714447024,6439.044281260507,6446.037301708593,2943.999869155884,6428.513687073997,6438.954295931779,2968.999859619141,6419.872630436776,6432.367871442981,2975.9998569488525,-0.49003598874936816,2769.5233718619165,0.08700891478408065,2770.10041676545,-0.16650630736546387,2780.459381034809,0.05559838830231695,2864.180657577114,-0.3891406365156911,2881.3348869977904,-0.2654027324806437,2881.4586249018253,-0.0644146079551052,2965.389172079153,-0.66776063172721,2973.4417025715175
2,0.15361947938799858,1778268868.872153,0.011752624996006489,6436.430539169239,6446.319173518354,2627.9999897003177,6450.795016352355,6454.983734755631,2630.999988555908,6423.23687226824,6431.878874896842,2764.999937438965,6431.07281688419,6435.834181006817,2772.9999343872073,6430.908963230125,6435.382458660635,2802.9999229431155,6430.653800776355,6435.804483907448,2808.999920654297,6430.030335910995,6435.409120640646,2838.9999092102053,6438.74659045756,6443.421118990127,2844.999906921387,6399.304853745759,6409.475638047498,2877.999894332886,6378.069175046612,6397.128199407036,2880.9998931884766,6387.199283247241,6407.196420820979,2877.999894332886,6398.82390806003,6416.939005715683,2881.9998928070067,6420.709123697161,6430.400987254332,2937.9998714447024,6432.351965339121,6440.052063147599,2943.999869155884,6420.036513127732,6430.802530794388,2968.999859619141,6410.664471070086,6424.946653116118,2975.9998569488525,-0.8313231596550141,2769.182084691011,-0.20810156303456265,2769.805306287631,-0.16879382013756591,2780.457093522037,0.1556572023685134,2864.2807163911802,-0.3768020278547755,2881.347225606451,-0.25175330301878956,2881.4722743312873,-0.03844345279130615,2965.415143234317,-0.6133219222464449,2973.496141280998
3,0.2280378749128431,1778268868.947412,0.013425250072032213,6429.062392639912,6433.51697435584,2627.9999897003177,6413.190081608949,6422.995661277011,2630.999988555908,6404.425372130698,6417.846018889261,2764.999937438965,6437.776553473729,6448.27709294862,2772.9999343872073,6452.834430112785,6457.82854326497,2802.9999229431155,6424.617238744383,6429.907737567625,2808.999920654297,6424.028139804995,6436.316201057553,2838.9999092102053,6428.110237796865,6434.914611669774,2844.999906921387,6431.643118256564,6435.211625454656,2877.999894332886,6430.04236176911,6433.956797689274,2880.9998931884766,6438.166830699637,6441.785394443255,2877.999894332886,6395.310514411469,6408.872078735825,2881.9998928070067,6376.3966500596025,6395.8593361249505,2937.9998714447024,6385.862470581044,6406.376420515328,2943.999869155884,6392.18321361983,6410.749779930923,2968.999859619141,6414.211862334566,6424.0598221108285,2975.9998569488525,0.07377045027349391,2770.0871783009393,-0.17389341774702882,2769.839514432919,-0.1978516351174124,2780.4280357070575,-0.5334753152462722,2863.5915838735655,-0.5688155585988097,2881.155212075707,0.010594288895642135,2881.7346219232018,0.20913739860682845,2965.662724085715,-1.070413785935264,2973.0390494173093
4,0.3380177499493584,1778268869.057145,0.012936500133946538,6440.495014824099,6450.559635663417,2627.9999897003177,6455.32609193997,6458.461626982914,2630.999988555908,6425.73051471712,6434.382683314485,2764.999937438965,6425.827983922731,6436.744111623927,2772.9999343872073,6429.5190436164685,6436.707213375309,2802.9999229431155,6430.4906852706545,6436.285243145764,2808.999920654297,6430.001008649937,6435.136856985665,2838.9999092102053,6438.805576611548,6442.789496286334,2844.999906921387,6398.702984686861,6410.487179447993,2877.999894332886,6377.616184246722,6396.377520860714,2880.9998931884766,6387.441978176483,6408.675081761775,2877.999894332886,6393.535620625364,6411.9605296940435,2881.9998928070067,6414.109707491518,6426.426402176239,2937.9998714447024,6425.9994253751875,6433.734155026438,2943.999869155884,6413.442141700033,6424.286963963688,2968.999859619141,6406.819262157288,6419.333312956566,2975.9998569488525,-0.9311827887253082,2769.0822250619403,0.023467895771587,2770.0368757464375,-0.3365114056553609,2780.2893759365193,0.09114843745833091,2864.21620762627,-0.4194941373257742,2881.30453349698,-0.2718119989795816,2881.4522156353264,-0.2503478561183226,2965.20323883099,-0.6820442304109272,2973.4274189728335
5,0.41131039592437446,1778268869.1303492,0.01276070810854435,6440.967733899807,6451.071088424978,2627.9999897003177,6455.474054772748,6458.792600177278,2630.999988555908,6425.85347067274,6433.530502491061,2764.999937438965,6427.4400296481945,6437.344458538376,2772.9999343872073,6431.028783201394,6435.3705947978115,2802.9999229431155,6430.431026683375,6436.224383348107,2808.999920654297,6431.329124002812,6434.692103493597,2838.9999092102053,6439.581772473026,6444.044212488921,2844.999906921387,6398.434449980133,6410.880606412567,2877.999894332886,6378.098427423052,6397.42249442186,2880.9998931884766,6386.840997035181,6408.237271143442,2877.999894332886,6394.086607879695,6412.53070269279,2881.9998928070067,6414.708014182229,6426.766849038725,2937.9998714447024,6426.382726105694,6435.022502063148,2943.999869155884,6414.981196319955,6425.544972032888,2968.999859619141,6406.29256197084,6419.841114711006,2975.9998569488525,-0.9193752347110468,2769.094032615955,0.02203096208785773,2770.0354388127535,-0.10608155177699613,2780.5198057903976,0.4160913998717747,2864.541150588683,-0.42174049417448023,2881.3022871401313,-0.27506274572235967,2881.4489648885838,-0.15532800563269933,2965.2982586814755,-0.6330217521860028,2973.4764414510587
6,0.48167087545152754,1778268869.199979,0.011300917016342282,6437.310063575511,6446.5596096830395,2627.9999897003177,6450.476435797903,6454.533082189688,2630.999988555908,6421.9030993061715,6430.088923189778,2764.999937438965,6427.908729406731,6437.8917978421,2772.9999343872073,6430.257002475777,6435.840058685087,2802.9999229431155,6429.730054711617,6436.64978145918,2808.999920654297,6429.22111746187,6434.796429990525,2838.9999092102053,6438.243268025797,6442.751324999236,2844.999906921387,6398.3455787511075,6410.842163095639,2877.999894332886,6376.117345722408,6396.281615062506,2880.9998931884766,6386.562271907572,6407.944267506189,2877.999894332886,6394.006284194761,6409.832895742275,2881.9998928070067,6414.07837821316,6425.799073875967,2937.9998714447024,6425.192424427667,6433.6437983311425,2943.999869155884,6413.100666320262,6424.671331417917,2968.999859619141,6405.45623681878,6419.745569581563,2975.9998569488525,-0.7898529534914999,2769.2235548971744,0.005620086928343807,2770.0190279375943,-0.11540612716264459,2780.510481215012,0.10324969935882432,2864.2283088881704,-0.40395075885238785,2881.3200768754537,-0.332432116484586,2881.3915955178213,-0.14304812691230734,2965.310538560196,-0.6429487167203806,2973.4665144865244
7,0.5526036254595965,1778268869.271272,0.01202166685834527,6424.949628633432,6436.1892211999875,2627.9999897003177,6414.335941559434,6425.697675520372,2630.999988555908,6404.4944585383755,6419.657494574686,2764.999937438965,6437.919821499527,6448.408853195587,2772.9999343872073,6451.661414555123,6457.431564630008,2802.9999229431155,6423.8721872421065,6431.211301464071,2808.999920654297,6425.238645046918,6435.559235259956,2838.9999092102053,6428.670157716172,6434.504998930221,2844.999906921387,6430.24459455329,6435.329672647247,2877.999894332886,6429.416798606229,6434.660632087293,2880.9998931884766,6438.218797567014,6442.466468502613,2877.999894332886,6397.368907601553,6410.153073325793,2881.9998928070067,6377.022388972093,6397.480397041293,2937.9998714447024,6386.082374606473,6408.0396231317045,2943.999869155884,6393.352446740227,6410.2393358192985,2968.999859619141,6414.101167588716,6423.474074640096,2975.9998569488525,-0.35388443022487776,2769.659523420441,-0.24000196466991094,2769.773405885996,-0.09452269918043409,2780.5313646429945,-0.3895146139529209,2863.7355445748585,-0.5729926607902519,2881.151034973516,-0.020463469618858973,2881.703564164687,0.24574663032575889,2965.699333317434,-1.025472873733049,2973.0839903295114
8,0.6226353335659951,1778268869.341604,0.012616666965186596,6419.740952715714,6436.693083106641,2627.9999897003177,6447.484031237584,6450.446318427729,2630.999988555908,6453.179946205337,6420.717662071706,2764.999937438965,6430.899061649906,6428.9161154751355,2772.9999343872073,6436.689996026531,6429.947362227589,2802.9999229431155,6436.519049729499,6431.617124125072,2808.999920654297,6435.970767490907,6429.550074884617,2838.9999092102053,6434.072005379467,6438.793544640401,2844.999906921387,6443.158449735611,6398.518595837027,2877.999894332886,6410.619656447719,6377.830086805025,2880.9998931884766,6397.623299813553,6387.055727909037,2877.999894332886,6407.7055521594275,6395.368958034049,2881.9998928070067,6409.103142097381,6413.841967478681,2937.9998714447024,6421.980588073478,6423.876414402298,2943.999869155884,6430.801561879145,6413.405654552679,2968.999859619141,6423.390857963751,6405.568632515207,2975.9998569488525,-1.5100692978200456,2768.503338552846,1.0894276732433443,2771.102835523909,-0.07425592946720837,2780.5516314127076,1.8679825481756835,2865.9930417369874,-0.31326531115242096,2881.4107623231534,-0.24841484774092382,2881.475612786565,-0.10797996382656927,2965.345606723282,-0.7612252307134478,2973.348237972531
9,0.6930646249093115,1778268869.411458,0.011472499929368496,6424.191524284011,6431.0045725463815,2627.9999897003177,6434.636432130086,6414.502252651526,2630.999988555908,6425.907055964789,6405.246087660849,2764.999937438965,6420.852313781825,6440.813230125011,2772.9999343872073,6448.705536876852,6455.4014090533965,2802.9999229431155,6458.816335544213,6425.558689672036,2808.999920654297,6434.184543203839,6427.163911727848,2838.9999092102053,6438.29970351805,6432.022398141638,2844.999906921387,6437.228361402328,6431.722497478374,2877.999894332886,6437.943754011676,6431.597435583948,2880.9998931884766,6434.744434086255,6439.935909466027,2877.999894332886,6443.508816517407,6398.955572026775,2881.9998928070067,6410.622413424213,6377.271618730323,2937.9998714447024,6397.43515603509,6388.109666228566,2943.999869155884,6409.738412751782,6393.34926032338,2968.999859619141,6411.628234556958,6415.864527615613,2975.9998569488525,-2.5754633911473115,2767.4379444595183,1.471890285078018,2771.485298135744,-3.4635509359972194,2777.1623364061775,0.36639579836356717,2864.491454987175,-0.5952904759824658,2881.1287371583235,-1.309818643419584,2880.4142089908864,2.1085683068419327,2967.56215499395,0.026175407846644027,2974.135638611091
