block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2765.937228178206,9.944581430792306,2760.96493746281,-0.002049607788672809
1,1,1,0,2765.937228178206,9.944581430792306,2770.909518893602,0.0016382120697284075
2,0,2,1,2801.813979781492,12.763045760501017,2795.4324569012415,-0.0006880061342014706
2,1,3,1,2801.813979781492,12.763045760501017,2808.1955026617425,0.0004256864689161586
3,0,4,2,2842.5377343354057,11.839930276399349,2836.617769197206,-0.00028172618495428577
3,1,5,2,2842.5377343354057,11.839930276399349,2848.4576994736053,0.0005820905079166092
4,0,6,3,2872.618488478194,5.944209190716496,2869.646383882836,-0.0019636308955895084
4,1,7,3,2872.618488478194,5.944209190716496,2875.5905930735526,0.002554343772204704
5,0,8,4,2880.956309623582,5.228292550779559,2878.342163348192,-0.004154377117176458
5,1,9,4,2880.956309623582,5.228292550779559,2883.570455898972,0.002042918332030815
6,0,10,5,2911.199676492138,13.370183696315653,2904.5145846439805,-0.00028021951678001576
6,1,11,5,2911.199676492138,13.370183696315653,2917.884768340296,0.00037262899343865123
7,0,12,6,2946.401987620606,11.165854023526494,2940.819060608843,-0.0007474517241174428
7,1,13,6,2946.401987620606,11.165854023526494,2951.9849146323695,0.0007783102160520298
8,0,14,7,2976.6232303040056,10.855057885431952,2971.1957013612896,-0.0018757528870482158
8,1,15,7,2976.6232303040056,10.855057885431952,2982.0507592467216,0.0012993762468071577
