batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,f_new_mhz_b01,delta_f_mhz_b02,f_new_mhz_b02,delta_f_mhz_b03,f_new_mhz_b03,delta_f_mhz_b04,f_new_mhz_b04,delta_f_mhz_b05,f_new_mhz_b05,delta_f_mhz_b06,f_new_mhz_b06,delta_f_mhz_b07,f_new_mhz_b07,delta_f_mhz_b08,f_new_mhz_b08,peak_01_spike_sig,peak_01_spike_ref,peak_02_spike_sig,peak_02_spike_ref,peak_03_spike_sig,peak_03_spike_ref,peak_04_spike_sig,peak_04_spike_ref,peak_05_spike_sig,peak_05_spike_ref,peak_06_spike_sig,peak_06_spike_ref,peak_07_spike_sig,peak_07_spike_ref,peak_08_spike_sig,peak_08_spike_ref,peak_09_spike_sig,peak_09_spike_ref,peak_10_spike_sig,peak_10_spike_ref,peak_11_spike_sig,peak_11_spike_ref,peak_12_spike_sig,peak_12_spike_ref,peak_13_spike_sig,peak_13_spike_ref,peak_14_spike_sig,peak_14_spike_ref,peak_15_spike_sig,peak_15_spike_ref,peak_16_spike_sig,peak_16_spike_ref
47,4.026005687657744,1778516193.52889,0.0143823749385774,6735.924340556897,6742.325069535715,2763.023746575854,6740.84048201241,6746.861003453862,2772.8847172577803,6750.841414249473,6753.100880276308,2798.771433818544,6757.070211205185,6757.916772625851,2810.3174267559225,6756.042196717304,6755.077577406242,2834.976420536601,6759.862186325152,6759.915546963352,2847.168405411039,6735.090252773787,6738.96977106703,2869.1346751194783,6744.433393954212,6748.625946755509,2875.5616379295775,6740.99241067335,6743.097377510162,2874.991358913494,6743.655443653147,6748.221027294679,2886.5838794260317,6752.099610294342,6753.139980743957,2906.489025610305,6755.870773603936,6756.631728153561,2917.9233134642295,6756.12755448238,6758.903915395666,2936.577714585426,6758.902287801449,6758.144733624722,2949.797683060056,6740.467333496347,6745.955813491457,2969.4552021316945,6744.030135709264,6747.799234343003,2979.576898157969,-0.0474168101312076,2767.87460386742,-0.3643496786461586,2803.6037223100393,-0.0956415691355139,2838.869875937423,0.2278509466366514,2872.388921906485,-1.0889867812783214,2879.993805870899,-0.4530761956831655,2912.4216368657612,-1.1506949263289283,2943.018714113958,-0.1816077624373311,2974.052713039679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,4.108848041621968,1778516193.610195,0.0113083329051733,6737.82007977504,6742.811156279609,2763.023746575854,6739.84383042455,6747.215734939023,2772.8847172577803,6752.722245315892,6753.198011737017,2798.771433818544,6756.892685759696,6757.32450255219,2810.3174267559225,6757.548523703273,6757.20826940123,2834.976420536601,6760.071091481494,6759.436406149708,2847.168405411039,6736.320402237368,6739.740104532812,2869.1346751194783,6744.83127273283,6748.372696151848,2875.5616379295775,6742.655795152367,6745.304311214352,2874.991358913494,6743.308796650059,6748.77335024605,2886.5838794260317,6753.957914845492,6754.3896047926155,2906.489025610305,6758.467617752239,6759.67277409298,2917.9233134642295,6758.533112754837,6756.864775193324,2936.577714585426,6758.808617843935,6760.149442186021,2949.797683060056,6740.1956154292875,6744.057596967937,2969.4552021316945,6743.4197007671855,6747.454358590335,2979.576898157969,0.0763480401664141,2767.9983687177178,-0.2100251086671751,2803.7580468800184,-0.278426963666263,2838.687090542892,0.2200190019819901,2872.38108996183,-1.1175301579612054,2879.9652624942164,-0.2942325957524683,2912.580480465692,-0.1201078142801272,2944.0493012260067,-0.0904130443557984,2974.14390775776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,4.181158916093409,1778516193.682514,0.0113237500190734,6737.990132041446,6741.414163890333,2763.023746575854,6741.326999724913,6746.565369685484,2772.8847172577803,6752.879119418039,6753.510253079439,2798.771433818544,6757.098089678149,6758.108281627288,2810.3174267559225,6756.390932848366,6755.75277225907,2834.976420536601,6759.621828101599,6761.988475410338,2847.168405411039,6735.8507014701845,6738.062450713696,2869.1346751194783,6743.147930739372,6747.420553534859,2875.5616379295775,6741.54998166091,6744.172613625944,2874.991358913494,6744.42865788428,6747.926759788488,2886.5838794260317,6752.506592902772,6753.6441987346025,2906.489025610305,6756.00282727634,6758.252521624842,2917.9233134642295,6757.294235412783,6756.545665861786,2936.577714585426,6759.411439007243,6761.010370755265,2949.797683060056,6742.93854571018,6746.503684628786,2969.4552021316945,6743.355932695541,6750.167084390378,2979.576898157969,0.0510013172778758,2767.973021994829,-0.1624009704998056,2803.805671018186,0.1808041360687606,2839.146321642627,0.2999664609794228,2872.4610374208273,-0.9617024613789136,2880.1210901907984,-0.2431929536449836,2912.631520107799,-0.2243969267698131,2943.945012113518,0.0576971341594654,2974.292017936275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,4.253276437171735,1778516193.7550988,0.0122510420624166,6736.27206345325,6741.4576198917985,2763.023746575854,6740.772573891249,6746.939034752575,2772.8847172577803,6751.066381391936,6753.014811871505,2798.771433818544,6756.958782895743,6756.608550600604,2810.3174267559225,6756.318375767951,6756.228910046765,2834.976420536601,6759.486798911881,6759.3031726625295,2847.168405411039,6736.457259223034,6740.240307791057,2869.1346751194783,6744.638735214108,6746.048308218969,2875.5616379295775,6740.737336858513,6743.68110920928,2874.991358913494,6744.076302839503,6749.284848855335,2886.5838794260317,6753.4889583397,6753.282677201454,2906.489025610305,6754.726906501208,6757.495461075281,2917.9233134642295,6756.032102576642,6756.307910260721,2936.577714585426,6757.382689427514,6758.27252498701,2949.797683060056,6741.079038420392,6744.482557997372,2969.4552021316945,6744.100371366568,6748.548376990557,2979.576898157969,0.0135789157372078,2767.9355995932883,-0.4640921735165638,2803.503979815169,-0.2505553582462937,2838.714962148312,0.1172440850790699,2872.2783150449272,-1.073162546737893,2880.0096301054396,0.0379900757206795,2912.912703137165,-0.4973849324818746,2943.672024107805,-0.0483943875069508,2974.185926414609,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,4.3798191245878115,1778516193.882647,0.0142630829941481,6736.80357306599,6741.335910994285,2763.023746575854,6740.858827215209,6746.307164471071,2772.8847172577803,6751.210280588074,6753.286708744689,2798.771433818544,6756.380710334078,6756.598280710334,2810.3174267559225,6756.886141761164,6756.593886970077,2834.976420536601,6758.287206956629,6758.5589785126995,2847.168405411039,6734.833384784669,6738.431115322312,2869.1346751194783,6745.160736008804,6746.053800776356,2875.5616379295775,6739.195607788,6742.796136565089,2874.991358913494,6742.935214108873,6748.911966256075,2886.5838794260317,6752.846786074518,6752.898049943455,2906.489025610305,6756.19592260904,6757.308163951462,2917.9233134642295,6756.201109514931,6756.595085123941,2936.577714585426,6758.633522327842,6758.831693003636,2949.797683060056,6740.0162621878535,6744.381726625301,2969.4552021316945,6741.62316227038,6745.565721184705,2979.576898157969,0.0107135114905454,2767.9327341890416,-0.4145484908782133,2803.5535234978074,-0.1589054453543721,2838.806612061204,0.1035630193689712,2872.2646339792173,-1.0820560609567913,2880.0007365912206,-0.2507686645927052,2912.6239443968516,-0.6249507106629443,2943.544458329624,-0.119076293657094,2974.115244508459,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,4.4644249161938205,1778516193.966112,0.0119872500654309,6735.546429990523,6741.349472751169,2763.023746575854,6740.031836659841,6746.441826878993,2772.8847172577803,6751.158740104534,6754.060176666566,2798.771433818544,6756.084969587677,6755.550409573004,2810.3174267559225,6756.18487025094,6755.058113518966,2834.976420536601,6759.303038175873,6758.151218021211,2847.168405411039,6737.24890118287,6738.233852431457,2869.1346751194783,6742.950110034539,6746.8218999297005,2875.5616379295775,6740.224902955651,6743.867755295412,2874.991358913494,6743.627586575785,6749.354673411377,2886.5838794260317,6755.049295473301,6755.955668306995,2906.489025610305,6755.726238652688,6757.013199559861,2917.9233134642295,6756.027710364642,6755.042615459854,2936.577714585426,6757.794103982638,6756.8053259773205,2949.797683060056,6740.389010300457,6743.901349451355,2969.4552021316945,6742.510953021365,6746.051606198613,2979.576898157969,-0.0031836207263015,2767.918837056825,-0.5922232496718842,2803.3758487390137,-0.2408698352850724,2838.724647671273,0.3340815200111031,2872.4951524798594,-1.0586229514435803,2880.0241697007336,-0.3534339011294313,2912.521279160315,-0.5946303711616401,2943.5747786691254,-0.0973330188030017,2974.136987783313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,4.536759895621799,1778516194.038294,0.0116822908166795,6737.598751413639,6741.9586163156755,2763.023746575854,6740.691215576,6746.029253904699,2772.8847172577803,6750.733568175567,6750.603212397225,2798.771433818544,6754.565531680778,6753.801554237859,2810.3174267559225,6755.074578965064,6754.147631200905,2834.976420536601,6758.745948589419,6758.635565608094,2847.168405411039,6736.39225937586,6736.950395818688,2869.1346751194783,6743.597068802151,6746.358594920073,2875.5616379295775,6739.19523183666,6741.1777424580505,2874.991358913494,6742.703371336002,6746.756041201823,2886.5838794260317,6751.218664608614,6753.711649906776,2906.489025610305,6755.67455145643,6757.372978879481,2917.9233134642295,6755.028395023995,6755.756519546414,2936.577714585426,6758.591994987316,6756.4949995415245,2949.797683060056,6742.128124522421,6744.192433597212,2969.4552021316945,6742.996653116117,6747.788385243146,2979.576898157969,0.0135334115092607,2767.9355540890606,-0.2764392841614719,2803.691632704524,-0.1236696452272519,2838.8418478613307,0.3059468384324804,2872.4670177982807,-1.0576630280019748,2880.0251296241754,-0.5309138165415965,2912.3437992449026,-1.0392176147972685,2943.13019142549,0.0327913529265897,2974.267112155043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,4.6086002081865445,1778516194.110184,0.011780000058934,6735.587790750986,6740.5803771739465,2763.023746575854,6739.224468930525,6746.761391631262,2772.8847172577803,6751.754865971819,6753.2684827459725,2798.771433818544,6756.548106488981,6755.9537747959785,2810.3174267559225,6756.980218235169,6756.183812696763,2834.976420536601,6758.220943240517,6758.247022954429,2847.168405411039,6736.180647675521,6736.965921386436,2869.1346751194783,6742.670857658098,6745.807236299172,2875.5616379295775,6740.185119356909,6742.032259987162,2874.991358913494,6743.326596264938,6747.083126509153,2886.5838794260317,6752.092427484182,6753.844403521105,2906.489025610305,6755.283574288596,6756.674843353608,2917.9233134642295,6754.221328361404,6756.163778769447,2936.577714585426,6757.934162667727,6758.4343292477915,2949.797683060056,6738.7067839349575,6742.318125133723,2969.4552021316945,6740.131365956537,6745.456878686922,2979.576898157969,0.083623168425781,2768.005643845977,-0.4425831484194267,2803.525488840266,-0.1228906061255431,2838.8426269004326,0.3120312163501297,2872.473102176198,-1.0447624685279246,2880.0380301836494,-0.4653712026012468,2912.409341858843,-0.8213686238055822,2943.3480404164816,-0.0160568548335288,2974.2182639472826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,4.6809333126293495,1778516194.182247,0.0112416248302906,6736.244652627074,6740.71891524284,2763.023746575854,6738.461552098297,6744.44003881774,2772.8847172577803,6749.572596815112,6752.121441452456,2798.771433818544,6754.150091695449,6754.721548430479,2810.3174267559225,6755.084326191276,6755.375847418773,2834.976420536601,6760.434747990342,6759.561309105358,2847.168405411039,6735.8171455206775,6739.152544548706,2869.1346751194783,6741.4849695876765,6747.490345997494,2875.5616379295775,6740.301289849313,6742.29608613259,2874.991358913494,6742.127288565576,6747.624339028638,2886.5838794260317,6752.533849374942,6753.242299110554,2906.489025610305,6755.315290216095,6755.0509398783515,2917.9233134642295,6755.800438609896,6756.527421523979,2936.577714585426,6759.163739034751,6759.206299477337,2949.797683060056,6741.519416511294,6744.405215942781,2969.4552021316945,6741.264192927224,6746.1228703732,2979.576898157969,0.0371320888427823,2767.9591527663943,-0.427958137617931,2803.5401138510674,-0.3996604734042251,2838.565857033154,0.3250168780872142,2872.486087837935,-1.1726643906948906,2879.9101282614824,-0.5576804164295268,2912.317032645015,-0.7019275782249388,2943.467481462062,-0.0035440852462723,2974.23077671687,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,4.769673520699143,1778516194.271174,0.0116162910126149,6737.231291071919,6741.310149157931,2763.023746575854,6740.866207170584,6746.479825472996,2772.8847172577803,6751.171962588257,6751.760532750557,2798.771433818544,6756.507887336859,6757.99120334994,2810.3174267559225,6756.459273466395,6755.849420790413,2834.976420536601,6759.844574685943,6757.443235932389,2847.168405411039,6734.996333710304,6738.185813185805,2869.1346751194783,6743.630114313661,6746.757872054283,2875.5616379295775,6740.2225540239015,6744.928683864657,2874.991358913494,6743.785337897729,6747.652524681359,2886.5838794260317,6753.761316746646,6753.462855701929,2906.489025610305,6755.691236971604,6757.0486963963685,2917.9233134642295,6755.86960143045,6755.03741174313,2936.577714585426,6758.136422960541,6758.464715591283,2949.797683060056,6741.040906867989,6743.238065837331,2969.4552021316945,6742.810997340833,6748.804257725342,2979.576898157969,0.0384506671991747,2767.96047134475,-0.1043351943261951,2803.8637367943593,-0.48691729084095,2838.478600215717,0.2124748824460648,2872.3735458422943,-0.8239787488519378,2880.2588139033255,-0.1609701519354792,2912.7137429095087,-0.4112364864713547,2943.7581725538157,0.0842503258897238,2974.3185711280057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,4.843745062709786,1778516194.345174,0.0114728750195354,6736.027314545955,6741.904682580922,2763.023746575854,6740.252851728459,6744.771858666749,2772.8847172577803,6750.717706391171,6752.043588959868,2798.771433818544,6754.580303817587,6755.101051441146,2810.3174267559225,6755.271219855122,6753.59174435309,2834.976420536601,6758.704835406669,6758.8886633860075,2847.168405411039,6735.67012256625,6737.402160956078,2869.1346751194783,6743.999076932481,6747.38194669438,2875.5616379295775,6740.636742366352,6742.850787052603,2874.991358913494,6742.586435186599,6746.819867347251,2886.5838794260317,6752.073735366934,6754.056030504018,2906.489025610305,6754.939691903292,6756.373371641654,2917.9233134642295,6756.875946755511,6756.413772656417,2936.577714585426,6758.591962893908,6756.766852095241,2949.797683060056,6741.887671546903,6745.135964483295,2969.4552021316945,6742.201155362655,6747.214133325183,2979.576898157969,-0.091186365534884,2767.8308343120166,-0.295824603110809,2803.672247385575,0.022163329457457,2838.987680836015,0.283094010328035,2872.444164970176,-1.0536103641357355,2880.0291822880417,-0.4937194271937242,2912.3809936342504,-0.808816949577165,2943.36059209071,-0.0136101016560701,2974.22071070046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,4.916893166140653,1778516194.4186728,0.012174499919638,6735.863118562216,6738.496264938719,2763.023746575854,6737.8162086988405,6743.755020325826,2772.8847172577803,6749.027137268087,6749.030632392945,2798.771433818544,6752.597188006237,6755.328170370145,2810.3174267559225,6752.985680227405,6752.71532995079,2834.976420536601,6756.892569612128,6755.532018522482,2847.168405411039,6732.356383531497,6735.588505975487,2869.1346751194783,6743.702391722957,6746.291649601124,2875.5616379295775,6740.092629214169,6743.821368096096,2874.991358913494,6743.176354800256,6749.000524192316,2886.5838794260317,6752.637589020998,6752.632790292509,2906.489025610305,6755.385247730538,6755.16348534401,2917.9233134642295,6756.211798147751,6755.946562948926,2936.577714585426,6756.802246538496,6756.781408747745,2949.797683060056,6739.11762233701,6744.128686921172,2969.4552021316945,6743.592305223584,6746.698864504692,2979.576898157969,0.1179183243348283,2768.039939001886,0.1022538767590016,2804.0703258654444,-0.3893022888449531,2838.576215217713,0.18848322653125,2872.3495541863795,-1.0595387875668767,2880.0232538646105,-0.443578664928664,2912.4311343965155,-0.5555808041718167,2943.6138282361153,-0.1905673069153015,2974.0437534952007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,4.990362000069581,1778516194.4919171,0.0117249998729676,6736.337324632454,6741.60119509735,2763.023746575854,6738.136092856924,6744.621507167528,2772.8847172577803,6749.118693645505,6751.034595164592,2798.771433818544,6754.463714582633,6756.858767613167,2810.3174267559225,6756.680792859981,6755.106041201822,2834.976420536601,6758.161850108506,6756.316092551273,2847.168405411039,6734.598960784914,6736.652517040071,2869.1346751194783,6742.395910382981,6745.581913072713,2875.5616379295775,6739.095815631018,6744.208191460098,2874.991358913494,6743.746185469327,6749.476308952534,2886.5838794260317,6751.135185071982,6751.453453861907,2906.489025610305,6755.161481798454,6755.372835223279,2917.9233134642295,6754.337318519424,6754.847897117707,2936.577714585426,6757.963401289849,6757.977633951768,2949.797683060056,6740.196647003087,6744.512789986856,2969.4552021316945,6742.214781306355,6746.434304795672,2979.576898157969,0.0244640132886616,2767.94648469084,-0.1512562657297708,2803.8168157229557,-0.2751594530255812,2838.6903580535327,0.2617424609624195,2872.4228134208106,-0.9407898357589294,2880.1420028164184,-0.426997894400757,2912.4477151670435,-0.6723129677153694,2943.497096072572,-0.103362628503685,2974.1309581736123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,5.087960395612754,1778516194.5896802,0.0120551248546689,6735.905015741053,6740.480941100957,2763.023746575854,6740.278856557752,6746.219089464193,2772.8847172577803,6751.086036311397,6753.4178653299505,2798.771433818544,6755.221100651038,6757.043862517957,2810.3174267559225,6755.439135617567,6755.223339548247,2834.976420536601,6759.918015099184,6758.799064706422,2847.168405411039,6734.820448085094,6737.366795549715,2869.1346751194783,6744.0308203686145,6746.214215851088,2875.5616379295775,6741.176772014549,6742.763665678394,2874.991358913494,6744.045789650641,6748.179996637834,2886.5838794260317,6752.032376134732,6753.083971635542,2906.489025610305,6755.280901366261,6755.609533270164,2917.9233134642295,6755.613259161904,6755.748023963077,2936.577714585426,6758.207288259926,6758.000466118532,2949.797683060056,6739.457431916128,6742.479940092306,2969.4552021316945,6742.349500259804,6746.264435920163,2979.576898157969,0.0307801142578683,2767.9528007918093,-0.2625234459328071,2803.7055485427527,-0.3631854702718909,2838.6023320362865,0.20009120051697,2872.361162160365,-1.0959764490722552,2879.9868162031053,-0.5199963031640212,2912.35471675828,-0.6479047477596712,2943.5215042925274,-0.0556926290829722,2974.1786281730333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,5.168077500071377,1778516194.6695209,0.011502250097692,6737.4570972277415,6742.592063758902,2763.023746575854,6739.751112571446,6744.596306201669,2772.8847172577803,6750.667689580341,6750.438906378945,2798.771433818544,6755.098670415992,6755.024647736651,2810.3174267559225,6754.96233303787,6754.011973897362,2834.976420536601,6758.646472781734,6758.963193446832,2847.168405411039,6734.462129779626,6736.878181067946,2869.1346751194783,6744.071161781336,6747.731880979307,2875.5616379295775,6740.080494849773,6741.532345569581,2874.991358913494,6743.439051563408,6748.029898829355,2886.5838794260317,6752.91690711251,6751.872635021548,2906.489025610305,6752.727421523979,6753.6564614726285,2917.9233134642295,6754.425295717822,6755.534191704617,2936.577714585426,6757.809455329034,6756.817669712992,2949.797683060056,6740.062913775713,6743.649543051014,2969.4552021316945,6741.429799492619,6746.440631781642,2979.576898157969,-0.0432442030302103,2767.878776474521,-0.1875875571345401,2803.780484431551,-0.0609384708538057,2838.9045790357045,0.2663027043932396,2872.4273736642413,-1.1434887157201632,2879.9393039364572,-0.1129156818076901,2912.7617973796364,-0.9250828831235433,2943.2443261571634,-0.0300415575122506,2974.204279244604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,5.240277374628931,1778516194.741795,0.0116513329558074,6736.324771525506,6743.028178011431,2763.023746575854,6741.4658892930265,6745.834129046062,2772.8847172577803,6751.345812574502,6752.983693492681,2798.771433818544,6756.248505364184,6755.0195066784845,2810.3174267559225,6756.249458996853,6756.933222789376,2834.976420536601,6759.610155270961,6758.789531436257,2847.168405411039,6735.879690986338,6739.67704404438,2869.1346751194783,6742.961723263135,6747.631844301129,2875.5616379295775,6740.481524895315,6744.611244918544,2874.991358913494,6743.282666503653,6748.874786808081,2886.5838794260317,6754.32282911025,6752.742966959073,2906.489025610305,6756.788969037503,6757.033302258764,2917.9233134642295,6756.999050952104,6755.942024024206,2936.577714585426,6759.134139743864,6758.270851545068,2949.797683060056,6740.551008649937,6744.144631231468,2969.4552021316945,6742.401338753552,6747.2608918910655,2979.576898157969,-0.1349676391092769,2767.787053038442,-0.5281138402018061,2803.4399581484836,-0.4469398896592816,2838.5185776168987,0.2509574171275107,2872.4120283769757,-1.0087303251689088,2880.0740623270085,-0.1354531231366634,2912.739259938307,-0.5635165402211638,2943.6058925000657,-0.0376892819662275,2974.19663152015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,5.313191479071975,1778516194.814671,0.0115735419094562,6737.949578200935,6741.1644022985,2763.023746575854,6739.090740287924,6746.167876027753,2772.8847172577803,6750.68089066846,6751.5904667298355,2798.771433818544,6753.3685469327875,6754.23645963872,2810.3174267559225,6754.327338998073,6754.795752972461,2834.976420536601,6759.601910321851,6759.547576183637,2847.168405411039,6734.610121649295,6738.016654950026,2869.1346751194783,6742.38945043861,6747.508047803894,2875.5616379295775,6740.955720267751,6744.720331937526,2874.991358913494,6743.664703365223,6747.295176819391,2886.5838794260317,6752.973373169911,6753.682764312131,2906.489025610305,6756.359704435003,6756.7821377265645,2917.9233134642295,6756.430004279122,6756.029532047559,2936.577714585426,6758.746174771526,6757.621609560779,2949.797683060056,6740.612736497846,6744.313751260811,2969.4552021316945,6741.016456276552,6747.429363939236,2979.576898157969,0.1427967166344026,2768.064817394186,-0.2097771684771024,2803.7582948202084,-0.3102737448487885,2838.6552437617092,0.2855234919047476,2872.446594451753,-0.8806210033484722,2880.202171648829,-0.4541811652573916,2912.4205318961867,-0.70814187634517,2943.461267163942,0.0320202355519844,2974.266341037668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,5.444185437168926,1778516194.9457228,0.0116902920417487,6736.5739279273785,6741.555280129597,2763.023746575854,6740.540569123086,6746.318485802488,2772.8847172577803,6749.849633218204,6751.027624782223,2798.771433818544,6754.467798086621,6755.243576733808,2810.3174267559225,6755.663392120305,6754.728058807348,2834.976420536601,6760.364113457836,6758.943196197695,2847.168405411039,6733.179911055415,6737.174465874011,2869.1346751194783,6744.841357703945,6747.566784851911,2875.5616379295775,6739.625335452516,6743.644507442614,2874.991358913494,6743.352845615429,6745.627021120517,2886.5838794260317,6752.912166457803,6752.985492251735,2906.489025610305,6755.8299538466235,6755.538947641899,2917.9233134642295,6755.019110859798,6754.416849038726,2936.577714585426,6756.882524375707,6757.4881590610385,2949.797683060056,6740.458055445182,6743.371516337071,2969.4552021316945,6744.14973255494,6749.185695509979,2979.576898157969,0.0053531240878616,2767.927373801639,-0.2504415467046501,2803.717630441981,-0.3049787103227103,2838.6605387962354,0.1626445988002125,2872.3237155586485,-0.7512257029583383,2880.331566949219,-0.4658208100879922,2912.408892251356,-0.4037641452044967,2943.7656448950825,0.0035389711116104,2974.2378597732277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,5.517671708134003,1778516195.019381,0.0120349160861223,6735.4893511018745,6741.734763272916,2763.023746575854,6739.232865177124,6744.63587737262,2772.8847172577803,6748.462574502552,6752.096616437938,2798.771433818544,6753.859249014274,6753.887109148149,2810.3174267559225,6754.508376379252,6752.750563927009,2834.976420536601,6756.701409053397,6756.919100161996,2847.168405411039,6733.94571170951,6737.906473698688,2869.1346751194783,6741.3384310908705,6744.534298682642,2875.5616379295775,6737.3157211847065,6743.040806002995,2874.991358913494,6742.09779166794,6749.0325931472935,2886.5838794260317,6751.924510193477,6753.7142448879795,2906.489025610305,6755.236416847509,6755.053113060489,2917.9233134642295,6753.692768285601,6755.12766910169,2936.577714585426,6759.023087385764,6758.748312803742,2949.797683060056,6739.602407005533,6742.113838371489,2969.4552021316945,6742.5726930953315,6746.963852125807,2979.576898157969,-0.0680678820689224,2767.853952795482,-0.6115333185860239,2803.3565386700993,0.0378330790333803,2839.003350585592,0.1834976084140759,2872.3445685682623,-0.9882388583357684,2880.0945537938414,-0.7086631549905644,2912.1660499064537,-0.863491468871975,2943.305917571415,-0.0080989288651744,2974.226221873251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,5.592442374676466,1778516195.0937622,0.0112569169141352,6737.108813460892,6741.676466363053,2763.023746575854,6740.2901916434885,6746.368805208302,2772.8847172577803,6751.152251123269,6752.033772962069,2798.771433818544,6755.262267322799,6756.995749915945,2810.3174267559225,6757.623273833175,6755.86684751047,2834.976420536601,6760.438408167009,6758.489532964513,2847.168405411039,6735.315977931961,6737.906406455359,2869.1346751194783,6744.221548430479,6747.0046902222075,2875.5616379295775,6740.735110187365,6743.618206131369,2874.991358913494,6744.6330653788555,6748.948552740166,2886.5838794260317,6753.196650059601,6754.128728184124,2906.489025610305,6756.549141119295,6756.058228138277,2917.9233134642295,6756.119806216952,6755.272980407739,2936.577714585426,6759.024693584375,6759.36239416817,2949.797683060056,6740.715802182352,6743.271980927346,2969.4552021316945,6742.681210074274,6747.406190971055,2979.576898157969,0.0373829509159991,2767.959403628467,-0.1091514053194407,2803.858920583366,-0.2641533602431013,2838.701364146315,0.2229813812930736,2872.3840523411413,-1.0063460117765288,2880.0764466404007,-0.6256036467499775,2912.2491094146944,-0.407459851479269,2943.7619491888076,0.0058437228015008,2974.2401645249174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
