batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,f_new_mhz_b01,delta_f_mhz_b02,f_new_mhz_b02,delta_f_mhz_b03,f_new_mhz_b03,delta_f_mhz_b04,f_new_mhz_b04,delta_f_mhz_b05,f_new_mhz_b05,delta_f_mhz_b06,f_new_mhz_b06,delta_f_mhz_b07,f_new_mhz_b07,delta_f_mhz_b08,f_new_mhz_b08,peak_01_spike_sig,peak_01_spike_ref,peak_02_spike_sig,peak_02_spike_ref,peak_03_spike_sig,peak_03_spike_ref,peak_04_spike_sig,peak_04_spike_ref,peak_05_spike_sig,peak_05_spike_ref,peak_06_spike_sig,peak_06_spike_ref,peak_07_spike_sig,peak_07_spike_ref,peak_08_spike_sig,peak_08_spike_ref,peak_09_spike_sig,peak_09_spike_ref,peak_10_spike_sig,peak_10_spike_ref,peak_11_spike_sig,peak_11_spike_ref,peak_12_spike_sig,peak_12_spike_ref,peak_13_spike_sig,peak_13_spike_ref,peak_14_spike_sig,peak_14_spike_ref,peak_15_spike_sig,peak_15_spike_ref,peak_16_spike_sig,peak_16_spike_ref
190,16.339627874665894,1778516205.8411462,0.0116651670541614,6737.545066784852,6740.506603600574,2763.023746575854,6738.689222728246,6744.176949292417,2772.8847172577803,6749.792273130176,6750.3308402359635,2798.771433818544,6755.038996546138,6756.567877556011,2810.3174267559225,6756.831026683375,6756.166112418621,2834.976420536601,6758.615945838556,6757.8768132775,2847.168405411039,6734.490697496713,6736.282165235198,2869.1346751194783,6741.112834306323,6746.156900082526,2875.5616379295775,6740.300044319467,6744.082145367853,2874.991358913494,6743.061607115567,6746.7144725983435,2886.5838794260317,6751.198798789621,6752.099359660116,2906.489025610305,6754.794356145123,6754.895916496011,2917.9233134642295,6754.254083503989,6755.648068282545,2936.577714585426,6756.57896200752,6759.178332365436,2949.797683060056,6740.478107711587,6741.8052831861105,2969.4552021316945,6741.274620228016,6745.435530458172,2979.576898157969,0.0829862406728044,2768.005006918224,-0.0935435089656039,2803.87452847972,-0.2477633343470136,2838.7177541722112,0.349108824430026,2872.510179784278,-0.8810107350763021,2880.201781917101,-0.5314806762645133,2912.34323238518,-0.4043650480014043,2943.765043992286,0.0379828802654136,2974.2723036823813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,16.423313458217308,1778516205.927474,0.0169429159723222,6734.100302594981,6739.668991655713,2763.023746575854,6739.117680410796,6745.259941314913,2772.8847172577803,6747.797600635755,6750.692196717302,2798.771433818544,6754.839621603447,6755.104347892533,2810.3174267559225,6754.117912705932,6754.833765320781,2834.976420536601,6759.079368524009,6758.252058562827,2847.168405411039,6732.134728122995,6735.2110951493105,2869.1346751194783,6740.665152672923,6745.419593789162,2875.5616379295775,6737.803965828163,6741.373234098481,2874.991358913494,6740.885938502919,6745.07947091726,2886.5838794260317,6750.259543967967,6751.569897912401,2906.489025610305,6754.457219488339,6755.9387780053175,2917.9233134642295,6754.9626998196645,6754.283337408687,2936.577714585426,6758.121835742886,6758.349676009415,2949.797683060056,6740.819966683986,6744.152333649174,2969.4552021316945,6743.592843170218,6747.491965950423,2979.576898157969,-0.0046854020623874,2767.9173352754888,-0.5015633572391572,2803.4665086314462,-0.4523800604767778,2838.5131374460816,0.284150064514079,2872.445221024362,-0.941508715009158,2880.1412839371683,-0.3851277271473058,2912.489585334297,-0.4511302213905166,2943.7182788188966,-0.0713994972865345,2974.1629213048295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,16.515139374649152,1778516206.0165172,0.011382833123207,6735.561827184644,6739.701040743344,2763.023746575854,6737.39182840725,6742.324828071034,2772.8847172577803,6747.964648347954,6748.4946037228365,2798.771433818544,6753.046764678914,6752.965281046551,2810.3174267559225,6752.673113366141,6755.139941009261,2834.976420536601,6757.882278326253,6758.623065990158,2847.168405411039,6734.13951156891,6736.502209860317,2869.1346751194783,6740.888606840481,6745.555217471039,2875.5616379295775,6737.677008894459,6743.130320628418,2874.991358913494,6743.24767704863,6746.743726503043,2886.5838794260317,6751.737449949568,6752.8233792829415,2906.489025610305,6754.054590885472,6756.349665311611,2917.9233134642295,6753.179316563255,6754.20408350399,2936.577714585426,6756.550236879909,6756.963091053581,2949.797683060056,6738.140955772229,6741.6001650518065,2969.4552021316945,6740.931416389033,6746.342913470061,2979.576898157969,0.005335153131608,2767.9273558306827,-0.2739945386961153,2803.6940774499894,-0.4779583261767743,2838.4875591803816,0.3100015851943988,2872.4710725450423,-0.7340589154151993,2880.3487337367624,-0.2284690247941545,2912.64624403665,-0.690560372551823,2943.4788486677353,-0.0046219597818787,2974.229698842334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,16.594262458151206,1778516206.0959349,0.0119736660271883,6735.098817128708,6741.381434728122,2763.023746575854,6738.1907586270145,6745.141107069719,2772.8847172577803,6749.25710334077,6750.294652627073,2798.771433818544,6754.310274475043,6754.88862517957,2810.3174267559225,6753.1912690650115,6753.05938350093,2834.976420536601,6758.080690466729,6757.119311061528,2847.168405411039,6733.177030290064,6735.79267200538,2869.1346751194783,6740.713026866766,6745.794634287985,2875.5616379295775,6738.7527951829325,6742.144887978728,2874.991358913494,6741.282603845097,6746.857603080966,2886.5838794260317,6751.043925176515,6751.442884433169,2906.489025610305,6753.884453036648,6753.549070819451,2917.9233134642295,6753.720096585874,6754.010022312558,2936.577714585426,6756.664452730995,6755.585626738393,2949.797683060056,6737.6403505822655,6742.148977595747,2969.4552021316945,6739.985261484855,6745.664822569306,2979.576898157969,-0.0004145486821914,2767.921606128869,-0.256861397723075,2803.7112105909623,-0.3529630054898127,2838.612554501068,0.3166472014752717,2872.4777181613235,-1.0666580810244182,2880.016134571153,-0.5217065804499268,2912.3530064809943,-0.8097852727728455,2943.359623767514,-0.0422893779336276,2974.1920314241825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,16.674071270623244,1778516206.1755269,0.0115400410722941,6735.864325885625,6740.160340190114,2763.023746575854,6737.367408380965,6741.578446984747,2772.8847172577803,6748.36560198062,6750.135888070423,2798.771433818544,6754.2507198092735,6754.422833695021,2810.3174267559225,6755.086558975457,6753.264979979826,2834.976420536601,6758.545060671822,6756.715686034784,2847.168405411039,6733.488881926826,6735.774044074946,2869.1346751194783,6742.116928508115,6746.0561970840845,2875.5616379295775,6738.364857719229,6740.970798056056,2874.991358913494,6741.8737796864025,6745.663288198795,2886.5838794260317,6749.958150197145,6751.704072806187,2906.489025610305,6753.6181190206935,6754.076652810467,2917.9233134642295,6754.501077421523,6753.664902038696,2936.577714585426,6757.832026163768,6758.701283736284,2949.797683060056,6740.337306293365,6742.70160161384,2969.4552021316945,6742.1528012959625,6746.157992786624,2979.576898157969,-0.0340378604568499,2767.8879828170943,-0.3852534556347443,2803.5828185330506,-0.2384077826973905,2838.727109723861,0.2832042917431162,2872.444275251591,-0.9864494279205374,2880.096343224257,-0.6052507606580128,2912.269462300786,-0.3253789867320961,2943.844030053555,-0.0195762631339128,2974.2147445389824,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,16.755220416584052,1778516206.258008,0.0142033330630511,6735.36866613687,6740.1358544487575,2763.023746575854,6739.6472353822155,6743.372303389675,2772.8847172577803,6749.227121985512,6751.217721673747,2798.771433818544,6755.013803221567,6753.369940703609,2810.3174267559225,6753.594747379039,6753.635904881255,2834.976420536601,6758.164949414677,6756.344560931626,2847.168405411039,6733.079090381148,6737.373409848091,2869.1346751194783,6743.066234679219,6745.76525659443,2875.5616379295775,6739.109187883974,6741.50693981722,2874.991358913494,6741.811597946022,6746.474363480758,2886.5838794260317,6751.23863740563,6751.351097288872,2906.489025610305,6754.404228688449,6755.193104502246,2917.9233134642295,6754.924063942293,6753.807176697129,2936.577714585426,6756.904758993795,6758.377455145643,2949.797683060056,6740.2418070116455,6744.605266375278,2969.4552021316945,6743.40151755968,6747.44634135159,2979.576898157969,-0.0770113290155166,2767.845009348536,-0.6147145385757692,2803.35335745011,-0.4967384547912623,2838.468779051767,0.1492226040941623,2872.310293563942,-1.0733120687508186,2880.0094805834265,-0.3087607067767968,2912.5659523546674,-0.1860809171905752,2943.9833281230963,-0.1140951681542369,2974.120225633962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,16.85724437457975,1778516206.3585238,0.0111879168543964,6733.43550142128,6739.459522572363,2763.023746575854,6737.070117981477,6744.7584359812945,2772.8847172577803,6749.0274154109475,6751.15234129046,2798.771433818544,6753.791368401749,6753.374530060825,2810.3174267559225,6753.976180578904,6752.571497997982,2834.976420536601,6757.394663324876,6756.652729467862,2847.168405411039,6734.292982241648,6739.067383928845,2869.1346751194783,6741.6035547269,6746.161944860471,2875.5616379295775,6739.548321973287,6742.002182351683,2874.991358913494,6743.853854265367,6747.231777057798,2886.5838794260317,6750.365955008099,6752.090321545373,2906.489025610305,6755.739592566555,6755.846706605128,2917.9233134642295,6756.335502949538,6755.611986123423,2936.577714585426,6758.007199620993,6756.6773466393615,2949.797683060056,6737.046842620044,6742.821980927346,2969.4552021316945,6741.107537365895,6745.065536265551,2979.576898157969,0.0442025063744252,2767.9662231839256,-0.4915755053476347,2803.476496483338,-0.1450270095026718,2838.8204904970553,0.2060768142243995,2872.3671477740727,-0.9655769635140606,2880.1172156886632,-0.6550298071992372,2912.219683254245,-0.6896019194048146,2943.4798071208825,-0.1863765369420305,2974.047944265174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,16.937384937074967,1778516206.439186,0.0122307080309838,6737.173655897546,6741.464582632882,2763.023746575854,6740.543735672586,6745.110945380077,2772.8847172577803,6750.227008894459,6752.790723477092,2798.771433818544,6755.876451080478,6755.923603936792,2810.3174267559225,6754.948809487422,6754.0451462542405,2834.976420536601,6757.129915640187,6756.312198551212,2847.168405411039,6733.613604548094,6736.239442797322,2869.1346751194783,6741.461153223095,6746.099153345356,2875.5616379295775,6739.66094996485,6740.21993459058,2874.991358913494,6740.729573310511,6745.744667909649,2886.5838794260317,6751.393590488126,6751.872642662836,2906.489025610305,6753.246101415168,6754.983502460494,2917.9233134642295,6753.553835926276,6754.2273588654225,2936.577714585426,6757.511118073174,6757.2504217990645,2949.797683060056,6739.610341718374,6743.224627869303,2969.4552021316945,6742.369881101568,6747.023921814347,2979.576898157969,-0.0179069494715793,2767.9041137280797,-0.4886833658205182,2803.479388622865,-0.2254383941906169,2838.740079112368,0.297943961569297,2872.4590149214173,-1.2494621060617106,2879.8333305461156,-0.2209538663979204,2912.6537591950464,-0.7413134376887446,2943.428095602598,-0.0486104220298849,2974.185710380086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,17.049647041712888,1778516206.552024,0.0133826669771224,6735.1476388421925,6740.011442063759,2763.023746575854,6736.79600207843,6743.318878564661,2772.8847172577803,6747.12692942507,6748.948043830425,2798.771433818544,6753.559482837668,6754.043888498335,2810.3174267559225,6753.906070238714,6754.651305131889,2834.976420536601,6758.8855090625675,6758.110901060611,2847.168405411039,6733.764082892686,6737.042285356237,2869.1346751194783,6742.441053580708,6746.966019194913,2875.5616379295775,6739.278624262615,6743.010477733289,2874.991358913494,6742.906096219091,6747.4706666259135,2886.5838794260317,6751.883303787021,6750.51216340129,2906.489025610305,6754.834757159886,6753.689011828712,2917.9233134642295,6755.081194791698,6755.168491915518,2936.577714585426,6756.858526148486,6757.8059189412215,2949.797683060056,6739.937324632456,6741.294244582326,2969.4552021316945,6740.709855732493,6745.110595409115,2979.576898157969,0.0440895365440237,2767.9661102140954,-0.3558280512631153,2803.6122439374226,-0.4491400351225135,2838.5163774714356,0.2663562559677906,2872.427427215816,-0.9581924499658931,2880.1246002022117,-0.3767135812830475,2912.497999480161,-0.4586090654799274,2943.7107999748073,0.0481190771069629,2974.282439879223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,17.1507931870874,1778516206.652253,0.0115480418317019,6734.683653757985,6739.02405935752,2763.023746575854,6738.680731729682,6744.221042577253,2772.8847172577803,6748.230316043647,6750.046868600422,2798.771433818544,6754.136919644222,6754.041348534401,2810.3174267559225,6752.757752850199,6753.495335758169,2834.976420536601,6756.128181067946,6756.175410337135,2847.168405411039,6732.049484977228,6733.951502277103,2869.1346751194783,6740.215673808724,6744.355960204174,2875.5616379295775,6739.4979506067175,6743.465459852678,2874.991358913494,6740.916297337777,6745.395863006999,2886.5838794260317,6750.508246477366,6751.708185347068,2906.489025610305,6753.5918559158845,6753.556600544059,2917.9233134642295,6753.456953571537,6754.030335910994,2936.577714585426,6755.993734144329,6755.322975822967,2949.797683060056,6737.448908824159,6742.507155301525,2969.4552021316945,6740.751184399547,6746.6272518873975,2979.576898157969,0.0234529080558959,2767.945473585607,-0.4206366273335948,2803.5474353613517,-0.3336503998644481,2838.631867106694,0.3073224660264633,2872.468393425874,-0.9325579214415892,2880.150234730736,-0.5973436565124455,2912.277369404932,-0.7901636733927853,2943.3792453668943,-0.0593595641906304,2974.1749612379253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,17.232241583173163,1778516206.733806,0.0117570839356631,6736.465514869944,6740.72712351377,2763.023746575854,6739.788006235291,6744.176681847358,2772.8847172577803,6748.994044380597,6749.3604655072295,2798.771433818544,6752.586115780787,6755.000580737842,2810.3174267559225,6754.797719839839,6755.520744567044,2834.976420536601,6759.445531375127,6757.380499434544,2847.168405411039,6734.847424886146,6736.66188373017,2869.1346751194783,6741.772847449339,6743.287474401686,2875.5616379295775,6738.687529418955,6739.633083717944,2874.991358913494,6739.699772289636,6745.9471803649485,2886.5838794260317,6750.849711159337,6750.462086988417,2906.489025610305,6752.940922150563,6754.4189244123845,2917.9233134642295,6752.558657578629,6754.589621603447,2936.577714585426,6755.671690558425,6756.0092994467705,2949.797683060056,6736.8713986612465,6742.178798483968,2969.4552021316945,6742.326525965096,6746.362313170522,2979.576898157969,-0.0245880872537725,2767.8974325902973,0.0256804283467366,2803.9937524170323,-0.6257529134903557,2838.3397645930677,0.2027510660775647,2872.363822025926,-1.317359150179687,2879.765433501998,-0.1292103018750454,2912.7455027595693,-0.8609752275822223,2943.308433812705,-0.1601204620738023,2974.0742003400424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,17.312842791667208,1778516206.81412,0.0111836669966578,6736.8041690864075,6741.195013295839,2763.023746575854,6737.613992725494,6742.583753094722,2772.8847172577803,6749.134935966012,6749.927681327749,2798.771433818544,6754.932212611182,6754.891155973959,2810.3174267559225,6754.609589815693,6754.066214811872,2834.976420536601,6759.232385304276,6758.457159886297,2847.168405411039,6734.052902160956,6736.296789131031,2869.1346751194783,6742.98569550998,6746.293746370388,2875.5616379295775,6739.583082189687,6745.078297215514,2874.991358913494,6742.449853287282,6747.89313201088,2886.5838794260317,6751.776036922701,6753.51597334719,2906.489025610305,6753.959574533117,6755.092937922181,2917.9233134642295,6754.266778738883,6753.9320383898275,2936.577714585426,6756.842652138032,6758.118435369992,2949.797683060056,6740.12910107895,6743.608853195586,2969.4552021316945,6743.0060901060615,6746.1939129504535,2979.576898157969,-0.004269069558381,2767.917751607993,-0.2990554830780582,2803.6690165056075,-0.2696855502276289,2838.6958319563305,0.2588987893741888,2872.419969749222,-0.887154935807933,2880.1956377163697,-0.5024408325742579,2912.37227222887,-0.3403712953743442,2943.8290377449125,-0.1127859139509235,2974.121534888165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,17.395028041675687,1778516206.897932,0.0144380829297006,6735.120649815081,6740.288088761195,2763.023746575854,6739.280024146467,6743.271519393587,2772.8847172577803,6749.348140110645,6749.767160803252,2798.771433818544,6754.15305804322,6753.9345141669455,2810.3174267559225,6753.470162300946,6753.357949995416,2834.976420536601,6756.489852370328,6757.682933948711,2847.168405411039,6734.723015557662,6737.317215820522,2869.1346751194783,6742.338573218816,6746.11639208974,2875.5616379295775,6740.938969037503,6739.914591802427,2874.991358913494,6741.301797230796,6747.236930342025,2886.5838794260317,6750.109698321973,6752.218365070146,2906.489025610305,6755.007121679861,6754.943475868813,2917.9233134642295,6754.6521777669095,6754.4656019806225,2936.577714585426,6757.87127487239,6758.170998257787,2949.797683060056,6740.3690527860135,6742.341476908029,2969.4552021316945,6741.470689549776,6745.983202922029,2979.576898157969,-0.0830118414794549,2767.8390088360716,-0.2769183168320183,2803.6911536718535,-0.0556704667484437,2838.90984703981,0.2638200177807242,2872.424890977629,-1.4505793342739988,2879.6322133179033,-0.738818191486344,2912.135894869958,-0.5174741515828579,2943.651934888704,0.0237944661228572,2974.258115268239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,17.497120458167046,1778516206.998876,0.0121416659094393,6733.46520921845,6739.650495155423,2763.023746575854,6737.725454656601,6743.231113794051,2772.8847172577803,6751.010584711313,6751.341700033622,2798.771433818544,6755.069555582723,6755.231659381973,2810.3174267559225,6755.607557233243,6754.64182229422,2834.976420536601,6759.406142066815,6759.4259696793715,2847.168405411039,6734.0166855151765,6737.604023901948,2869.1346751194783,6741.926487758658,6745.527497936852,2875.5616379295775,6738.958208270929,6742.8861524589665,2874.991358913494,6742.492893602714,6745.624306935232,2886.5838794260317,6750.983183054681,6753.222625852004,2906.489025610305,6755.808336644559,6755.6840113702365,2917.9233134642295,6753.417390041874,6755.0130222819935,2936.577714585426,6757.631269676314,6756.211116544915,2949.797683060056,6740.195459547025,6742.243382645109,2969.4552021316945,6741.201101873643,6745.01349145704,2979.576898157969,-0.0608047241373735,2767.8612159534136,-0.2241058795131144,2803.743966109173,-0.1001454343490897,2838.865372072209,0.2155748215248501,2872.376645781373,-0.8273902956382541,2880.255402356539,-0.7676691160280404,2912.107043945416,-1.0693101005586945,2943.1000989397285,-0.0135852110959263,2974.22073559102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,17.57853637461085,1778516207.080131,0.0118176669348031,6735.7031313995785,6740.437310878138,2763.023746575854,6740.079609988691,6744.400134486658,2772.8847172577803,6750.009933673626,6751.773929455635,2798.771433818544,6755.775664027875,6755.521290154966,2810.3174267559225,6754.989642999052,6754.167018675306,2834.976420536601,6758.451624537702,6759.73122382859,2847.168405411039,6734.981628816822,6736.979634440811,2869.1346751194783,6742.44821041049,6745.376094996485,2875.5616379295775,6738.691411192956,6744.159059510345,2874.991358913494,6743.433230430664,6745.998549683651,2886.5838794260317,6751.664008008071,6752.959352935783,2906.489025610305,6756.609203166549,6756.178063392121,2917.9233134642295,6754.462583672097,6754.903886358775,2936.577714585426,6757.299581257452,6758.397417244858,2949.797683060056,6739.388527371091,6745.193459057982,2969.4552021316945,6744.189193691353,6748.022281994071,2979.576898157969,-0.0488541799529249,2767.8731664975985,-0.4325486094209935,2803.5355233792648,0.0553031342242476,2839.0208206407824,0.253405147434479,2872.4144761072826,-0.6582358739498281,2880.4245567782277,-0.6714490240919678,2912.2032640373523,-0.4907149390616765,2943.6786941012256,-0.1938208277251717,2974.040499974391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,17.65978902054485,1778516207.161352,0.0117567910347133,6734.748783507045,6738.153854265365,2763.023746575854,6738.881373597823,6745.114328942141,2772.8847172577803,6749.665635602287,6750.973999755479,2798.771433818544,6754.656971910628,6755.883798942445,2810.3174267559225,6756.034760216402,6756.761009566891,2834.976420536601,6759.568673778158,6758.1346883883,2847.168405411039,6735.460199590428,6736.341162086988,2869.1346751194783,6742.928589112695,6745.629422013019,2875.5616379295775,6738.888583916618,6742.6229406730445,2874.991358913494,6741.763720695662,6747.007864412995,2886.5838794260317,6750.341035241616,6750.895803404957,2906.489025610305,6753.536300699942,6754.5912767063,2917.9233134642295,6754.506950515022,6754.775636519242,2936.577714585426,6757.746740226794,6758.009278051167,2949.797683060056,6738.879752116636,6743.904719259101,2969.4552021316945,6738.857665739524,6744.529229452579,2979.576898157969,0.0964077552267616,2768.018428432778,-0.2143351205806768,2803.753736868105,-0.5382797271514362,2838.427237779407,0.2901335636024987,2872.4512045234505,-1.0125835513995485,2880.070209100778,-0.3353832646775022,2912.5393297967667,-0.5950793289491748,2943.5743297113377,-0.0674794063426144,2974.1668413957736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,17.750508041586727,1778516207.2520142,0.0116409170441329,6734.810975945227,6740.221734877891,2763.023746575854,6737.800677018064,6743.6836354188945,2772.8847172577803,6748.3823119479175,6749.782240119816,2798.771433818544,6755.294221658465,6752.610268362014,2810.3174267559225,6753.449223645201,6751.447950606719,2834.976420536601,6756.9911284653235,6757.021751688725,2847.168405411039,6733.262010575541,6735.51967937158,2869.1346751194783,6741.945685729132,6744.996130452059,2875.5616379295775,6739.489436684293,6742.976816334017,2874.991358913494,6742.177847907816,6745.662010575543,2886.5838794260317,6751.233748509949,6751.744975089403,2906.489025610305,6753.262881682305,6753.108212855703,2917.9233134642295,6753.720004890424,6752.361929577896,2936.577714585426,6754.875107742152,6754.715265763976,2949.797683060056,6737.511293822783,6741.39215545435,2969.4552021316945,6740.9488324112845,6745.137352141089,2979.576898157969,-0.009141623656647,2767.912879053895,-0.6654100845152644,2803.3026619041702,0.0457617160292929,2839.0112792225873,0.2477283567620394,2872.40879931661,-0.8911401532986933,2880.1916524988787,-0.5113776269586876,2912.3633354344856,-0.4051774706396686,2943.7642315696476,-0.0839103690601063,2974.150410433056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,17.85207041655667,1778516207.353703,0.0118926670402288,6734.309634135158,6739.960295870648,2763.023746575854,6738.595714766023,6744.461252559832,2772.8847172577803,6746.952087599717,6748.836890607328,2798.771433818544,6752.309540911452,6754.752549133479,2810.3174267559225,6753.49514625424,6754.042679646666,2834.976420536601,6757.691863557173,6758.207676437327,2847.168405411039,6733.307135434179,6735.236751535898,2869.1346751194783,6741.192812605068,6744.504745239477,2875.5616379295775,6739.089885991991,6742.3261332029215,2874.991358913494,6741.9028440871725,6746.1872910107895,2886.5838794260317,6750.725071063973,6750.185886542165,2906.489025610305,6750.72133600269,6752.936714857719,2917.9233134642295,6752.879324204541,6753.766249961793,2936.577714585426,6755.19267200538,6756.1881071002845,2949.797683060056,6737.647542561969,6742.488424977841,2969.4552021316945,6742.025705290827,6745.406794632759,2979.576898157969,-0.0207235406002838,2767.901297136951,-0.1423319477005446,2803.825740040985,-0.2419156383826882,2838.7236018681756,0.2720517193592981,2872.4331226792074,-0.9755645687700288,2880.1072280834073,0.0050524754284082,2912.8797655368726,-0.5770436460340403,2943.592365394253,-0.1691467618678833,2974.065174040248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,17.96189402055461,1778516207.4638789,0.0126001250464469,6736.333161659075,6739.060028425588,2763.023746575854,6739.3669025277395,6743.5602928141325,2772.8847172577803,6747.478045053031,6751.068475104685,2798.771433818544,6755.3835559495055,6752.940737231409,2810.3174267559225,6752.722722132225,6752.991392853868,2834.976420536601,6758.210783384786,6756.143862517956,2847.168405411039,6732.573969190329,6734.7090900754965,2869.1346751194783,6741.505112021272,6743.917538282849,2875.5616379295775,6738.422862731913,6742.224331387352,2874.991358913494,6743.916448635266,6747.59253293395,2886.5838794260317,6750.233623192837,6752.11630650732,2906.489025610305,6753.0092795794235,6755.418624873919,2917.9233134642295,6752.905685117829,6753.764879114833,2936.577714585426,6755.980517773636,6756.788781061832,2949.797683060056,6738.363084940551,6743.393261912766,2969.4552021316945,6741.262009047283,6745.971005899075,2979.576898157969,0.0354797550880522,2767.9575004326393,-0.8851396974955379,2803.08293229119,-0.5627904912553011,2838.402727015303,0.2264957933258188,2872.387566753174,-0.881196878952471,2880.201595773225,-0.331493341536572,2912.5432197199075,-0.6021752979192797,2943.567233742368,-0.1142253418812806,2974.120095460235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,18.044606687151827,1778516207.546897,0.0132110419217497,6733.746057095699,6738.990132041447,2763.023746575854,6738.2288152948,6743.060599993885,2772.8847172577803,6747.859331540179,6749.796449857871,2798.771433818544,6754.704344836018,6752.924097563958,2810.3174267559225,6751.497950606719,6751.753391203351,2834.976420536601,6756.485646605739,6755.432178989516,2847.168405411039,6731.68963230125,6735.21693767766,2869.1346751194783,6743.560185836109,6745.133005776812,2875.5616379295775,6739.206635693981,6741.891975119967,2874.991358913494,6742.723038481524,6744.578793899197,2886.5838794260317,6750.25288687838,6751.429539688846,2906.489025610305,6752.647016841397,6752.891195708653,2917.9233134642295,6752.318760888835,6754.626200446251,2936.577714585426,6756.520088944584,6757.02260292814,2949.797683060056,6738.391266008497,6742.779802549134,2969.4552021316945,6740.403924565211,6744.990118287128,2979.576898157969,-0.0488139254910303,2767.87320675206,-0.6241149886448993,2803.3439570000405,-0.4198062941216802,2838.5457112124363,0.1344193172939221,2872.295490277142,-0.8247666936682734,2880.2580259585093,-0.5516491507399903,2912.323063910704,-0.8785741389264098,2943.2908349013605,-0.0891807790071637,2974.145140023109,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
