batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,f_new_mhz_b01,delta_f_mhz_b02,f_new_mhz_b02,delta_f_mhz_b03,f_new_mhz_b03,delta_f_mhz_b04,f_new_mhz_b04,delta_f_mhz_b05,f_new_mhz_b05,delta_f_mhz_b06,f_new_mhz_b06,delta_f_mhz_b07,f_new_mhz_b07,delta_f_mhz_b08,f_new_mhz_b08
0,0.008880812558345497,1778268702.391072,0.017017625039443374,6496.016326374667,6499.409145092764,2628.999989318848,6511.896293975608,6518.770186753065,2630.999988555908,6493.010305040193,6500.234255891433,2764.999937438965,6482.024980896782,6491.913654980592,2771.9999347686767,6487.67388972094,6492.586047009201,2803.9999225616457,6497.052310725311,6502.142687287955,2809.9999202728272,6496.598294464651,6500.618898432009,2839.9999088287354,6501.185949200721,6505.132672616683,2843.9999073028566,6466.342137115261,6479.543980193783,2877.999894332886,6453.367073692575,6463.083384784668,2880.9998931884766,6456.324759299447,6468.000382064371,2877.999894332886,6463.798161506251,6474.517053825228,2881.9998928070067,6479.851960754348,6487.753084023596,2938.9998710632326,6493.348503835927,6500.329336430601,2943.999869155884,6483.453475257511,6493.419813858239,2968.999859619141,6475.217460341719,6487.1170920316645,2975.9998569488525,0.5009323140843549,2770.4554213964807,-0.23583760048704266,2769.718651481909,0.5732790292936588,2781.4412231792962,0.7988872126043813,2864.856871842695,-0.7551275279577174,2880.778315938139,-0.3211559401038309,2881.212287525993,0.14407374967058023,2965.3733243760907,-0.5701380628068838,2973.5622775544675
1,0.08829297951888293,1778268702.468096,0.012243625009432435,6499.256484396492,6499.409145092764,2628.999989318848,6511.896293975608,6518.770186753065,2630.999988555908,6493.010305040193,6500.234255891433,2764.999937438965,6482.024980896782,6491.913654980592,2771.9999347686767,6487.67388972094,6492.586047009201,2803.9999225616457,6497.052310725311,6502.142687287955,2809.9999202728272,6496.598294464651,6500.618898432009,2839.9999088287354,6501.185949200721,6505.132672616683,2843.9999073028566,6466.342137115261,6479.543980193783,2877.999894332886,6453.367073692575,6463.083384784668,2880.9998931884766,6456.324759299447,6468.000382064371,2877.999894332886,6463.798161506251,6474.517053825228,2881.9998928070067,6479.851960754348,6487.753084023596,2938.9998710632326,6493.348503835927,6500.329336430601,2943.999869155884,6483.453475257511,6493.419813858239,2968.999859619141,6475.217460341719,6487.1170920316645,2975.9998569488525,0.7646294241371145,2770.7191185065335,-0.23583760048704266,2769.718651481909,0.5732790292936588,2781.4412231792962,0.7988872126043813,2864.856871842695,-0.7551275279577174,2880.778315938139,-0.3211559401038309,2881.212287525993,0.14407374967058023,2965.3733243760907,-0.5701380628068838,2973.5622775544675
2,0.16691706248093396,1778268702.546357,0.011518290964886546,6498.208012653973,6506.7831463765015,2628.999989318848,6516.135047528807,6520.138559464498,2630.999988555908,6487.803531803038,6496.772667114956,2764.999937438965,6477.181310939267,6491.215412476695,2771.9999347686767,6484.566265244369,6493.0622184185595,2803.9999225616457,6496.42117247914,6502.1686890607325,2809.9999202728272,6493.796963352385,6496.28561604059,2839.9999088287354,6497.9018950392765,6503.305949506373,2843.9999073028566,6458.621991625148,6471.220432802518,2877.999894332886,6438.768757832319,6459.524416969771,2880.9998931884766,6448.636722499007,6470.935165204633,2877.999894332886,6456.6212809854205,6474.128298743772,2881.9998928070067,6474.025431732739,6484.615316196474,2938.9998710632326,6489.325465354403,6497.342841641961,2943.999869155884,6477.530167802671,6489.161790506464,2968.999859619141,6469.023117950912,6481.0850887917595,2975.9998569488525,-0.15301198057598311,2769.80147710182,-0.14808209335047873,2769.8064069890456,0.3657580503028672,2781.2337022003053,1.2982413204101917,2865.356225950501,-0.4811720040555643,2881.052271462041,-0.4082487933870376,2881.1251946727098,0.024943440206908224,2965.254194066627,-0.6231976222966366,2973.509217994978
3,0.2328156039584428,1778268702.615159,0.01732554193586111,6488.860474676774,6502.592626157655,2628.999989318848,6511.372407311183,6515.975859644833,2630.999988555908,6490.027018064003,6493.656389644528,2764.999937438965,6476.935362349848,6488.767749182382,2771.9999347686767,6484.24996485008,6490.841250725922,2803.9999225616457,6492.846145734633,6499.238168230584,2809.9999202728272,6493.343981722041,6496.585064339641,2839.9999088287354,6498.84427973225,6502.914688082647,2843.9999073028566,6463.574323746065,6469.384520279977,2877.999894332886,6441.050187975671,6455.207627533086,2880.9998931884766,6449.997845156952,6467.797450866523,2877.999894332886,6457.2447412660085,6472.1961961671295,2881.9998928070067,6474.322199468167,6483.683401595501,2938.9998710632326,6487.116910169026,6495.068901488523,2943.999869155884,6479.407467066051,6485.43416572424,2968.999859619141,6469.210390622613,6480.000950576154,2975.9998569488525,-0.5240456982019907,2769.4304433841944,-0.03335749619172996,2769.9211315862044,0.5464571114939311,2781.4144012614966,0.9497056428818909,2865.0076902729725,-0.47680057850071583,2881.056642887596,-0.3641498719589995,2881.169293594138,0.10879902626130138,2965.3380496526815,-0.46983863827752087,2973.662576978997
4,0.3031006045639515,1778268702.684353,0.015135874971747398,6494.055567442003,6502.592626157655,2628.999989318848,6511.372407311183,6515.975859644833,2630.999988555908,6490.027018064003,6493.656389644528,2764.999937438965,6476.935362349848,6488.767749182382,2771.9999347686767,6484.24996485008,6490.841250725922,2803.9999225616457,6492.846145734633,6499.238168230584,2809.9999202728272,6493.343981722041,6496.585064339641,2839.9999088287354,6498.84427973225,6502.914688082647,2843.9999073028566,6463.574323746065,6469.384520279977,2877.999894332886,6441.050187975671,6455.207627533086,2880.9998931884766,6449.997845156952,6467.797450866523,2877.999894332886,6457.2447412660085,6472.1961961671295,2881.9998928070067,6474.322199468167,6483.683401595501,2938.9998710632326,6487.116910169026,6495.068901488523,2943.999869155884,6479.407467066051,6485.43416572424,2968.999859619141,6469.210390622613,6480.000950576154,2975.9998569488525,-0.10145511437909356,2769.8530339680174,-0.03335749619172996,2769.9211315862044,0.5464571114939311,2781.4144012614966,0.9497056428818909,2865.0076902729725,-0.47680057850071583,2881.056642887596,-0.3641498719589995,2881.169293594138,0.10879902626130138,2965.3380496526815,-0.46983863827752087,2973.662576978997
5,0.46658662508707494,1778268702.846223,0.011912334011867642,6497.923717027845,6504.843607298956,2628.999989318848,6512.475576917199,6517.476353272,2630.999988555908,6487.42272518874,6494.403953602103,2764.999937438965,6476.425743497265,6489.2573646728,2771.9999347686767,6482.672881071003,6489.710771158725,2803.9999225616457,6492.688339395421,6502.85825106214,2809.9999202728272,6493.181932940062,6496.294608307608,2839.9999088287354,6498.217611639209,6502.292060702387,2843.9999073028566,6459.76256380475,6470.429978298745,2877.999894332886,6439.019760369227,6458.2686829477025,2880.9998931884766,6448.304462511844,6469.742705627044,2877.999894332886,6455.0817312100735,6474.20177125042,2881.9998928070067,6472.207375370603,6484.79139132561,2938.9998710632326,6486.379923281474,6494.529992053061,2943.999869155884,6476.986652199163,6488.027456673901,2968.999859619141,6468.797505883792,6481.885296634779,2975.9998569488525,0.06244707715681869,2770.016936159553,-0.11936426692374436,2769.8351248154727,0.7818691111873364,2781.64981326119,0.9718943680200114,2865.0298789981107,-0.4712022149260781,2881.0622412511707,-0.35215225296506225,2881.1812912131318,-0.10879793939112299,2965.1204526870292,-0.5660238728381453,2973.5663917444363
6,0.5534859375329688,1778268702.9339561,0.013580790953710675,6494.226087355198,6502.739500871106,2628.999989318848,6511.281268148058,6516.988264510805,2630.999988555908,6484.920136320567,6492.87703793135,2764.999937438965,6476.470978390439,6488.574270257053,2771.9999347686767,6484.0647996454445,6491.514950942935,2803.9999225616457,6493.326990555368,6500.42059632607,2809.9999202728272,6492.85831066418,6495.646647003086,2839.9999088287354,6497.493144236941,6500.289283858545,2843.9999073028566,6457.402156371306,6471.087171806706,2877.999894332886,6438.232391417306,6459.243150349971,2880.9998931884766,6449.243423908059,6468.145156952043,2877.999894332886,6454.76320720115,6471.220804169087,2881.9998928070067,6471.476924840297,6481.167888253813,2938.9998710632326,6484.529200415685,6492.417736956322,2943.999869155884,6473.323498487024,6485.231910016199,2968.999859619141,6466.186968548461,6479.962731913072,2975.9998569488525,-0.010005526998593453,2769.9444835553977,-0.1817101996226251,2769.7727788827738,0.5352022325674982,2781.40314638257,0.8126622728676783,2864.8706469029585,-0.5006968400049346,2881.032746626092,-0.3549071076988622,2881.178536358398,0.08045692235795562,2965.309707548778,-0.5724006634000997,2973.5600149538745
7,0.6230642290320247,1778268703.0032141,0.012941041961312294,6487.323761347312,6496.785493779992,2628.999989318848,6507.030458171592,6509.377062383471,2630.999988555908,6484.1100773298285,6489.784592108078,2764.999937438965,6475.874679830058,6487.355711098206,2771.9999347686767,6482.466907112511,6489.155348901184,2803.9999225616457,6492.670000305652,6494.860846043341,2809.9999202728272,6489.549909832809,6494.760781856527,2839.9999088287354,6496.790986337379,6502.282516734419,2843.9999073028566,6457.467040070912,6469.888568634043,2877.999894332886,6438.664188342452,6457.634384265061,2880.9998931884766,6447.295349512486,6467.458836384753,2877.999894332886,6455.474661490969,6471.774993122842,2881.9998928070067,6472.651812513372,6481.726448023963,2938.9998710632326,6484.705989241067,6494.443133539139,2943.999869155884,6475.6754714674325,6485.246113641226,2968.999859619141,6466.560489959348,6479.5809380444425,2975.9998569488525,-0.3603712016981992,2769.594117880698,-0.12103219924149698,2769.8334568831547,0.24199680980258584,2781.109940959805,0.8575725733392258,2864.91555720343,-0.5189995210909948,2881.014443945006,-0.38724999301302987,2881.1461934730837,0.2576038407264548,2965.4868544671467,-0.5163170310670733,2973.6160985862075
8,0.6934953960590065,1778268703.073836,0.013320792000740767,6495.45021854082,6496.785493779992,2628.999989318848,6507.030458171592,6509.377062383471,2630.999988555908,6484.1100773298285,6489.784592108078,2764.999937438965,6475.874679830058,6487.355711098206,2771.9999347686767,6482.466907112511,6489.155348901184,2803.9999225616457,6492.670000305652,6494.860846043341,2809.9999202728272,6489.549909832809,6494.760781856527,2839.9999088287354,6496.790986337379,6502.282516734419,2843.9999073028566,6457.467040070912,6469.888568634043,2877.999894332886,6438.664188342452,6457.634384265061,2880.9998931884766,6447.295349512486,6467.458836384753,2877.999894332886,6455.474661490969,6471.774993122842,2881.9998928070067,6472.651812513372,6481.726448023963,2938.9998710632326,6484.705989241067,6494.443133539139,2943.999869155884,6475.6754714674325,6485.246113641226,2968.999859619141,6466.560489959348,6479.5809380444425,2975.9998569488525,0.30125969936123176,2770.2557487817576,-0.12103219924149698,2769.8334568831547,0.24199680980258584,2781.109940959805,0.8575725733392258,2864.91555720343,-0.5189995210909948,2881.014443945006,-0.38724999301302987,2881.1461934730837,0.2576038407264548,2965.4868544671467,-0.5163170310670733,2973.6160985862075
9,0.7628265414386988,1778268703.1427798,0.012546916957944632,6490.356930647676,6498.30589601736,2628.999989318848,6505.978573830119,6511.8486383225845,2630.999988555908,6481.932706238346,6490.199489562001,2764.999937438965,6474.474528532567,6488.2374881560045,2771.9999347686767,6483.2951386129525,6489.781576856069,2803.9999225616457,6491.850142127945,6499.86069474585,2809.9999202728272,6490.6629810190425,6493.944958278571,2839.9999088287354,6497.544886450469,6502.399701989791,2843.9999073028566,6457.476739921141,6469.056878686921,2877.999894332886,6438.26099275606,6456.558060029954,2880.9998931884766,6446.285469327872,6468.0705902130385,2877.999894332886,6454.625112326925,6471.471086896721,2881.9998928070067,6473.738509032001,6483.446951126325,2938.9998710632326,6486.547946021946,6496.619130727145,2943.999869155884,6475.678472965125,6485.960621389492,2968.999859619141,6467.26196319956,6479.347314851607,2975.9998569488525,0.049078247307497845,2770.003567329704,-0.13240503405817478,2769.822084048338,0.6683968356881399,2781.536340985691,1.0737466213058784,2865.1317312513966,-0.5150355335009247,2881.018407932596,-0.4116608223275698,2881.121782643769,0.23591069125836608,2965.4651613176784,-0.5746409604282887,2973.557774656846
