block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2629.9999903100597,3.9999996541820666,2628.999989318848,-0.0009862502230601478
1,1,1,0,2629.9999903100597,3.9999996541820666,2631.9999881744384,0.000815218802996065
2,0,2,1,2767.4669651255904,10.635472272568332,2763.9999378204348,-0.0024583685389869547
2,1,3,1,2767.4669651255904,10.635472272568332,2770.9999351501465,0.002221770112658339
3,0,4,2,2805.999925018431,4.000005710245156,2802.9999229431155,-0.001053396310274457
3,1,5,2,2805.999925018431,4.000005710245156,2808.999920654297,0.0011361823971778318
4,0,6,3,2839.9999093135684,4.000001815389862,2837.999909591675,-0.0005948621224349249
4,1,7,3,2839.9999093135684,4.000001815389862,2841.999908065796,0.0004522726517627862
5,0,8,4,2880.5751743067603,3.3475867159665103,2878.999893951416,-0.003658465466605587
5,1,9,4,2880.5751743067603,3.3475867159665103,2882.9998924255374,0.002250196556090156
6,0,10,5,2880.5751743067603,3.3475867159665103,2878.999893951416,-0.003658465466605587
6,1,11,5,2880.5751743067603,3.3475867159665103,2882.9998924255374,0.002250196556090156
7,0,12,6,2941.846742975269,4.460935267338918,2938.9998710632326,-0.0007863405044243321
7,1,13,6,2941.846742975269,4.460935267338918,2943.999869155884,0.0010056927434006213
8,0,14,7,2974.8211187406264,11.010269621223932,2970.999858856201,-0.002443732406588628
8,1,15,7,2974.8211187406264,11.010269621223932,2978.9998558044435,0.0019826584574770267
