block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2629.999992494155,3.9999993364230337,2628.999989318848,-0.001529687618117781
1,1,1,0,2629.999992494155,3.9999993364230337,2630.999988555908,0.0007954953787526198
2,0,2,1,2767.175273095044,10.207474363068238,2762.9999382019046,-0.0021019093286934742
2,1,3,1,2767.175273095044,10.207474363068238,2769.9999355316163,0.0020627795820574724
3,0,4,2,2806.0905845123875,4.379496650349157,2802.9999229431155,-0.0008979946317191345
3,1,5,2,2806.0905845123875,4.379496650349157,2808.999920654297,0.0010092376749457066
4,0,6,3,2839.999907900612,4.000002021977345,2836.9999099731444,-0.0006988719362787665
4,1,7,3,2839.999907900612,4.000002021977345,2841.999908065796,0.0006647634831656313
5,0,8,4,2880.5462154681286,3.506863265492975,2877.999894332886,-0.004495452878047368
5,1,9,4,2880.5462154681286,3.506863265492975,2881.9998928070067,0.0022820107984222737
6,0,10,5,2880.5462154681286,3.506863265492975,2877.999894332886,-0.004495452878047368
6,1,11,5,2880.5462154681286,3.506863265492975,2881.9998928070067,0.0022820107984222737
7,0,12,6,2942.9998628160183,4.000004617535484,2939.999870681763,-0.000677057026622685
7,1,13,6,2942.9998628160183,4.000004617535484,2944.999868774414,0.001085260932963017
8,0,14,7,2975.1416059382063,7.665329952350242,2970.999858856201,-0.0024367960240925246
8,1,15,7,2975.1416059382063,7.665329952350242,2977.9998561859134,0.0020026955382119183
