block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2719.49324380074,8.24940896075402,2715.9999938964847,-0.01584569911895236
1,1,1,0,2719.49324380074,8.24940896075402,2722.4953118589647,0.017842676960542442
2,0,2,1,2773.4495177848225,9.18133437757746,2769.9999732971196,-0.08957550729675993
2,1,3,1,2773.4495177848225,9.18133437757746,2776.627802735831,0.07210523993297871
3,0,4,2,2820.5946430328613,11.438826298465054,2817.1768090225423,-0.034194871482405846
3,1,5,2,2820.5946430328613,11.438826298465054,2823.9999526977545,0.02745653082672115
4,0,6,3,2869.338359204772,9.066549509823108,2865.9999366760258,-0.06562359669290245
4,1,7,3,2869.338359204772,9.066549509823108,2872.2280894373957,0.04752367699398269
5,0,8,4,2902.5749710609784,9.142694120153497,2898.999924087525,-0.07882066191203999
5,1,9,4,2902.5749710609784,9.142694120153497,2905.8198099829783,0.051474920242474576
6,0,10,5,2947.703771146932,11.720809371113551,2944.1155607875266,-0.03908387027943557
6,1,11,5,2947.703771146932,11.720809371113551,2950.999904251099,0.029216968385447194
7,0,12,6,2987.159563059561,9.212177480400523,2983.999891662598,-0.07223593024445758
7,1,13,6,2987.159563059561,9.212177480400523,2990.1235894683264,0.07310252064573437
