block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2629.9999897881266,3.9999997031862167,2628.999989318848,-0.0009152471058211931
1,1,1,0,2629.9999897881266,3.9999997031862167,2630.999988555908,0.0006652086353016173
2,0,2,1,2767.9014742677537,10.864173254645843,2763.9999378204348,-0.0023708967756629895
2,1,3,1,2767.9014742677537,10.864173254645843,2771.9999347686767,0.001954821706014187
3,0,4,2,2805.999916946429,4.000004637629901,2802.9999229431155,-0.0011682582481198356
3,1,5,2,2805.999916946429,4.000004637629901,2807.999921035767,0.0008029711548874774
4,0,6,3,2841.999906170907,4.000002225116831,2838.9999092102053,-0.000488632776979081
4,1,7,3,2841.999906170907,4.000002225116831,2844.999906921387,0.0006618342923728759
5,0,8,4,2879.5621188543973,1.2892164635935273,2877.999894332886,-0.004594611309057417
5,1,9,4,2879.5621188543973,1.2892164635935273,2880.9998931884766,0.00197711780108073
6,0,10,5,2880.3758510365974,3.9247813735330297,2877.999894332886,-0.004594611309057417
6,1,11,5,2880.3758510365974,3.9247813735330297,2881.9998928070067,0.002184354283166934
7,0,12,6,2941.999870789882,4.000005315176299,2938.9998710632326,-0.0013057136143223569
7,1,13,6,2941.999870789882,4.000005315176299,2944.999868774414,0.0009108252007778428
8,0,14,7,2974.135985711851,7.672624731403963,2969.999859237671,-0.0023905187811574247
8,1,15,7,2974.135985711851,7.672624731403963,2976.9998565673827,0.002015776271577674
