block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2718.6512916520774,11.85150859378323,2715.9999938964847,-0.008800752801288772
1,1,1,0,2718.6512916520774,11.85150859378323,2720.771614496614,0.018024971659482594
2,0,2,1,2774.3885714219214,8.239396662604454,2770.99997291565,-0.12222055729944879
2,1,3,1,2774.3885714219214,8.239396662604454,2777.6248020826647,0.10348994341373775
3,0,4,2,2819.940164157376,10.239516091361246,2816.709009497122,-0.043589566080879855
3,1,5,2,2819.940164157376,10.239516091361246,2822.9999530792243,0.028668389255710136
4,0,6,3,2869.7854453725845,8.23597759940067,2866.303001911963,-0.11748961563087383
4,1,7,3,2869.7854453725845,8.23597759940067,2872.999934005738,0.08434516941464534
5,0,8,4,2902.1406688476955,8.229058679241298,2898.999924087525,-0.113139343857765
5,1,9,4,2902.1406688476955,8.229058679241298,2904.940258772472,0.07187652919445628
6,0,10,5,2948.8767488504054,11.051282389279837,2945.56898315595,-0.04555497710259351
6,1,11,5,2948.8767488504054,11.051282389279837,2951.999903869629,0.041669464096666074
7,0,12,6,2986.4735767944817,8.525229486901228,2982.999892044068,-0.12279533351166683
7,1,13,6,2986.4735767944817,8.525229486901228,2989.429982117626,0.10498972516258663
8,0,14,7,3030.18680397413,10.568871278117623,3026.9998752593997,-0.02379576724623444
8,1,15,7,3030.18680397413,10.568871278117623,3033.8853034551807,0.0339210835613719
