save_id,timestamp_epoch_s,n_channels,n_solve_channels,selected_blocks,solver,rank,condition_number,residual_norm_uT,solve_residual_norm_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,status
000000,0.0069955500075593,8,8,all,weighted_lstsq,3,7.4980649268084605,28.929880963732767,28.929880963732767,-14.099130428664674,7.310395883034938,-9.768484538003369,ok
000001,0.1096808000002056,8,8,all,weighted_lstsq,3,7.4980649268084605,26.410010343001584,26.410010343001584,-8.156364635425257,31.568531298306215,-8.91066663291426,ok
000002,0.2185045499936677,8,8,all,weighted_lstsq,3,7.4980649268084605,13.884385555391013,13.884385555391013,2.1412831016856755,14.020343018301855,6.224496775937674,ok
000003,0.3216575999977067,8,8,all,weighted_lstsq,3,7.4980649268084605,24.241663105891583,24.241663105891583,-15.004226917503034,26.687017622166053,-15.519985280298826,ok
000004,0.426026200002525,8,8,all,weighted_lstsq,3,7.4980649268084605,16.070858469419136,16.070858469419136,-7.4067372359554735,18.920181035975325,-7.77098598352443,ok
000005,0.5336649499949999,8,8,all,weighted_lstsq,3,7.4980649268084605,18.027987912305655,18.027987912305655,-8.858819421584979,14.423716500871718,-1.1821816237214626,ok
000006,0.6394881500164047,8,8,all,weighted_lstsq,3,7.4980649268084605,10.808681176669252,10.808681176669252,-11.100826607259863,26.156985792378066,-4.967420778626383,ok
000007,0.7473033000133,8,8,all,weighted_lstsq,3,7.4980649268084605,31.293491558349956,31.293491558349956,-3.8754575924444703,17.206596250042686,1.0932155493076923,ok
000008,0.8534325499786064,8,8,all,weighted_lstsq,3,7.4980649268084605,32.527724562661845,32.527724562661845,2.4873019179883955,11.052622095209385,5.269899081274738,ok
000009,0.9545831000141334,8,8,all,weighted_lstsq,3,7.4980649268084605,33.86237111328107,33.86237111328107,-7.956810384254324,17.90613755027849,-3.828368646182389,ok
000010,1.0580895000020971,8,8,all,weighted_lstsq,3,7.4980649268084605,30.87527538441975,30.87527538441975,-7.78387152246048,22.878306650221504,-9.761745158654946,ok
000011,1.1625689500069711,8,8,all,weighted_lstsq,3,7.4980649268084605,25.797522812157386,25.797522812157386,-5.738997501355858,30.304958427267227,-0.540320738779367,ok
000012,1.267598799982807,8,8,all,weighted_lstsq,3,7.4980649268084605,18.785296068969096,18.785296068969096,-2.4098823643136593,14.752053562885534,2.7166097814879557,ok
000013,1.377973499998916,8,8,all,weighted_lstsq,3,7.4980649268084605,33.00186417889364,33.00186417889364,-16.43698334129011,27.07381961969076,-26.963068142057832,ok
000014,1.4882238499994855,8,8,all,weighted_lstsq,3,7.4980649268084605,17.9642124509967,17.9642124509967,-5.824022612273682,14.068644539566188,6.0430236899828484,ok
000015,1.59988135000458,8,8,all,weighted_lstsq,3,7.4980649268084605,27.001211389643373,27.001211389643373,-4.8431694858952525,16.285043238320977,-4.94949350569825,ok
000016,1.705953100026818,8,8,all,weighted_lstsq,3,7.4980649268084605,13.713547956667282,13.713547956667282,-3.5645962039696,16.227139247961773,1.4061611115077093,ok
000017,1.813660349987913,8,8,all,weighted_lstsq,3,7.4980649268084605,31.226914877890508,31.226914877890508,-2.71651157993415,20.103901412886447,-0.9641070562984443,ok
000018,1.9245163500017952,8,8,all,weighted_lstsq,3,7.4980649268084605,24.45716383424063,24.45716383424063,2.459928072691144,17.260398051087705,5.040747437189019,ok
000019,2.0346289500012062,8,8,all,weighted_lstsq,3,7.4980649268084605,31.73686951475043,31.73686951475043,-3.9071129489040177,22.98352271843343,-5.553201134929326,ok
000020,2.1465061000199057,8,8,all,weighted_lstsq,3,7.4980649268084605,45.62312203178828,45.62312203178828,-9.056067046138816,17.718590013983864,-8.060917692519764,ok
000021,2.2484222000057343,8,8,all,weighted_lstsq,3,7.4980649268084605,27.666115007210774,27.666115007210774,-15.286269511684425,12.684499552401345,-11.783190598611707,ok
000022,2.356385599996429,8,8,all,weighted_lstsq,3,7.4980649268084605,17.782560127816996,17.782560127816996,-4.402507917449604,19.170677913076766,6.928067477620264,ok
000023,2.4585777500178665,8,8,all,weighted_lstsq,3,7.4980649268084605,24.669395049697915,24.669395049697915,-7.111766241597784,6.715387755146386,-9.46350232177087,ok
000024,2.5671765000151936,8,8,all,weighted_lstsq,3,7.4980649268084605,31.964767616728356,31.964767616728356,-6.513619685532725,25.55513425242601,-9.341825763849798,ok
000025,2.6704663000127766,8,8,all,weighted_lstsq,3,7.4980649268084605,19.56055262593212,19.56055262593212,-5.389733532686409,11.375431502649704,1.252267349250955,ok
000026,2.7765816500177607,8,8,all,weighted_lstsq,3,7.4980649268084605,18.36004463015297,18.36004463015297,-5.169153592736923,21.79143113671617,-9.611108570556619,ok
000027,2.886232700024266,8,8,all,weighted_lstsq,3,7.4980649268084605,19.320237255233803,19.320237255233803,-1.764224761214774,14.675901843727988,-1.6534440451021635,ok
000028,2.9895544500031974,8,8,all,weighted_lstsq,3,7.4980649268084605,26.143873675614948,26.143873675614948,3.227835935809797,12.760312923860454,2.6577982250007817,ok
000029,3.0935895500006154,8,8,all,weighted_lstsq,3,7.4980649268084605,39.078665289889365,39.078665289889365,-7.211328096383708,21.170994721077083,-15.306569418223729,ok
000030,3.204476499988232,8,8,all,weighted_lstsq,3,7.4980649268084605,33.09233068883788,33.09233068883788,2.0280811386006183,17.099496967983875,3.939335579890499,ok
000031,3.313486600003671,8,8,all,weighted_lstsq,3,7.4980649268084605,25.821352920471938,25.821352920471938,-7.602643040066968,18.600067661469282,-12.5696195086671,ok
000032,3.4247038000030443,8,8,all,weighted_lstsq,3,7.4980649268084605,23.730736563489028,23.730736563489028,-0.3669141338461628,15.290139939072256,1.8235974255524836,ok
000033,3.541573900030926,8,8,all,weighted_lstsq,3,7.4980649268084605,31.98923191432971,31.98923191432971,-6.22439316902402,17.671827340090555,-4.107330680605615,ok
000034,3.665439900010824,8,8,all,weighted_lstsq,3,7.4980649268084605,14.290907927770066,14.290907927770066,-14.898291356044123,9.022302620002913,-9.66668056216364,ok
000035,3.776005100022303,8,8,all,weighted_lstsq,3,7.4980649268084605,21.723903883328372,21.723903883328372,-2.273472540331184,23.719667049438733,-4.562868542865793,ok
000036,3.900624900008552,8,8,all,weighted_lstsq,3,7.4980649268084605,26.370627266545537,26.370627266545537,-7.922046469147396,17.458428649727594,-2.720638227940065,ok
