batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT,B_status,B_rank,B_condition_number
0,0.005456541432067752,1778437526.718714,0.010109167080372572,6625.691230858576,6624.7760537335325,2759.8870779622653,6595.572890240548,6601.878321667634,2771.3708709513307,6622.620730812727,6627.89777944188,2795.190844499844,6617.411159336125,6617.924540758626,2808.681308952608,6620.631945166121,6622.0844301127845,2834.6040561541786,6628.688927774552,6631.960928569245,2849.249524422221,6597.315884708255,6601.783215148088,2869.755418180756,6613.785261484855,6617.4519194913955,2875.675239902322,6575.82140935905,6587.043127426109,2878.403100893244,6581.0261866919345,6595.290150380536,2883.6588901178143,6615.3337194730575,6619.1513570926445,2905.6679034029994,6623.7229024666085,6624.674065470552,2917.42300957689,6603.90754653544,6602.598830883027,2941.327149368435,6617.2326435797895,6622.285079622215,2951.725066922875,6572.188912491976,6585.543394871167,2971.6331429441066,6609.5379985940035,6618.114574991594,2981.7960193704207,0.27966466359456965,9.966715120164093,-0.8062012783269005,-28.657996272089264,-0.3741215881848705,-13.29549916351249,0.1177617422914268,4.900657753781624,-0.12265410892006605,-5.069581885934441,-0.5119008440964663,-18.18282831345127,0.5546101809195536,19.712522782349613,-0.31653350281379444,-11.280583605266658,27.702569072943962,9.81999862459428,21.679806167960134,36.52230416757118,51.83301988416456,ok,3,14.463607067060451
1,0.15317895857151598,1778437526.866436,0.010109083028510213,6624.084747990341,6625.865354402909,2759.8870779622653,6594.03616774154,6602.357162942813,2771.3708709513307,6621.699316868905,6627.0990066326385,2795.190844499844,6619.548184430112,6618.694722926918,2808.681308952608,6623.074924351255,6624.30537488156,2834.6040561541786,6630.074505608705,6632.096651587861,2849.249524422221,6597.4272564721705,6601.749569031391,2869.755418180756,6613.791472323256,6618.980620166886,2875.675239902322,6576.536737781583,6586.732149952625,2878.403100893244,6581.487517192896,6595.427274811261,2883.6588901178143,6615.560439526853,6620.052251123268,2905.6679034029994,6623.683303787022,6623.291016902527,2917.42300957689,6602.380242687288,6604.881625760308,2941.327149368435,6619.46299477336,6624.636477977809,2951.725066922875,6571.899891493718,6584.613098694867,2971.6331429441066,6608.398766696211,6618.298167619281,2981.7960193704207,0.2426553894448826,8.647775188629796,-0.9959536871469903,-35.403115599946624,-0.565456238018782,-20.095132644060726,0.1753031229558841,7.295243701896473,-0.10491334880675159,-4.336314676991769,-0.7941766926666389,-28.209327294214813,0.22689862190134072,8.064663086598987,-0.2231835112696393,-7.953787626945699,22.550818165199065,8.672165833894368,20.45486114096535,31.656708680256244,53.93128464056456,ok,3,14.463607067060451
2,0.3057712080189958,1778437527.018964,0.009980499977245927,6625.559230675184,6627.340993978665,2759.8870779622653,6596.078456154292,6601.818727267171,2771.3708709513307,6623.529455634685,6626.487018980957,2795.190844499844,6617.897032123973,6616.616260659597,2808.681308952608,6623.3786089800415,6622.26523825534,2834.6040561541786,6630.806615826635,6630.747429470917,2849.249524422221,6596.403605159397,6600.643810557203,2869.755418180756,6612.069587676131,6617.5054237858,2875.675239902322,6575.794275147478,6586.2509750282725,2878.403100893244,6582.796078491304,6593.801668857169,2883.6588901178143,6614.965517926461,6620.601276094996,2905.6679034029994,6623.518838829967,6624.594356145123,2917.42300957689,6602.310982058257,6605.021724180091,2941.327149368435,6617.68201240945,6623.905764587218,2951.725066922875,6573.237587492741,6584.424575908549,2971.6331429441066,6605.55795305193,6616.769039031696,2981.7960193704207,0.10035424366728386,3.576433807816867,-0.7398499981240667,-26.29941065356071,-0.5159847379473652,-18.337018948969156,0.18667698934939084,7.768567426963955,-0.18555543347669398,-7.669441102892114,-0.7489011277576411,-26.60112947030247,0.3013348305388723,10.710351011343207,-0.08790328431998687,-3.1326868692710272,16.945006017812428,3.78673306792665,18.585866978137474,25.434367057201356,45.05721843770444,ok,3,14.463607067060451
3,0.4610334795434028,1778437527.174567,0.010658124927431345,6625.835782620656,6627.951457957637,2759.8870779622653,6595.654242442766,6601.766890301679,2771.3708709513307,6623.846813583153,6627.000093223706,2795.190844499844,6619.955993825841,6619.604714674328,2808.681308952608,6622.822697680104,6622.866054344837,2834.6040561541786,6628.3880490265,6630.697328605924,2849.249524422221,6597.589245652108,6599.878800012227,2869.755418180756,6610.886108139498,6617.132107161415,2875.675239902322,6575.73325641104,6583.968060946909,2878.403100893244,6581.096015832748,6594.544301127853,2883.6588901178143,6614.589517681938,6620.927453617385,2905.6679034029994,6624.394030626279,6623.99137298652,2917.42300957689,6603.08766696213,6601.925829079683,2941.327149368435,6618.807052908274,6623.009418650853,2951.725066922875,6571.96781795397,6584.371264174588,2971.6331429441066,6607.495039276217,6618.78807347862,2981.7960193704207,0.10255937608548683,3.655020520674981,-0.6462868970054759,-22.9735278062571,-0.29048905266067615,-10.323373680192622,0.2821698862372709,11.742506640656515,-0.06779549975945028,-2.8021469525523073,-1.0539629768146774,-37.43699209947756,0.4662737965520002,16.57278058275885,-0.14225777697359962,-5.069765861701177,23.289165491787113,15.26892039177993,30.686917105254153,41.4392572406782,51.5774091500162,ok,3,14.463607067060451
4,0.6137867914512753,1778437527.327183,0.010384832974523306,6626.113497570072,6629.946280221292,2759.8870779622653,6596.686082159123,6603.876238652687,2771.3708709513307,6623.005677476543,6628.052801295962,2795.190844499844,6619.761382461717,6620.9618898432,2808.681308952608,6623.844837546229,6624.553540972583,2834.6040561541786,6631.236062291774,6632.812091573188,2849.249524422221,6598.918331448482,6602.497677048629,2869.755418180756,6615.656569978911,6619.599610294342,2875.675239902322,6576.982885044473,6586.954772748113,2878.403100893244,6582.859525628878,6595.521238194209,2883.6588901178143,6615.775252926613,6620.76454136993,2905.6679034029994,6622.252879237092,6624.920817923405,2917.42300957689,6602.051337225295,6604.804748295993,2941.327149368435,6620.5091267536745,6626.819528074091,2951.725066922875,6574.847132988967,6585.793177858604,2971.6331429441066,6609.684616560198,6620.4151817098145,2981.7960193704207,0.06760344523172228,2.409257827234755,-0.6895017452258663,-24.509683841346735,-0.5512802613406855,-19.591348067019776,0.1580041702302399,6.575347365805988,-0.1315276962666549,-5.436348055218185,-0.43561678513750834,-15.473202097553608,0.304963353303138,10.839319681803364,-0.09940187484339506,-3.5424722808909066,14.89384751818005,4.821071136222337,16.677785587684557,22.87395796324049,43.531735299239344,ok,3,14.463607067060451
5,0.8178808959200978,1778437527.5311282,0.010085707996040583,6625.047311795091,6627.824297765687,2759.8870779622653,6595.391405079927,6603.3432527432215,2771.3708709513307,6622.195577222849,6628.282376134732,2795.190844499844,6621.724068527066,6619.33227985451,2808.681308952608,6621.742237980255,6624.494556346853,2834.6040561541786,6632.288243115198,6632.716764984565,2849.249524422221,6597.493243573677,6599.345543601186,2869.755418180756,6612.6928538680195,6618.1849436073,2875.675239902322,6575.146050982669,6587.980957911789,2878.403100893244,6583.896183941071,6597.980228932972,2883.6588901178143,6616.620964636122,6620.55049057065,2905.6679034029994,6624.455428370571,6625.837327688969,2917.42300957689,6603.874149524711,6603.661422196412,2941.327149368435,6617.557980560564,6623.3157059021305,2951.725066922875,6572.111814958585,6584.369923892778,2971.6331429441066,6608.634945135556,6616.975605954091,2981.7960193704207,0.16754318061996373,5.970919350705558,-1.2790813814761253,-45.4674415030861,-1.146134163917313,-40.731212255267465,0.2712407876253478,11.287691937577312,-0.16807931398977682,-6.947112111492081,-0.4672238332065687,-16.595891257305066,0.5196469223934788,18.469822857336155,-0.2754387844905677,-9.816054885054864,28.332905137935782,11.221874349123164,29.3783610166589,42.32932876254855,86.85748994389165,ok,3,14.463607067060451
6,0.9729700209572911,1778437527.686357,0.010365291964262724,6625.993336797384,6625.215131277318,2759.8870779622653,6595.645618485802,6602.748062169514,2771.3708709513307,6621.564289207445,6626.017552037168,2795.190844499844,6619.286474921294,6618.616265244369,2808.681308952608,6622.6261301464065,6622.016654950025,2834.6040561541786,6630.353776324235,6630.951866002385,2849.249524422221,6597.829785738302,6599.803534859553,2869.755418180756,6612.914678913103,6617.582956872575,2875.675239902322,6577.566500596021,6587.2667252498695,2878.403100893244,6582.040092306753,6596.064868417032,2883.6588901178143,6615.21805941865,6621.050351499221,2905.6679034029994,6622.260486902835,6624.749604181312,2917.42300957689,6602.2916648837,6602.366995751445,2941.327149368435,6618.367860745178,6624.087425497448,2951.725066922875,6572.690671516337,6584.814536785157,2971.6331429441066,6609.031613534248,6618.048479383806,2981.7960193704207,0.3160295551016339,11.262690483544331,-0.8523369744618042,-30.297979541017053,-0.48752672969250177,-17.32568082549043,0.23861617445057162,9.930017871211765,-0.09026145359869668,-3.7307174964703034,-0.5785974655030716,-20.5519066810873,0.49063257955600725,17.43856538339245,-0.2369332282006886,-8.443798415726862,28.365462167205482,14.18334819441705,28.756644557720737,42.81017888519422,61.793505696309836,ok,3,14.463607067060451
7,1.133487208513543,1778437527.846831,0.010278167203068733,6623.574850994895,6627.49215545435,2759.8870779622653,6594.935412782344,6603.129383806583,2771.3708709513307,6621.790825870344,6625.738441788673,2795.190844499844,6619.049295473301,6617.965794541064,2808.681308952608,6622.0853516520465,6624.230902894519,2834.6040561541786,6630.4527554482365,6631.091568603477,2849.249524422221,6596.079712381941,6599.248204297461,2869.755418180756,6611.820428217747,6616.545138612954,2875.675239902322,6575.040656233764,6586.332956872575,2878.403100893244,6582.863430326741,6595.054988232418,2883.6588901178143,6614.481755662195,6621.418360485373,2905.6679034029994,6624.7800195616965,6624.5925145948595,2917.42300957689,6602.70062505731,6603.710700858881,2941.327149368435,6617.878249839533,6622.482825442431,2951.725066922875,6571.396885411255,6583.924114374789,2971.6331429441066,6606.335774979368,6616.574742488616,2981.7960193704207,0.11826567589629683,4.214763084480492,-0.8406821156647648,-29.88368486183912,-0.993793805590453,-35.31735437946079,0.19922138541217704,8.290602772530308,-0.17678593718780863,-7.306977261066191,-1.1075879024854436,-39.341761017204476,0.30904813850662816,10.98450529893592,-0.19811063362009282,-7.060243373221903,21.1928299722782,5.677894150845806,20.719062384898844,30.177045420839868,67.28394553331167,ok,3,14.463607067060451
8,1.2932708334410563,1778437528.006871,0.010789416963234544,6626.176337989424,6626.232510621388,2759.8870779622653,6595.4695876761325,6602.207404407495,2771.3708709513307,6622.3502903689205,6628.013520493933,2795.190844499844,6619.6510239325125,6618.8810327964065,2808.681308952608,6622.314950942935,6623.138464712535,2834.6040561541786,6629.275286548279,6630.706157349389,2849.249524422221,6596.300615887764,6601.318287129016,2869.755418180756,6611.52827581991,6616.3141990402555,2875.675239902322,6575.364995262401,6585.9491655714155,2878.403100893244,6580.908354983648,6594.439795824799,2883.6588901178143,6612.836931870283,6620.584494299599,2905.6679034029994,6621.638181984899,6624.188325641104,2917.42300957689,6603.332357795642,6603.792948619984,2941.327149368435,6618.241722957483,6623.747582296664,2951.725066922875,6572.503803832869,6584.948699452883,2971.6331429441066,6609.804722315617,6618.34228994101,2981.7960193704207,0.2501146133039352,8.913607697696742,-1.0187406446559593,-36.213122431862736,-0.5996766774669844,-21.311255526105644,0.13737526309741063,5.716874896518306,-0.12503243482106732,-5.167883671441051,-0.8382042684488378,-29.773196275361336,0.4375376757447569,15.551411961018205,-0.2750334586120665,-9.801609929247135,26.376893844385446,9.700410575588004,22.187657101037928,35.806851604772476,58.016509848011374,ok,3,14.463607067060451
9,1.454272708040662,1778437528.167478,0.009999749949201941,6626.145134028181,6626.516564782834,2759.8870779622653,6593.00837179448,6604.136834061802,2771.3708709513307,6622.236195250176,6626.47160956078,2795.190844499844,6620.195568053305,6619.049593483511,2808.681308952608,6621.571800592962,6624.092094324052,2834.6040561541786,6631.351467127181,6630.72296818168,2849.249524422221,6596.240789192163,6601.223839288442,2869.755418180756,6613.660042179907,6617.097534920683,2875.675239902322,6575.2328193294015,6586.445163065073,2878.403100893244,6581.973090442278,6595.164139438212,2883.6588901178143,6614.887550814562,6620.662161873032,2905.6679034029994,6623.07116636611,6624.032646636306,2917.42300957689,6602.483235015435,6603.9687517192915,2941.327149368435,6617.921780725616,6623.141353119174,2951.725066922875,6572.340975639576,6585.113951462542,2971.6331429441066,6607.896969465417,6617.56827184644,2981.7960193704207,0.474696054761234,16.91726185804369,-0.8851671713708286,-31.46499289850429,-1.2998096311900487,-46.19251711203882,0.09199365647325186,3.828318239201067,-0.14952724770815318,-6.18031171649457,-0.7842744459349243,-27.857597356050714,0.3212432694034374,11.417957124934688,-0.23677479031772933,-8.438152025158168,25.794288761722232,5.844791284441567,16.67271216485019,31.26477648750647,78.55936578680168,ok,3,14.463607067060451
