block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2765.9141072395673,10.252086688505843,2760.7880638953143,-0.0014938698922402195
1,1,1,0,2765.9141072395673,10.252086688505843,2771.0401505838204,0.0014479904710745738
2,0,2,1,2801.765130648756,14.134744883849654,2794.697758206831,-0.0002982233281193236
2,1,3,1,2801.765130648756,14.134744883849654,2808.832503090681,0.0005006700315534151
3,0,4,2,2841.826770978358,13.368810519297616,2835.1423657187092,-0.0003731832520453001
3,1,5,2,2841.826770978358,13.368810519297616,2848.511176238007,7.877393859577888e-05
4,0,6,3,2872.460637213749,5.587143747241243,2869.6670653401284,-0.0021436696098705715
4,1,7,3,2872.460637213749,5.587143747241243,2875.25420908737,0.003089863805756753
5,0,8,4,2880.864062802139,5.34607589240362,2878.191024855937,-0.0051803957920263845
5,1,9,4,2880.864062802139,5.34607589240362,2883.537100748341,0.001883988742162284
6,0,10,5,2910.9218734446276,13.441073146861434,2904.201336871197,-0.0005025862480191687
6,1,11,5,2910.9218734446276,13.441073146861434,2917.6424100180584,0.0005621119148318801
7,0,12,6,2945.8960533179197,12.634603966118618,2939.5787513348605,-0.00044341959234795776
7,1,13,6,2945.8960533179197,12.634603966118618,2952.213355300979,0.0006761599850672644
8,0,14,7,2976.137742785506,10.092876042048513,2971.0913047644817,-0.001558449679574811
8,1,15,7,2976.137742785506,10.092876042048513,2981.18418080653,0.001544396100655727
