block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2767.163135985731,7.77463201716907,2763.9999378204348,-0.002360057460534802
1,1,1,0,2767.163135985731,7.77463201716907,2770.198242388216,0.001997827703675163
2,0,2,1,2806.068684133511,12.570528843294836,2802.9999229431155,-0.0010944521282968357
2,1,3,1,2806.068684133511,12.570528843294836,2809.053076776285,0.0008202225323497447
3,0,4,2,2834.7353619850182,11.422073317079407,2829.0243253264784,-0.0006395794904422005
3,1,5,2,2834.7353619850182,11.422073317079407,2840.446398643558,0.0004544868365321838
4,0,6,3,2869.641736515412,8.780501624626314,2866.329903597581,-0.002488942302719962
4,1,7,3,2869.641736515412,8.780501624626314,2872.999896240234,0.0022092970447047957
5,0,8,4,2883.8555110838906,7.492376450628664,2880.4034786413154,-0.003058575863763399
5,1,9,4,2883.8555110838906,7.492376450628664,2886.999890899658,0.00199740631210333
6,0,10,5,2918.04792078073,28.999999722894763,2914.999880218506,-0.0004977962195000824
6,1,11,5,2918.04792078073,28.999999722894763,2920.3929972164765,0.00044131313830991385
7,0,12,6,2942.9104566707047,9.820248125118795,2938.000332608145,-0.0009258964823577705
7,1,13,6,2942.9104566707047,9.820248125118795,2947.8205807332643,0.0007804155022161028
8,0,14,7,2975.1101845026838,7.4611774859221525,2971.9998584747314,-0.0022553206965435888
8,1,15,7,2975.1101845026838,7.4611774859221525,2978.097018234962,0.0018984726005808264
