block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2767.1226730408694,11.607875669738796,2761.318735206,-0.001440650916252217
1,1,1,0,2767.1226730408694,11.607875669738796,2772.926610875739,0.0013523806683777802
2,0,2,1,2804.4104777295056,11.175070796598282,2798.8229423312064,-0.0007670857616246426
2,1,3,1,2804.4104777295056,11.175070796598282,2809.998013127805,0.0007257157722421767
3,0,4,2,2836.8465081675777,18.48803063661266,2827.602492849271,-0.0002024771716296155
3,1,5,2,2836.8465081675777,18.48803063661266,2846.090523485884,0.00034007391763828034
4,0,6,3,2870.919264710085,11.403206549166816,2865.2176614355017,-0.0010691140686310385
4,1,7,3,2870.919264710085,11.403206549166816,2876.620867984668,0.00034311376073088625
5,0,8,4,2882.878801800284,22.18221125508782,2871.7876961727397,0.0005734025875717474
5,1,9,4,2882.878801800284,22.18221125508782,2893.969907427828,0.0001824268023814947
6,0,10,5,2916.1956773138786,12.270058864230865,2910.060647881763,-0.00044723250767019493
6,1,11,5,2916.1956773138786,12.270058864230865,2922.330706745994,0.00028220616511852667
7,0,12,6,2943.710592051443,13.886718713021606,2936.7672326949323,-0.0006497120982836073
7,1,13,6,2943.710592051443,13.886718713021606,2950.653951407954,0.00045176412340040405
8,0,14,7,2975.9784251934298,9.478103281089913,2971.239373552885,-0.0018764169298757635
8,1,15,7,2975.9784251934298,9.478103281089913,2980.7174768339746,0.0014342357504228995
