block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2629.9999888098882,3.9999998308315763,2628.999989318848,-0.0006294559815175904
1,1,1,0,2629.9999888098882,3.9999998308315763,2632.999987792969,0.0005520901258262989
2,0,2,1,2768.9267964705955,11.759395543002212,2764.999937438965,-0.0026439638723432246
2,1,3,1,2768.9267964705955,11.759395543002212,2771.9999347686767,0.002040420601809978
3,0,4,2,2805.99992705636,4.0000051738197,2803.9999225616457,-0.0008988555656117558
3,1,5,2,2805.99992705636,4.0000051738197,2808.999920654297,0.001010363437765338
4,0,6,3,2841.9999060914934,4.00000126849608,2838.9999092102053,-0.00047022362403470463
4,1,7,3,2841.9999060914934,4.00000126849608,2843.9999073028566,0.0007098664577166458
5,0,8,4,2879.6387883501643,2.176563940277566,2877.999894332886,-0.004817045630221173
5,1,9,4,2879.6387883501643,2.176563940277566,2880.9998931884766,0.002036154247853028
6,0,10,5,2880.3688198812397,3.9114865792547917,2877.999894332886,-0.004817045630221173
6,1,11,5,2880.3688198812397,3.9114865792547917,2881.9998928070067,0.0025187924120828598
7,0,12,6,2941.999863768026,4.000004607757632,2938.9998710632326,-0.0009513601993261234
7,1,13,6,2941.999863768026,4.000004607757632,2943.999869155884,0.0012372240456428596
8,0,14,7,2973.203023855324,7.182183362097394,2969.999859237671,-0.002382007007894482
8,1,15,7,2973.203023855324,7.182183362097394,2975.9998569488525,0.0022540446455020513
