batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,f_new_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,f_new_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,f_new_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,f_new_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,f_new_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,f_new_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,f_new_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,f_new_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT
78,12.511937750387006,1778271326.738165,0.011485667200759053,6502.754901121742,6503.396272580003,2628.999989318848,6504.807430387872,6505.283756151237,2630.999988555908,6496.6144787113735,6496.471740990923,2763.9999378204348,6500.285218693646,6501.464312131307,2770.9999351501465,6499.983334352171,6501.151127854021,2802.9999229431155,6496.7458905156345,6497.780529999694,2807.999921035767,6498.522729773513,6500.982727633952,2837.999909591675,6500.672751169117,6502.084153498182,2843.9999073028566,6459.964399241984,6471.626007885809,2877.999894332886,6478.104778861143,6487.616043647034,2881.9998928070067,6454.651733043985,6466.878636488676,2877.999894332886,6474.6748357123215,6485.908873062934,2881.9998928070067,6494.630126539719,6497.484556958157,2938.9998710632326,6498.906326985971,6500.231631873338,2944.999868774414,6498.038305773756,6498.859692208944,2970.999858856201,6499.150293425437,6501.642160039124,2977.9998561859134,0.0524156074977599,2760.3579604012316,1.865616552106361,-0.2754764209867631,2769.833934632875,-9.796518405981528,-0.2423204054095842,2769.867090648452,-8.617421059982354,-0.39549210536024404,2872.6409228830667,-16.16409763293986,-0.505773028298313,2883.281574442906,-23.300623747509533,-0.48068621157502184,2883.306661259629,-22.144890948829396,-0.49812844111356924,2976.514441500391,-17.71348683790525,0.39577619245709345,2977.408346133962,14.07383276524583,13.095328446731504,-4.717835497944816,-25.510240583756133,29.06059141783873,29.372352380625482
79,12.663548416923732,1778271326.8908532,0.013642333913594484,6504.745963871994,6505.354601583274,2628.999989318848,6505.004702448268,6505.114107344805,2630.999988555908,6491.392655194548,6494.6324769997245,2763.9999378204348,6499.269002353516,6501.066132285969,2770.9999351501465,6502.677820399181,6502.3877296206865,2802.9999229431155,6496.101271510224,6497.303029006327,2807.999921035767,6499.344939939482,6500.027964055384,2837.999909591675,6500.269071125103,6502.783982333343,2843.9999073028566,6468.385128526454,6475.0774979368525,2877.999894332886,6484.490697496713,6491.086011859277,2881.9998928070067,6463.78832258459,6473.152611792035,2877.999894332886,6484.190387260444,6491.6922379802545,2881.9998928070067,6497.393032674145,6500.419159764037,2938.9998710632326,6500.619682428097,6502.876318122077,2944.999868774414,6499.760680991533,6500.617049240456,2970.999858856201,6502.471076198917,6503.164975395055,2977.9998561859134,0.024469108404456583,2760.3300139021385,0.8709232962069555,-0.37623878881715794,2769.7331722650442,-13.379839212694694,-0.0918581091542376,2770.0175529447074,-3.2666667217641447,0.011471928220824358,2873.0478869166477,0.46886743195689395,-0.4607139328917129,2883.3266335383123,-21.224781482838445,-0.49942333977441444,2883.28792413143,-23.008097861526586,-0.4454606161227922,2976.567109325382,-15.84061480781266,0.3294598330448895,2977.3420297745497,11.715617769611708,17.611444743762263,2.9503546231357056,-15.769391206718836,23.82312484531345,29.376084799295356
80,12.817818291834556,1778271327.0461519,0.015692583983764052,6493.753479842285,6496.02792432069,2628.999989318848,6497.243462114497,6499.014813399761,2630.999988555908,6469.756223064463,6475.253227679799,2763.9999378204348,6485.249472751169,6490.516954488493,2770.9999351501465,6485.7753828285,6487.834799951095,2802.9999229431155,6469.437657792585,6472.665892349543,2807.999921035767,6482.647670935599,6488.764263227069,2837.999909591675,6491.91517254027,6493.788972094018,2843.9999073028566,6463.464191398966,6471.589010300457,2877.999894332886,6478.233465782316,6488.403421768499,2881.9998928070067,6462.753562368188,6472.519492924169,2877.999894332886,6480.538903322432,6486.712429318091,2881.9998928070067,6491.201039215087,6495.353779380751,2938.9998710632326,6497.0553626555,6497.848647492129,2944.999868774414,6477.560807836903,6479.261037075526,2970.999858856201,6484.933225845892,6490.243715805239,2977.9998561859134,0.02401710437519793,2760.329561898109,0.8548352217028158,-0.33244172890746165,2769.7769693249543,-11.822324046800217,-0.12090277966674019,2769.988508274195,-4.2995560276879825,-0.8481666351154237,2872.1882483533113,-34.6652894285205,-0.4140906852898243,2883.3732567859142,-19.076879776981098,-0.5370795339041535,2883.2502679373,-24.742893436000593,-0.6250804458424543,2976.3874894956625,-22.22791018579453,0.46609747102554117,2977.4786674125303,16.574463003427457,11.29379860635509,-3.9418045076815265,-27.73944638072742,30.20868410320016,40.92585414414303
81,13.00546929182019,1778271327.232942,0.013978665927425027,6493.710239325122,6494.90184460678,2628.999989318848,6495.547563957575,6497.962811382462,2630.999988555908,6457.0390271112865,6465.777687440779,2763.9999378204348,6480.586586484091,6488.920984503469,2770.9999351501465,6481.194342390806,6483.087569153651,2802.9999229431155,6468.212232172877,6471.569693125898,2807.999921035767,6482.5267796558355,6490.850537946634,2837.999909591675,6492.332524375707,6495.319194913958,2843.9999073028566,6472.568091512058,6479.639898218052,2877.999894332886,6485.486620105757,6492.084177950301,2881.9998928070067,6473.64770608552,6479.1430250328585,2877.999894332886,6487.168644741267,6493.577818870923,2881.9998928070067,6496.16641654186,6498.081074059357,2938.9998710632326,6498.646870128679,6500.66901152306,2944.999868774414,6478.160885778036,6479.665436928814,2970.999858856201,6486.860807836904,6490.497233853959,2977.9998561859134,0.1686969554151858,2760.4742417491493,6.004391579854719,-0.33948556427547616,2769.769925489586,-12.072817582995727,-0.09354304839327694,2770.0158680054683,-3.326586689538819,-1.0029360320738003,2872.033478956353,-40.99084589126628,-0.46887132843125523,2883.318476142773,-21.600587217015278,-0.4385875946146405,2883.3487598765896,-20.205435937982504,-0.38468306148066456,2976.627886880024,-13.679360148699665,0.4125240259050747,2977.42509396741,14.669387049761395,13.192185784422207,-0.4207023005850077,-21.87603236879195,25.549394286300842,40.63537325057862
82,13.157907187822275,1778271327.38479,0.012799707939848304,6489.721297796254,6492.205553687685,2628.999989318848,6496.240240547728,6497.37632881988,2630.999988555908,6452.945378549377,6463.743783048567,2763.9999378204348,6479.280687410215,6488.456317816426,2770.9999351501465,6469.518799095272,6471.970496989333,2802.9999229431155,6473.61881896262,6479.735924748601,2807.999921035767,6486.314761439007,6493.223469450134,2837.999909591675,6493.520180640034,6495.902015771617,2843.9999073028566,6491.290920622307,6495.304794143716,2877.999894332886,6495.00068007458,6499.764038573218,2881.9998928070067,6493.843533942598,6497.019968212245,2877.999894332886,6497.593783048569,6499.936254852217,2881.9998928070067,6500.569175046611,6501.730779105665,2938.9998710632326,6500.641177369563,6502.944269034448,2944.999868774414,6476.932900327048,6477.950343857933,2970.999858856201,6480.485897239967,6485.971514808814,2977.9998561859134,-0.046868745290804766,2760.2586760484432,-1.668188372990227,-0.3842987202174164,2769.725112333644,-13.666467251605416,0.11016891846008396,2770.2195799723218,3.9178374453803095,-0.8878793195091823,2872.1485356689177,-36.28838050696853,-0.44197857686780284,2883.3453688943364,-20.361656213075577,-0.4764256917923451,2883.3109217794117,-21.94861166371414,-0.3130225059005323,2976.6995474356045,-11.131105113857664,0.4973577627170109,2977.509927704222,17.686081453054754,9.692068901608561,-3.1952095497334594,-29.645775506304105,31.35311099445183,37.34179043163543
83,13.311891604447737,1778271327.5393732,0.013996209017932415,6486.624446006663,6489.497299569031,2628.999989318848,6492.457839960876,6494.332055200661,2630.999988555908,6471.424514778249,6475.088178928387,2763.9999378204348,6486.77387902314,6490.199521655408,2770.9999351501465,6477.988174343613,6479.632492282299,2802.9999229431155,6466.798681113794,6471.123377754684,2807.999921035767,6480.657529724607,6487.8482501451845,2837.999909591675,6489.459430876914,6491.5822370633,2843.9999073028566,6461.63565271877,6470.203641837577,2877.999894332886,6477.774212183269,6486.190963413515,2881.9998928070067,6460.843456001467,6470.510949964851,2877.999894332886,6478.1247134517225,6485.182250817617,2881.9998928070067,6489.007386068405,6495.172602928142,2938.9998710632326,6494.40950576153,6495.600059602041,2944.999868774414,6470.709539383194,6473.797715255065,2970.999858856201,6476.403501237888,6484.606615826635,2977.9998561859134,-0.01763938615890729,2760.287905407575,-0.6278345774864805,-0.3325913471584794,2769.776819706703,-11.827644785122267,0.019473848326826883,2770.1288849021885,0.6925308267244371,-0.9650535736767719,2872.07136141475,-39.44255770091773,-0.4619989110961356,2883.325348560108,-21.283979565752713,-0.5156701364038415,2883.2716773348,-23.756576871248132,-0.7370904125507334,2976.2754795289543,-26.210993477657706,0.5207127223945193,2977.533282663899,18.51658566984376,9.629553955722734,-6.3430336961926415,-32.38349349001024,34.37518053006771,47.2069642566997
84,13.46502060443163,1778271327.691707,0.012409458868205547,6483.206151236361,6484.567798086622,2628.999989318848,6489.202813522023,6489.537615001375,2630.999988555908,6475.842875263625,6478.864468013571,2763.9999378204348,6485.248731546291,6488.323831647156,2770.9999351501465,6480.98894611364,6481.176979857567,2802.9999229431155,6462.890205397806,6467.846037228353,2807.999921035767,6476.25180181557,6483.8348335727605,2837.999909591675,6485.665892349543,6489.245315890822,2843.9999073028566,6442.438874285539,6452.531688418865,2877.999894332886,6460.423226457194,6471.694262921416,2881.9998928070067,6437.583415349818,6452.364017177614,2877.999894332886,6462.226275330869,6472.94141577773,2881.9998928070067,6480.662524070055,6487.841808539903,2938.9998710632326,6488.0641761163915,6491.247796252712,2944.999868774414,6467.168363541889,6468.990931320108,2970.999858856201,6472.906433963994,6479.827643121313,2977.9998561859134,-0.01997529688127851,2760.285569496853,-0.7109761056674657,-0.3218088204462415,2769.7876022334153,-11.444195555525585,0.21369468892704835,2770.323105742789,7.599430636696558,-0.8149521717531225,2872.2214628166735,-33.3077861526336,-0.43312781510323833,2883.354219656101,-19.953907562561685,-0.5481522395767555,2883.2391952316275,-25.253005550148444,-0.6696177869245731,2976.3429521545804,-23.811661563832278,0.5203341342171284,2977.532904075722,18.503123044256252,9.330158940001503,-7.05095954837617,-33.08150112271551,35.087798633296366,45.629844623166456
85,13.620459854369983,1778271327.848146,0.014408625196665525,6488.082429623742,6489.216165907632,2628.999989318848,6493.021418528594,6494.115164898982,2630.999988555908,6466.565695204327,6473.382745973042,2763.9999378204348,6483.246277164778,6489.757357031513,2770.9999351501465,6476.676761316747,6477.154036128008,2802.9999229431155,6464.82027386374,6471.606577620199,2807.999921035767,6481.105269431794,6488.092179906471,2837.999909591675,6490.290072439405,6492.399552220559,2843.9999073028566,6460.0040040346,6468.14796130452,2877.999894332886,6475.660066632025,6485.401306660146,2881.9998928070067,6457.995882874347,6467.742647553261,2877.999894332886,6476.834006785463,6484.318267261669,2881.9998928070067,6489.336202891464,6494.4603615857195,2938.9998710632326,6494.394343919063,6498.085461686585,2944.999868774414,6471.851623009445,6473.006800745789,2970.999858856201,6478.393520188281,6485.597490601216,2977.9998561859134,0.06281764073943528,2760.3683624344735,2.2358537069854596,-0.3353870728393245,2769.7740239810223,-11.927066644867535,0.35678552819008974,2770.4661965820515,12.688040527686416,-0.9380810276640938,2872.098333960763,-38.34016687882847,-0.42385641025352483,2883.3634910609508,-19.52678016760975,-0.5081614164194185,2883.2791860547845,-23.410655184259213,-0.4916173350559411,2976.5209526064486,-17.481951390553213,0.5546614735014564,2977.567231415006,19.72380594931973,8.22342521839874,-5.854376233556749,-33.057833235786156,34.56470427548423,47.343070886400966
86,13.775870520854369,1778271328.002434,0.012163958046585321,6491.124543815142,6491.396462083931,2628.999989318848,6494.179897301097,6495.834125989547,2630.999988555908,6461.675755723324,6469.242708683559,2763.9999378204348,6483.738206437022,6490.243821255006,2770.9999351501465,6470.6755815019715,6475.860847571599,2802.9999229431155,6468.725181098512,6475.258354983647,2807.999921035767,6484.515744108568,6488.752307668796,2837.999909591675,6492.516158266344,6494.602850200202,2843.9999073028566,6478.625951340282,6482.212690650121,2877.999894332886,6489.135703151268,6494.4141226273805,2881.9998928070067,6480.741368401747,6485.192435125469,2877.999894332886,6490.5596219090985,6495.71374056301,2881.9998928070067,6496.47194883394,6498.405966317206,2938.9998710632326,6498.096376501512,6500.930577375677,2944.999868774414,6475.302585811657,6476.755440596632,2970.999858856201,6480.108651465599,6487.607034569184,2977.9998561859134,0.18205778026345662,2760.4876025739977,6.479940317657544,-0.363198699896858,2769.746212353965,-12.91610634341405,-0.10470178877790154,2770.004709265084,-3.723414865155334,-0.5519191104063301,2872.4844958780204,-22.557401943502928,-0.4215208476327995,2883.365826623571,-19.419182366186124,-0.44307735044433794,2883.34427012076,-20.41227597383405,-0.3297553558807273,2976.682814585624,-11.726126585071453,0.5544683870451627,2977.56703832855,19.71693977963367,9.923875803964842,-0.32196216969823666,-26.765756154908065,28.54807652286288,33.48315500885951
87,13.932609541807324,1778271328.161396,0.0166018339805305,6491.174013509795,6493.734025124553,2628.999989318848,6496.632319589205,6499.33984472904,2630.999988555908,6458.854008619373,6467.722853562368,2763.9999378204348,6482.665994742794,6490.248551211908,2770.9999351501465,6471.85480484152,6474.6907081945155,2802.9999229431155,6470.1502750863465,6474.728800012226,2807.999921035767,6484.789861539872,6492.791579301281,2837.999909591675,6493.615018186263,6497.470967692637,2843.9999073028566,6479.886429073571,6485.267362533241,2877.999894332886,6490.936855457407,6495.38136442828,2881.9998928070067,6482.42289482532,6487.45617568848,2877.999894332886,6491.118387994009,6496.440349054008,2881.9998928070067,6496.705845584864,6500.465426231011,2938.9998710632326,6500.50977320659,6501.53710303512,2944.999868774414,6476.013323348718,6477.002341290461,2970.999858856201,6482.856944401993,6488.461558211328,2977.9998561859134,0.07841055350107741,2760.3839553472353,2.7908486318256096,-0.3716324039929694,2769.7377786498687,-13.21602652210741,-0.06804414230143226,2770.04136691156,-2.419792191605531,-0.8342538022573743,2872.202161186169,-34.09666015471126,-0.4788226400918285,2883.308524831112,-22.05903746213286,-0.45210035215916927,2883.335247119045,-20.82795960318412,-0.5814248878173935,2976.4311450536875,-20.675515083138635,0.502622561233354,2977.515192502738,17.87329810548076,11.563367848213693,-1.507053294050864,-26.579780590505404,29.02528935021354,42.306595909245175
88,14.120799687807448,1778271328.3476422,0.012722708052024245,6491.892766757343,6493.645852309198,2628.999989318848,6495.680150991839,6497.459977993092,2630.999988555908,6456.01309716661,6466.296952654583,2763.9999378204348,6480.735152978573,6488.0105923526,2770.9999351501465,6472.966063514381,6475.016520463369,2802.9999229431155,6467.774650793165,6474.774803618913,2807.999921035767,6483.808642296055,6490.194174282483,2837.999909591675,6491.811882201912,6496.019152122749,2843.9999073028566,6476.493157991257,6481.5320674267205,2877.999894332886,6488.939115750221,6493.91021028823,2881.9998928070067,6477.035623681879,6482.407097227741,2877.999894332886,6488.472497478375,6493.590680685882,2881.9998928070067,6495.308345814103,6497.642708683559,2938.9998710632326,6498.444634287985,6500.592798850749,2944.999868774414,6475.381361371763,6476.995959287221,2970.999858856201,6482.183586514657,6487.746113641226,2977.9998561859134,0.0683952665138881,2760.373940060248,2.434376846619374,-0.4346033977682359,2769.6748076560934,-15.4554069284326,0.2301006529171582,2770.339511706779,8.182861071944966,-0.5561379034167866,2872.48027708501,-22.72982759041203,-0.4599247700027024,2883.3274227012016,-21.188425278526406,-0.46395930577620315,2883.323388165428,-21.374293632104884,-0.405054273618528,2976.607515667886,-14.40376206654549,0.47839855761226235,2977.490968499117,17.011890617194528,13.716865179743655,2.467535160449528,-22.32227065576486,26.315867596500397,39.63841162163757
89,14.276495271362364,1778271328.50439,0.014827624894678593,6498.055364183759,6498.04543203839,2628.999989318848,6501.454381514198,6501.095242534461,2630.999988555908,6451.551299018858,6461.795244062719,2763.9999378204348,6477.976661980011,6487.825188739798,2770.9999351501465,6477.792523764403,6481.821467432834,2802.9999229431155,6469.898227221322,6476.138457071247,2807.999921035767,6485.789725524957,6491.047038237002,2837.999909591675,6493.6982042974605,6496.6257648928695,2843.9999073028566,6484.32865788428,6488.913249992358,2877.999894332886,6494.164293792218,6497.54404285234,2881.9998928070067,6485.708756915365,6489.233034813706,2877.999894332886,6493.503588348565,6497.140801418223,2881.9998928070067,6499.701509918391,6502.623732310421,2938.9998710632326,6501.006206253629,6501.3806018277955,2944.999868774414,6482.3148195127915,6483.742144756548,2970.999858856201,6489.24318091512,6493.865556132898,2977.9998561859134,0.03700319630395056,2760.342547990038,1.3170461776760176,-0.33952993481639765,2769.7698811190453,-12.07439549234733,-0.024190534086217404,2770.0852205197752,-0.8602660495488997,-0.5773591032120445,2872.4590558852146,-23.597156016768913,-0.48461212636329415,2883.302735344841,-22.325755206565894,-0.4558707906572576,2883.331476680547,-21.001661172646347,-0.5685696886353121,2976.4440002528695,-20.21838318157244,0.4510074011125722,2977.4635773426176,16.03785892157881,12.165940293659801,-2.4825390408736867,-25.529896757881502,28.389236195897304,36.49199686391479
90,14.446370979305357,1778271328.6728709,0.01203854102641344,6500.9153544029095,6500.624424611058,2628.999989318848,6501.093086163157,6498.921488828438,2630.999988555908,6469.353273527524,6474.87792432069,2763.9999378204348,6487.19239233426,6491.975398111073,2770.9999351501465,6490.7465614206685,6492.290245132501,2802.9999229431155,6470.815270348748,6474.223214231134,2807.999921035767,6483.530467341137,6489.546491120824,2837.999909591675,6491.858689672035,6494.655041721429,2843.9999073028566,6490.923493902253,6493.579490784608,2877.999894332886,6495.598224164807,6498.104346364276,2881.9998928070067,6495.991438701592,6495.925711403857,2877.999894332886,6498.66388574747,6497.368771586636,2881.9998928070067,6498.581894733625,6499.132964513861,2938.9998710632326,6500.883667512303,6501.18428187181,2944.999868774414,6493.667301402939,6490.948376990555,2970.999858856201,6495.4579133172365,6498.348299049425,2977.9998561859134,-0.09128268493343436,2760.2142621088005,-3.2490034183006116,-0.3511694754497697,2769.758241578412,-12.48832193165401,-0.056321778025710464,2770.0530892758356,-2.002920370135747,-0.70336765173787,2872.3330473366887,-28.747232221453704,-0.46154156164159255,2883.3258059095624,-21.262909783527885,-0.48501429281078917,2883.3023331783934,-22.34428274471573,-0.40944399770644774,2976.603125943798,-14.559861002955493,0.5385156230756705,2977.5510855645803,19.149658228774815,8.12409684764626,-6.176811957988551,-34.01864492771753,35.516505434409055,34.16709642575618
91,14.601279729395173,1778271328.827801,0.012083709007129073,6497.702405477275,6497.135590060214,2628.999989318848,6497.226093468227,6495.515122107774,2630.999988555908,6459.370023229514,6465.985693981722,2763.9999378204348,6479.923654369288,6485.066986581899,2770.9999351501465,6486.550518079285,6486.596313842956,2802.9999229431155,6468.646041813124,6470.268251979092,2807.999921035767,6479.882467830181,6485.281865696733,2837.999909591675,6488.468855640798,6489.322376746034,2843.9999073028566,6489.8905461992235,6490.565626432742,2877.999894332886,6492.97150563927,6494.208027936547,2881.9998928070067,6492.300967386985,6492.227013479232,2877.999894332886,6496.272463856711,6495.601286792798,2881.9998928070067,6495.240749457468,6497.832588562521,2938.9998710632326,6496.759028945197,6496.762815967235,2944.999868774414,6493.307324938107,6491.819071125103,2970.999858856201,6495.042050004585,6494.836847816121,2977.9998561859134,-0.029650991447352035,2760.2758938022866,-1.0553608566476733,-0.37804599894573265,2769.731365054916,-13.444107389348945,-0.08338196318017493,2770.0260290906813,-2.9652372210132216,-0.8912918793241341,2872.1451231091028,-36.42785471967598,-0.44601065128153494,2883.3413368199226,-20.547411173462507,-0.47124807815110387,2883.3160993930533,-21.71008248043515,-0.5714933355913911,2976.4410766059136,-20.32234829900162,0.3818449820354761,2977.3944149235404,13.578437818738157,13.671232545035116,-0.19295905724721568,-21.411821553141014,25.404840773398977,41.92957076602391
92,14.757279624929652,1778271328.9835498,0.01158074988052249,6497.984911513891,6498.591979704741,2628.999989318848,6499.869326344103,6501.094611364123,2630.999988555908,6458.035389858484,6466.5384341473855,2763.9999378204348,6481.809606626524,6488.830435247731,2770.9999351501465,6481.891645016354,6483.972940673044,2802.9999229431155,6469.3040987865625,6474.287761714093,2807.999921035767,6483.678517284592,6490.8595561940265,2837.999909591675,6492.900311764526,6493.483621664578,2843.9999073028566,6492.506487453006,6493.469644221658,2877.999894332886,6497.116369165878,6499.03982027692,2881.9998928070067,6493.600860408961,6497.268559158847,2877.999894332886,6498.7245453434,6500.088617538282,2881.9998928070067,6501.809278051167,6501.165774673716,2938.9998710632326,6502.469002353517,6501.991287404101,2944.999868774414,6487.601639820276,6486.525171928966,2970.999858856201,6490.677401656631,6494.696154904179,2977.9998561859134,0.11798387259507329,2760.4235286663293,4.199372593447167,-0.37873174511438046,2769.7306793087473,-13.468493959128407,0.04007831021157425,2770.149489364073,1.4252686391885085,-1.1810973935655478,2871.8553175948614,-48.27245177552771,-0.43734426639476354,2883.3500032048096,-20.14815664188503,-0.5084264208835093,2883.2789210503206,-23.422863761948626,-0.38058673327413023,2976.631983208231,-13.533694393080538,0.5199464595083584,2977.5325164010133,18.489337300892885,10.87751552439982,-2.322643224731461,-28.76730703457966,30.84271339481542,46.88549483796121
93,14.918713083374314,1778271329.145417,0.012448833091184497,6496.584060274475,6498.599283247242,2628.999989318848,6499.943657731454,6501.481000702997,2630.999988555908,6448.702382553412,6460.201869058899,2763.9999378204348,6476.428133691965,6485.705779869792,2770.9999351501465,6476.430500962802,6478.768802151786,2802.9999229431155,6467.134726594736,6471.714779778097,2807.999921035767,6482.323585597702,6489.78018767002,2837.999909591675,6492.054097258306,6495.810694745852,2843.9999073028566,6488.149420790414,6492.823743008222,2877.999894332886,6496.268001344866,6498.849214475655,2881.9998928070067,6491.180207537365,6492.913517437419,2877.999894332886,6497.928485191185,6500.353155851697,2881.9998928070067,6500.122408839442,6501.443558394718,2938.9998710632326,6499.489684262004,6502.321664578048,2944.999868774414,6483.838100987254,6483.926625301831,2970.999858856201,6489.273530580433,6494.071057859828,2977.9998561859134,0.026156791157572683,2760.3317015848916,0.930992596730705,-0.4063356574322214,2769.7030753964295,-14.450146886555624,-0.021308063448088048,2770.0881029904135,-0.7577593574698256,-0.7715268580532101,2872.2648881303735,-31.532956766982387,-0.5039115265731867,2883.283435944631,-23.21486561317714,-0.4432287243621071,2883.344118746842,-20.419249668566234,-0.28742546345192244,2976.7251444780527,-10.220872256064713,0.5059199602724525,2977.5184899017772,17.990553876598383,11.574221064669187,-0.9946232830233032,-27.597441206191895,29.942789279861394,34.25987347079575
94,15.077545375446789,1778271329.308685,0.021319417050108314,6495.193504905707,6495.395045389247,2628.999989318848,6498.73453709081,6498.410596937372,2630.999988555908,6441.126415930556,6453.418070116453,2763.9999378204348,6466.03294770303,6476.199208362625,2770.9999351501465,6465.525602897576,6467.412359018248,2802.9999229431155,6463.999676009414,6470.151331112266,2807.999921035767,6481.322517345723,6487.020006418681,2837.999909591675,6486.828676223371,6491.197217043127,2843.9999073028566,6490.359432405172,6491.501254699392,2877.999894332886,6494.796107528196,6495.877080722561,2881.9998928070067,6492.794001589387,6493.571192346486,2877.999894332886,6496.079669590733,6496.081225356848,2881.9998928070067,6496.484492771343,6497.075483693492,2938.9998710632326,6497.172168903018,6498.236383225847,2944.999868774414,6480.544146773848,6479.6831647155905,2970.999858856201,6485.885188128496,6489.240332243176,2977.9998561859134,0.0222177050448529,2760.327762498779,0.7907896189749593,-0.4028590395010436,2769.7065520143606,-14.326511072530783,0.16664216456061362,2770.276053218422,5.926144337446208,-0.4358774687095193,2872.6005375197174,-17.814681670577787,-0.45957962001830543,2883.327767851186,-21.172524450540482,-0.47514127912470727,2883.3122061920794,-21.889439634699748,-0.35928165738817064,2976.6532882841166,-12.77608420635266,0.4882310328729427,2977.500800974378,17.361534216593785,12.31718378196712,-0.08625526067200545,-25.44285623975835,28.26763856295318,34.86960212478201
95,15.268613083288074,1778271329.495195,0.012208166997879744,6513.483462725801,6507.0130543754,2628.999989318848,6506.580167802672,6505.93683559006,2630.999988555908,6448.756142066815,6458.065343705107,2763.9999378204348,6472.7879680288515,6482.7730644619005,2770.9999351501465,6490.466359996333,6494.399359660116,2802.9999229431155,6484.468293242046,6486.069153651008,2807.999921035767,6492.683733227374,6497.056004523642,2837.999909591675,6498.486340434637,6500.329237093865,2843.9999073028566,6499.668175566219,6502.002920500046,2877.999894332886,6503.471239722468,6504.694476877465,2881.9998928070067,6504.932689427515,6504.764458844026,2877.999894332886,6506.493107558761,6506.024925879511,2881.9998928070067,6506.780005807379,6506.214947886419,2938.9998710632326,6506.1464422165855,6506.395054558792,2944.999868774414,6506.7881208546005,6506.100429440352,2970.999858856201,6507.7376486230405,6506.548288351621,2977.9998561859134,0.5536792080671337,2760.859224001801,19.70697554485717,-0.3002240959387977,2769.809186957923,-10.676597551428623,-0.445997553584382,2769.6634135002773,-15.860606969777917,-0.6050554125887645,2872.431359575838,-24.72912766113239,-0.48244083395591436,2883.304906637248,-22.225725223550786,-0.4647610554500335,2883.322586415754,-21.41122970114056,-0.33574417432657366,2976.6768257671783,-11.939089443562237,0.3172133370873913,2977.329783278592,11.280131402945592,20.53177140876723,5.978911052844729,-9.260502309118134,23.30360310288696,32.99116319455337
96,15.434264187933877,1778271329.6606798,0.01187429204583168,6567.496350521136,6565.786248739188,2628.999989318848,6567.222745056087,6567.361439007244,2630.999988555908,6565.143006693766,6565.64520738454,2763.9999378204348,6564.243703579179,6564.402301555766,2770.9999351501465,6562.01051288321,6564.033717944799,2802.9999229431155,6561.866544915487,6562.519254516001,2807.999921035767,6558.089714827152,6560.589769844422,2837.999909591675,6558.383264052328,6561.9884570712475,2843.9999073028566,6556.432544243054,6557.234187119846,2877.999894332886,6507.3908915854145,6520.972384387321,2881.9998928070067,6538.908921967173,6548.056808387077,2877.999894332886,6506.040182473944,6520.677696610324,2881.9998928070067,6541.850470703304,6551.8187333802,2938.9998710632326,6553.476550417215,6558.802567472568,2944.999868774414,6559.066462389584,6560.892815661583,2970.999858856201,6558.565692147813,6561.718918299355,2977.9998561859134,0.21950966442195852,2760.525054458156,7.812956538001021,-0.33598468326586056,2769.7734263705956,-11.948318923092279,-0.35570024757444624,2769.753710806287,-12.649445676305952,-0.09263932348426217,2872.9437756649427,-3.7862476877639284,-0.18078906845306628,2883.606558402751,-8.328830969616364,-0.3382642094462951,2883.449083261758,-15.583604958285932,-0.711637256796554,2976.300932684708,-25.305877242120346,0.38290900211388357,2977.395478943619,13.616274457039724,10.83432537374118,8.848053532554902,-7.3526845252126,15.802930973283091,37.23610797268299
