frequency_MHz,photoluminescence_mw_on_ADC,photoluminescence_mw_off_ADC,contrast_ADC,contrast_percent
2679.9999996185306,1263.5082048382676,1264.7742478755483,-1.2660430372806786,-0.09966791685744789
2680.999999237061,1267.813353207237,1270.4580078124998,-2.6446546052631676,-0.2085199589648779
2681.999998855591,1268.5289542214912,1269.2931743421052,-0.7642201206140044,-0.060044318142672845
2682.9999984741216,1267.782444147478,1270.1278440241229,-2.345399876644683,-0.18371895392166246
2683.999998092652,1264.5557857044955,1268.656961006031,-4.101175301535113,-0.31990449891938716
2684.999997711182,1270.1871573464912,1271.6032209429827,-1.4160635964912445,-0.10842319475890302
2685.999997329712,1270.23955078125,1268.3510091145831,1.8885416666666743,0.1486451183946444
2686.9999969482424,1267.7610385827852,1265.8070021244516,1.9540364583333485,0.15504240233811944
2687.999996566773,1264.2577987938596,1266.3814093338815,-2.1236105400219003,-0.16655730539711375
2688.999996185303,1268.7311866091009,1267.2839535361843,1.4472330729166742,0.11467795178237443
2689.9999958038334,1268.8101939418862,1269.3000445449559,-0.489850603070181,-0.03773041055106181
2690.9999954223636,1268.5220497532894,1269.5348187362938,-1.0127689830043891,-0.07862146667828085
2691.9999950408937,1266.7895302220397,1267.6680458470394,-0.8785156249999773,-0.06787892139271863
2692.9999946594244,1268.5161441200657,1271.0949047423246,-2.5787606222587556,-0.20140571287666592
2693.9999942779546,1268.0913188733552,1267.3340957373903,0.7572231359648868,0.06094681666255151
2694.9999938964847,1265.1190326891444,1267.5636307565787,-2.4445980674342307,-0.19048017842470016
2695.999993515015,1266.6422354714912,1263.6399071408991,3.002328330592081,0.23959224503122792
2696.999993133545,1265.5304670367325,1266.0403131853068,-0.5098461485745247,-0.039391913323312724
2697.9999927520757,1264.5635313870612,1266.4152446546054,-1.8517132675438917,-0.14415809021612752
2698.999992370606,1265.7575966282893,1262.7270387883773,3.0305578399122624,0.24036826581775425
2699.999991989136,1266.2451565926535,1265.6409642269737,0.6041923656797735,0.0495445640323156
2700.9999916076663,1265.633364172149,1265.304684073465,0.32868009868423087,0.02871569595563469
2701.9999912261965,1265.177497944079,1266.7585286458332,-1.5810307017543892,-0.12433201723255745
2702.999990844727,1266.7394582648026,1266.5122755619518,0.22718270285088238,0.018107891516261836
2703.9999904632573,1263.7196974369517,1264.2257367050438,-0.5060392680921041,-0.03678903985103169
2704.9999900817875,1265.4563031112941,1267.9484940378288,-2.4921909265350677,-0.1961924595767762
2705.9999897003177,1265.8207014117324,1268.7507486979166,-2.930047286184208,-0.23057579682645848
2706.999989318848,1272.2803419682018,1273.9027258086621,-1.6223838404605204,-0.12595985078043365
2707.9999889373785,1271.688154468202,1269.4712890625,2.2168654057018102,0.17698988335365712
2708.9999885559087,1267.495365611294,1266.3578895970395,1.1374760142543892,0.09202569780131387
2709.999988174439,1267.3292728892543,1266.9475568804824,0.381716008771923,0.030629078900211205
2710.999987792969,1267.7682291666665,1267.6453159265352,0.12291324013158374,0.011617662661711372
2711.999987411499,1267.9344349643638,1266.7955386513158,1.1388963130482808,0.08957891751985472
2712.99998703003,1266.7142749451752,1268.1992752878289,-1.4850003426535294,-0.11533397951193369
2713.99998664856,1267.3198876096492,1265.1581654331144,2.1617221765350676,0.17283039053811572
2714.99998626709,1265.150101082785,1268.5116947642546,-3.361593681469299,-0.26406883989207663
2715.9999858856204,1267.835245339912,1267.921528919956,-0.08628358004382335,-0.003570775632085854
2716.9999855041506,1262.5646535773026,1262.3928231222585,0.17183045504386882,0.014136766219796685
2717.999985122681,1262.145775082237,1260.5482833059211,1.5974917763157692,0.12995046136874577
2718.9999847412114,1260.8006887335528,1260.1939692982457,0.6067194353069908,0.048660750464617306
2719.9999843597416,1260.4562739857456,1264.446623149671,-3.990349163925407,-0.31502060146326566
2720.9999839782718,1262.6157483552631,1264.152696683114,-1.536948327850905,-0.1197109952275192
2721.999983596802,1264.6315515350877,1262.029029605263,2.60252192982457,0.20707841546291475
2722.9999832153326,1261.7194438733554,1261.9523197642545,-0.23287589089909488,-0.015080499687450599
2723.9999828338628,1260.8642475328948,1262.0852710389256,-1.2210235060306787,-0.09712034423033408
2724.999982452393,1262.4247738486843,1265.8750839501095,-3.450310101425475,-0.27138819574785533
2725.999982070923,1265.8525801809212,1266.0170230263157,-0.1644428453947512,-0.010927583793181539
2726.9999816894533,1266.2761718750003,1262.299013157895,3.977158717105226,0.31669322544146933
2727.999981307984,1262.7122498629385,1263.2743746573467,-0.562124794407896,-0.043660694721991244
2728.999980926514,1258.4032552083336,1263.093460457785,-4.690205249451765,-0.36953017553528167
2729.9999805450443,1258.726153029057,1264.109131716009,-5.382978686951719,-0.42550562618743726
2730.9999801635745,1264.8838593064695,1266.6303248355266,-1.7464655290569908,-0.13781506116490266
2731.9999797821047,1267.2950332373903,1266.5628409402411,0.7321922971491631,0.059772172164218616
2732.9999794006353,1263.5374982867324,1265.4694216008772,-1.9319233141447512,-0.1528732786928552
2733.9999790191655,1264.4136478892547,1266.1705437911182,-1.7568959018640953,-0.13759760656214876
2734.9999786376957,1264.8625428316884,1265.3665878563597,-0.5040450246710406,-0.03856954215519315
2735.999978256226,1265.0915741502192,1266.2521278782892,-1.1605537280701355,-0.09146249217467524
2736.999977874756,1263.268893914474,1264.002122738487,-0.7332288240131675,-0.05577067567211717
2737.9999774932867,1262.7658545778509,1262.0626456277412,0.7032089501096379,0.05797382597584444
2738.999977111817,1263.351382606908,1264.7209584018642,-1.369575794956154,-0.10723300809130869
2739.999976730347,1258.8596045778509,1261.2077833744515,-2.3481787966008825,-0.18635953416754703
2740.999976348877,1258.2502004523026,1259.634273917215,-1.3840734649123305,-0.1088566890570987
2741.9999759674074,1260.7356548108553,1263.77374417489,-3.0380893640350903,-0.23775549574618413
2742.999975585938,1259.1100260416665,1261.567783717105,-2.457757675438529,-0.19350445520423828
2743.9999752044682,1260.388461143092,1263.2716659813595,-2.883204838267557,-0.2275800193741826
2744.9999748229984,1263.9349455180923,1264.4108809621712,-0.4759354440789593,-0.03758553033873804
2745.9999744415286,1265.2039730674342,1264.4833401864032,0.7206328810307013,0.058035923999917735
2746.999974060059,1264.055689761513,1263.202129591557,0.8535601699561767,0.06806243211443959
2747.9999736785894,1261.7064213267545,1262.221773917215,-0.5153525904604749,-0.039415493407123234
2748.9999732971196,1262.8252741228068,1264.1635399533993,-1.338265830592127,-0.10512984718321801
2749.99997291565,1266.0122584292762,1266.6012472587718,-0.5889888294956336,-0.045403600167960786
2750.99997253418,1266.5882624040569,1263.4689007675438,3.1193616365131676,0.24830810555195262
2751.99997215271,1263.7916375411185,1260.939201274671,2.852436266447353,0.22616137735267902
2752.999971771241,1262.6207288240132,1262.8709258497806,-0.2501970257675339,-0.01862561398743068
2753.999971389771,1264.1399174205044,1264.4589775219297,-0.31906010142542984,-0.02092244725329141
2754.999971008301,1264.5336451480262,1267.7973307291668,-3.2636855811403165,-0.25562205062326265
2755.9999706268313,1266.0963695860746,1266.642151521382,-0.5457819353070363,-0.041507525711266716
2756.9999702453615,1264.8016721491229,1267.1000805235747,-2.298408374451765,-0.18093379276342425
2757.999969863892,1264.683807908443,1266.1560923793859,-1.4722844709430092,-0.11438735248946996
2758.9999694824223,1264.9542643229167,1268.170226836623,-3.215962513706154,-0.2517275287846974
2759.9999691009525,1267.2662195038376,1269.2155153508772,-1.949295847039457,-0.1526549318936416
2760.9999687194827,1266.1082493832237,1264.3855091831142,1.722740200109638,0.13796636504733076
2761.999968338013,1266.589494243421,1265.4689435992325,1.1205506441886655,0.09047238514296954
2762.9999679565435,1266.3421343887062,1267.3183045504386,-0.9761701617324434,-0.0756968550527857
2763.9999675750737,1264.3184484649123,1266.83388671875,-2.5154382538377376,-0.19743802554878928
