bias_label,bias_v,n_sweeps,shape_min_transmission_median_percent,shape_dip_depth_median_percent,shape_dip_depth_sd_percent,shape_fwhm_like_median_mhz,shape_area_median_percent_mhz,shape_max_slope_median_percent_per_mhz,shape_off_noise_median_percent,robust_signal_eta_median_nT,signal_bright_p90_median_adc
0.44 V,0.44,3,95.46980759054442,4.53019240945558,0.0187351876336942,15.534145823013205,92.76133253874634,0.5178851336810268,0.02243149329083747,15.574467524836365,16517.245285325673
0.45 V,0.45,3,95.38879677344242,4.611203226557578,0.04385992319385588,15.547319149967734,90.97763684538992,0.523385336259274,0.016355312368590443,12.486223666667577,15674.46316364581
0.46 V,0.46,3,95.26558354937254,4.734416450627464,0.05928246320324153,15.552404924799248,91.41548427183687,0.5383738921162475,0.016166412170719974,11.629266357729616,14763.61513051319
0.47 V,0.47,3,94.79735494312064,5.202645056879362,0.2815274552321921,15.603856644534517,101.47427468409569,0.5904377120990532,0.019454803242752745,12.982378332684373,12338.870195158483
0.48 V,0.48,3,94.62787562924717,5.372124370752829,0.0851200974228391,15.604381237442794,104.24279299864318,0.6051950736490213,0.022454574476812674,13.201262181501797,11856.256323929452
0.49 V,0.49,3,93.57145118597495,6.428548814025049,0.5953675791961556,15.62399020061548,129.6039783832701,0.7238577336702932,0.033201705705856746,19.68955315323883,9102.837335330256
0.50 V,0.5,3,92.44235930237993,7.557640697620073,0.6476943574560026,15.657930714495706,158.1255526206481,0.8531152300149714,0.039392798658898526,20.726710081572172,7393.4298101904205
0.51 V,0.51,3,90.03065350714412,9.969346492855877,0.03643609361758668,15.661578291166734,206.6676240709432,1.1295606092868766,0.052751865624258765,21.099693189429438,5416.315347525751
Best_Sensitivity (bias not in filename),nan,1,89.9347873796451,10.065212620354899,nan,15.633418400497703,209.9611568880772,1.1321043542585372,0.053556658606644235,22.912774345227888,5409.401798759054
