block,n_samples,delta_f_mean_mhz,delta_f_std_mhz,delta_f_min_mhz,delta_f_max_mhz,f_new_mean_mhz,f_new_std_mhz,delta_B_proj_std_uT
1,204,0.009136265948841293,0.06801255169827318,-0.1555579486250156,0.2180442765795173,2722.0934985411527,0.06801255169828405,2.4195468097380184
2,204,-0.006074034103489854,0.05173270419035659,-0.1291548813266447,0.1281161540763488,2762.814123142119,0.0517327041903455,1.8327222738893219
3,204,-0.13331891942614696,0.14545801290412966,-0.4706522421308849,0.2884679062461188,2837.750613082861,0.14545801290413105,5.154559568912343
4,204,-0.22616175055003856,0.16087656350754623,-0.6676748546356145,0.1976919613636848,2873.451935579745,0.16087656350753013,6.323026976504557
5,204,-0.37100650306320937,0.16119806111035384,-0.7368460047691654,0.0651741646650974,2895.7868852901806,0.16119806111038162,6.266795989565528
6,204,-0.23067767986340443,0.16192767225865295,-0.7161542090583283,0.2543071275383555,2929.6520325525175,0.1619276722586556,5.727298369932133
7,204,-0.003372582539535226,0.04726160697248114,-0.1462305603895825,0.1306189045258989,2993.3153027468165,0.0472616069724907,1.6738929189095306
8,204,-0.003359235230814303,0.07400624228016126,-0.2193079350851561,0.190081710039444,3024.1153038202156,0.07400624228014631,2.6326944350645447
