batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz
0,0.11423559999093413,1786984549.3343694,0.11413860000902787,1621.8579133172357,1675.339497814592,2753.999971389771,1627.6220130207537,1672.2291545679618,2760.8635341430245,1591.213988140722,1665.949926643641,2794.61998739598,1595.7416220924902,1668.0661506250574,2800.9999534606936,1631.42429623743,1670.4349588898738,2822.99994506836,1630.5617523000278,1669.9389109637189,2828.7440316308603,1642.5055521594277,1664.8522312559223,2860.99993057251,1639.5041614451202,1670.1197420301373,2867.9402628838575,1641.9322737414798,1672.14544426445,2885.29421064284,1644.8857902619434,1670.4251291377573,2891.9999187469484,1641.5026179050644,1672.960820062964,2921.1994142829058,1644.082753614329,1670.5822187242109,2927.999905014038,1585.767773634502,1664.185941559434,2943.999898910523,1590.4732188159064,1665.3979154567962,2950.162809336516,1617.8637420912676,1667.0742182962986,2978.9998855590825,1618.1733166243848,1672.1877265641717,2985.7750850130146
