block,n_samples,delta_f_mean_mhz,delta_f_std_mhz,delta_f_min_mhz,delta_f_max_mhz,f_new_mean_mhz,f_new_std_mhz,delta_B_proj_std_uT
1,243,-0.4639695425815925,0.2959819450151096,-1.32523126803233,0.2981997687505829,2759.2052639689527,0.29598194501510344,10.544550746296888
2,243,-0.06040031566204405,0.13963479188033714,-0.3800867726871497,0.4115223024748201,2800.3244045008455,0.13963479188034716,4.959704328891829
3,243,-0.1662338788929159,0.34422430506862933,-1.0921344682670318,0.6761263676255537,2827.9832601713183,0.34422430506862833,12.219548330679745
4,243,0.19056612598783193,0.36359424385872147,-0.8782601380781305,1.4213120738340228,2866.3190504524323,0.36359424385873307,13.225152881877035
5,243,-0.29355852847787917,0.28920333598271125,-1.255998407291209,0.7277479108376477,2889.5710771716117,0.28920333598271064,10.492188959085277
6,243,0.0454192008884769,0.35008596222661575,-0.8240654820665615,0.9063738541216876,2925.5647012941386,0.3500859622266205,12.42217069592037
7,243,-0.06877434714765232,0.12519032911342678,-0.4310566535780792,0.2335462680007795,2949.856011998513,0.1251903291134116,4.44592339001123
8,243,0.29116997858146487,0.23039956257589408,-0.391165460711751,0.9389156607180492,2983.7018043640473,0.2303995625758858,8.208054511359116
