block,n_samples,delta_f_mean_mhz,delta_f_std_mhz,delta_f_min_mhz,delta_f_max_mhz,f_new_mean_mhz,f_new_std_mhz,delta_B_proj_std_uT
1,193,-0.3142751810325856,0.8896136425202943,-2.9307290097797747,2.6709663715472987,2759.3549583305025,0.8896136425203123,31.69306897309021
2,193,0.1372758067906298,0.3739148921152846,-0.4577936428137912,1.2672427777381352,2800.522080623298,0.37391489211527557,13.281126315929598
3,193,-0.48779102360938315,0.5817988920651233,-2.067885403959949,0.7633295307387756,2827.661703026602,0.5817988920651086,20.653160092539917
4,193,-0.13290524508223342,0.6745264984367719,-2.160772198982741,1.3645650944304302,2865.9955790813624,0.6745264984367572,24.534811030093593
5,193,-0.007960301556421003,0.5887995224765947,-1.7402092457962386,2.1500741930191523,2889.8566753985338,0.5887995224766175,21.361426651084425
6,193,0.264621660124584,0.6332819614621119,-0.9557943858520034,2.219926756696856,2925.783903753374,0.6332819614621028,22.470871365123077
7,193,-0.2739992335076643,0.27885467454412316,-1.1881486971199724,0.2391313407215024,2949.6507871121535,0.2788546745441269,9.90305344469871
8,193,0.12372892699910595,0.814501463851574,-1.9983938797590604,2.4156135934359737,2983.5343633124644,0.8145014638515778,29.01686244596626
