batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_02,peak_02_freq_mhz
0,0.01400179999473039,1786737193.9366624,0.013904099992942065,1039.5885959201391,2794.785316516807,1036.298193359375,2800.7853142279882
