batch,time_s,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0.01400179999473039,0.851536747817016,0.84884154828655,-0.0026951995304660414,0.02378812712472532,23.78812712472532,2797.8446539229453,0.8488483844106951
