point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2794.785316516807,0.8449814954271273,-0.06108714778050961
2,1,f_plus,2800.7853142279882,0.8449814954271222,0.05221305094171559
