block,n_samples,delta_f_mean_mhz,delta_f_std_mhz,delta_f_min_mhz,delta_f_max_mhz,f_new_mean_mhz,f_new_std_mhz,delta_B_proj_std_uT
1,166,0.007803507077796028,0.07829779189825524,-0.1862356370863536,0.2093770344544859,2722.0921657822814,0.078297791898258,2.785444272660111
2,166,0.0006226928651572449,0.04539117152533188,-0.1452622343747872,0.143089454587339,2762.820819869088,0.04539117152534496,1.608062296266231
3,166,-0.17679431414265914,0.17098262709213383,-0.6201068768846322,0.3180144404815085,2837.707137688146,0.17098262709212936,6.059068998669837
4,166,-0.26385476073703024,0.16946110104460288,-0.7873125843698631,0.2372276503917875,2873.414242569558,0.1694611010446212,6.660430146016436
5,166,-0.31521402723711256,0.149826425247006,-0.7551773966271158,0.0790439257948058,2895.842677766007,0.14982642524699544,5.824708029373242
6,166,-0.19410353770368002,0.19422313032322183,-0.7994158095010864,0.3931749753584865,2929.688606694677,0.19422313032322472,6.86957208849683
7,166,-0.005298149083606385,0.05488143499907361,-0.1535821817244039,0.1585924582230564,2993.3133771802727,0.054881434999060646,1.943768976751749
8,166,-0.005856319954893567,0.07675959632176654,-0.2373708135485194,0.208381898910678,3024.1128067354916,0.07675959632176516,2.7306421167703063
