block,n_samples,delta_f_mean_mhz,delta_f_std_mhz,delta_f_min_mhz,delta_f_max_mhz,f_new_mean_mhz,f_new_std_mhz,delta_B_proj_std_uT
1,183,0.007889006590414187,0.06280762596960163,-0.1334396523832105,0.1744257380960146,2722.0922512817942,0.0628076259696139,2.2343815552773427
2,183,0.005447436847458774,0.054403524192261375,-0.1307707159250284,0.1388611779367539,2762.8256446130704,0.054403524192271215,1.9273407823096194
3,183,-0.1592618889906346,0.15547897976337255,-0.5845451934066392,0.2629605422800078,2837.7246701132976,0.15547897976335387,5.509670089005233
4,183,-0.24490124807536692,0.16547909022955076,-0.6700854537511072,0.2424179586243682,2873.43319608222,0.16547909022954446,6.503922813591186
5,183,-0.3686204944811405,0.14878565865975366,-0.7755337154129054,0.0032114883863625,2895.7892712987627,0.1487856586597685,5.784246799069723
6,183,-0.22349006115960754,0.2193683818644846,-0.7357577201647757,0.3229847964625802,2929.6592201712206,0.2193683818644784,7.758946684913977
7,183,-0.008829573416194668,0.05470140023105082,-0.161186837596786,0.1351877530836754,2993.309845755939,0.054701400231058225,1.9373925764840576
8,183,-0.008092943125419933,0.06076568668573781,-0.2223541589073163,0.1719661246983821,3024.11057011232,0.060765686685728244,2.161675559404839
