time_s,PL_C,PL_D
2.5653341645374893e-05,4.718333714808881,-606.861005569543
5.114067504182458e-05,7.158831158922713,-608.2928053711757
7.662800843827426e-05,7.49593347066453,-607.9822690165561
0.00010211534183472395,5.811703669794766,-608.1229877164874
0.00012760267523117364,6.538033112077516,-607.9227130540933
0.00015309000862762331,8.135347524223697,-608.0051270313573
0.00017857734202407298,8.479255359731441,-607.9524528877699
0.00020406467542052268,6.8185091935606925,-607.9269245441367
0.00022955200881697238,5.209613183794919,-608.0068970778973
0.0002550393422134221,5.36591134508278,-607.7398489356832
0.0002805266756098717,3.970702677958343,-608.0092011902037
0.0003060140090063214,4.776287479972534,-608.3464713511864
0.0003315013424027711,4.705897611963073,-608.0293125810636
0.00035698867579922076,7.2585793850614175,-608.3652552071412
0.00038247600919567046,7.491691462577249,-607.914473182269
0.00040796334259212016,8.574471656366827,-608.1373922331578
0.00043345067598856985,6.842969405661097,-608.1504539559014
0.00045893800938501955,7.157381551842527,-607.9477531090257
0.0004844253427814692,6.505531395437552,-607.5683070115206
0.000509912676177919,9.144121461814297,-608.0140688181888
0.0005354000095743685,6.470588235294118,-608.0714579995422
0.0005608873429708182,5.929274433508812,-608.5074845502403
0.0005863746763672679,6.706874189364462,-608.5151903562981
0.0006118620097637176,4.908018616006714,-608.4476691844053
0.0006373493431601673,8.642282749675745,-607.3413290608072
0.000662836676556617,8.119737544823376,-607.4267948424506
0.0006883240099530667,7.694941634241245,-607.2215304798963
0.0007138113433495163,7.616464484626535,-607.2378271152819
0.000739298676745966,7.4252689402609295,-607.0472419317922
0.0007647860101424157,7.401846341649501,-607.1165178912032
0.0007902733435388654,10.102220187685969,-607.2382391088731
0.0008157606769353151,8.253482871747922,-607.2760357061112
0.0008412480103317648,8.43598077363241,-607.4790875104906
0.0008667353437282145,6.750759136339361,-607.417425803006
0.0008922226771246642,6.951415274280919,-607.4337987335011
0.0009177100105211139,7.064133669031815,-607.5417715724423
0.0009431973439175635,7.688807507438773,-607.4624704356451
0.0009686846773140132,5.5033646143282215,-607.8159609369039
0.0009941720107104629,6.349813076981765,-607.6129091325246
0.0010196593441069127,7.064820325017166,-607.4420386053254
0.0010451466775033623,7.559929808499275,-607.825848783093
0.0010706340108998119,9.294605935759519,-607.5539635309377
0.0010961213442962617,7.62891584649424,-607.8260471503777
