file,n_batches,stale_batches,stale_fraction,dup_fraction_stale,dup_fraction_real,cadence_us,duty_cycle,recorded_rate_hz,true_rate_hz,sigma_shift_khz_as_recorded,sigma_shift_khz_real_only,row0_shift_khz_stale,row0_shift_khz_real
twopoint_lockin_live_20260806_142358.csv,211,106,0.5023696682464455,0.9885849056603773,0.06280769230769233,424.5343999937176,0.8262906487059225,3911.1053282761704,1946.2846420331653,263.1409585668461,252.28995523519418,2284.863710439598,-14.287879683581693
twopoint_lockin_live_20260806_142443.csv,66,33,0.5,0.9979999999999999,0.063375,423.8041999633424,0.8861273684677734,4181.515779496759,2090.7578897483795,263.31786056960374,252.2067025675454,2375.600062027593,-67.90957941946208
twopoint_lockin_live_20260806_145051.csv,44,23,0.5227272727272727,0.8867826086956521,0.07525000000000001,425.3840000019409,0.8977855598970204,4421.207274039914,2110.1216535190497,258.50063723608343,256.0647229257109,1426.7513335535143,-75.63428429131645
twopoint_lockin_live_20260806_145144.csv,14,7,0.5,0.9532857142857143,0.07483333333333332,425.1071999897249,0.9472802594783618,4454.835749760487,2227.4178748802433,236.94243272998858,233.70834550409987,1544.9072968943626,-131.63124667969367
