batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.0059352999960538,1786737201.8044813,0.010884399991482496,1063.784011501736,2794.785316516807,1063.784011501736,False,1045.749072265625,2800.7853142279882,1045.749072265625,False,0.8713554391505797,0.8565828516438819,-0.014772587506697743,0.07722476995816732,77.22476995816733,2797.898090565779,2.755665499506399
1,0,0.016893849991902243,1786737201.8154814,0.01088750000053551,1043.9398491753473,2794.785316516807,1043.9398491753473,False,1044.2406982421874,2800.7853142279882,1044.2406982421874,False,0.8551009000791796,0.8553473283652979,0.00024642828611831646,-0.0553347132748475,-55.3347132748475,2797.7655310825457,-1.9745472907096595
2,0,0.02806235000025481,1786737201.826481,0.011343899997882545,1064.2448811848958,2794.785316516807,1064.2448811848958,False,1046.8622748480902,2800.7853142279882,1046.8622748480902,False,0.8717329418210645,0.857494686296988,-0.014238255524076537,0.07250869718294464,72.50869718294464,2797.8933744930036,2.58737857489811
3,0,0.03950374999840278,1786737201.8384852,0.011409300001105294,1053.1920301649307,2794.785316516807,1053.1920301649307,False,1051.976025390625,2800.7853142279882,1051.976025390625,False,0.8626794481134729,0.8616834072229649,-0.0009960408905079765,-0.044368543836147585,-44.36854383614759,2797.7764972519844,-1.5832337937534822
4,0,0.050949849995959084,1786737201.849481,0.011322099991957657,1056.8456759982641,2794.785316516807,1056.8456759982641,False,1035.1057834201388,2800.7853142279882,1035.1057834201388,False,0.8656721836078808,0.8478648341462576,-0.017807349461623212,0.10400991234230124,104.00991234230123,2797.924875708163,3.71145847638814
5,0,0.06214764999458566,1786737201.8604817,0.010964299988700077,1041.6435899522571,2794.785316516807,1041.6435899522571,False,1029.7780327690973,2800.7853142279882,1029.7780327690973,False,0.8532200126602055,0.8435008237287016,-0.00971918893150392,0.0326229190154069,32.6229190154069,2797.853488714836,1.1641064450259384
6,0,0.07307934999698773,1786737201.8714921,0.010782099998323247,1057.2667860243055,2794.785316516807,1057.2667860243055,False,1044.7843831380208,2800.7853142279882,1044.7843831380208,False,0.8660171187711326,0.8557926657515026,-0.010224453019630042,0.03708243536069473,37.08243536069473,2797.8579482311816,1.3232384870359237
7,0,0.08409699999174336,1786737201.8830135,0.011142799994559027,1066.9033474392363,2794.785316516807,1066.9033474392363,False,1062.1968885633682,2800.7853142279882,1062.1968885633682,False,0.8739105164090185,0.8700554118988117,-0.003855104510206764,-0.019134134259265287,-19.134134259265288,2797.8017316615615,-0.6827767006589097
8,0,0.09514679999847431,1786737201.8940132,0.010881199996219948,1056.4411105685763,2794.785316516807,1056.4411105685763,False,1056.8121527777778,2800.7853142279882,1056.8121527777778,False,0.8653408002783334,0.8656447244242563,0.00030392414592295136,-0.055842178049429196,-55.842178049429194,2797.7650236177715,-1.992655511327048
9,0,0.10647984999377513,1786737201.905016,0.011675300003844313,1068.748708767361,2794.785316516807,1068.748708767361,False,1061.2756646050348,2800.7853142279882,1061.2756646050348,False,0.8754220691425378,0.869300828733347,-0.00612124040919082,0.00086703012121277,0.86703012121277,2797.821732825942,0.030938842464058307
10,0,0.11779129999194993,1786737201.916013,0.010848199992324226,1060.8601562499998,2794.785316516807,1060.8601562499998,False,1049.555628797743,2800.7853142279882,1049.555628797743,False,0.8689604819512394,0.8597008377226658,-0.009259644228573616,0.028566926986152336,28.566926986152335,2797.849432722807,1.019373643525276
11,0,0.1288912999953027,1786737201.9280133,0.011287999994237907,1042.7248969184027,2794.785316516807,1042.7248969184027,False,1042.4002170138888,2800.7853142279882,1042.4002170138888,False,0.854105721315492,0.8538397729672161,-0.00026594834827586844,-0.050812420814881354,-50.81242081488136,2797.770053375006,-1.8131751646760403
12,0,0.14019589999952586,1786737201.939013,0.011247000002185814,1064.4070692274304,2794.785316516807,1064.4070692274304,False,1038.5116319444444,2800.7853142279882,1038.5116319444444,False,0.8718657915645273,0.8506545965458514,-0.021211195018675855,0.1340526271428088,134.0526271428088,2797.9549184229636,4.7834936890811015
13,0,0.1516450499984785,1786737201.9500132,0.01157950000197161,1071.8950059678818,2794.785316516807,1071.8950059678818,False,1064.669216579861,2800.7853142279882,1064.669216579861,False,0.8779992306238312,0.8720805189141863,-0.005918711709644975,-0.0009205104288473318,-0.9205104288473318,2797.819945285392,-0.03284721770080402
14,0,0.16315479999320814,1786737201.9620132,0.011370000007445924,1051.6477674696182,2794.785316516807,1051.6477674696182,False,1036.378143988715,2800.7853142279882,1036.378143988715,False,0.8614145280878952,0.8489070365952534,-0.012507491492641853,0.05723278371629709,57.23278371629709,2797.878098579537,2.042277466325189
15,0,0.1746290999944904,1786737201.9730318,0.011500600012368523,1054.1669677734376,2794.785316516807,1054.1669677734376,False,1031.382218424479,2800.7853142279882,1031.382218424479,False,0.863478028632469,0.8448148272116558,-0.018663201420813236,0.11156375574983392,111.56375574983392,2797.9324295515707,3.9810075560174822
16,0,0.1858189499907894,1786737201.984551,0.010763099999167025,1074.4955132378473,2794.785316516807,1074.4955132378473,False,1048.4433078342015,2800.7853142279882,1048.4433078342015,False,0.8801293304652794,0.8587897252118705,-0.021339605253408944,0.13518598998048492,135.18598998048492,2797.9560517858013,4.8239362682159905
17,0,0.1966253499922459,1786737201.9955502,0.010742099999333732,1067.139284939236,2794.785316516807,1067.139284939236,False,1049.3438232421875,2800.7853142279882,1049.3438232421875,False,0.8741037750232686,0.8595273458099464,-0.01457642921332225,0.07549345531275874,75.49345531275874,2797.8963592511336,2.693885787637694
18,0,0.20781734999764012,1786737202.00655,0.01153810000687372,1052.4543565538195,2794.785316516807,1052.4543565538195,False,1051.32587890625,2800.7853142279882,1051.32587890625,False,0.8620752127551577,0.8611508661532743,-0.0009243466018834523,-0.045001325503197395,-45.00132550319739,2797.7758644703176,-1.6058137847272835
19,0,0.21945679999771528,1786737202.0185502,0.011641999997664243,1051.3686170789929,2794.785316516807,1051.3686170789929,False,1051.4478190104169,2800.7853142279882,1051.4478190104169,False,0.8611858733905295,0.8612507484337633,6.487504323371418e-05,-0.05373230440944285,-53.73230440944285,2797.767133491411,-1.9173674139824026
20,0,0.23090264999336796,1786737202.02955,0.01114229999075178,1054.8701388888887,2794.785316516807,1054.8701388888887,False,1053.1841986762151,2800.7853142279882,1053.1841986762151,False,0.8640540026737004,0.8626730332677757,-0.0013809694059246924,-0.04097112247450961,-40.97112247450961,2797.779894673346,-1.4620012301780478
21,0,0.24222764999285573,1786737202.04055,0.011395900000934489,1063.6177978515625,2794.785316516807,1063.6177978515625,False,1049.5510606553821,2800.7853142279882,1049.5510606553821,False,0.8712192919942268,0.8596970959145073,-0.011522196079719493,0.048536458166701366,48.536458166701365,2797.8694022539876,1.73196039704187
22,0,0.2537857499992242,1786737202.052551,0.01163069999893196,1059.1467990451388,2794.785316516807,1059.1467990451388,False,1045.0935384114582,2800.7853142279882,1045.0935384114582,False,0.8675570550304343,0.8560458977291777,-0.011511157301256625,0.04843902869537332,48.439028695373324,2797.869304824516,1.728483753046436
