point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2793.864320955178,0.944789557398954,-0.022017947734644605
2,1,f_plus,2800.8643182848896,0.9447895573989495,0.019452952602233935
